dow,n,ticket,pct,fator_relativo,dia
0,2665,50.07854033771107,14.381306999082618,1.0066914899357833,Seg
1,2626,49.96659177456207,14.17084884787653,0.9919594193513572,Ter
2,2663,50.22062335711603,14.370514273379742,1.005935999136582,Qua
3,2703,50.16727709951905,14.586368787437268,1.0210458151206088,Qui
4,2609,50.68506324262169,14.079110679402081,0.9855377475581458,Sex
5,2605,51.98225719769674,14.057525227996331,0.9840267659597431,Sáb
6,2660,50.804913533834586,14.354325184825429,1.00480276293778,Dom
