data,categoria_modelo,qtd,receita
2017-08-20,pet,1,159.0
2017-08-20,presente_acessorio,6,508.88
2017-08-20,presente_geral,8,1134.5900000000001
2017-08-20,presente_perfume,3,184.88
2017-08-21,baby,5,856.8
2017-08-21,beleza,17,1760.53
2017-08-21,brinquedos,5,381.49
2017-08-21,esportes,10,1050.36
2017-08-21,pet,7,1607.58
2017-08-21,presente_acessorio,6,301.5
2017-08-21,presente_geral,29,2659.46
2017-08-21,presente_perfume,4,166.69000000000003
2017-08-22,baby,11,946.39
2017-08-22,beleza,12,1679.6699999999998
2017-08-22,brinquedos,4,514.5999999999999
2017-08-22,esportes,21,1712.94
2017-08-22,pet,1,159.99
2017-08-22,presente_acessorio,1,29.99
2017-08-22,presente_geral,12,3461.48
2017-08-22,presente_perfume,6,904.3399999999999
2017-08-23,alimentos_bebidas,2,118.49
2017-08-23,baby,5,474.64
2017-08-23,beleza,4,307.89
2017-08-23,brinquedos,5,355.5
2017-08-23,esportes,18,1544.98
2017-08-23,presente_acessorio,3,249.9
2017-08-23,presente_geral,9,1517.95
2017-08-23,presente_perfume,6,764.21
2017-08-24,alimentos,1,42.0
2017-08-24,baby,4,294.79
2017-08-24,beleza,12,2135.19
2017-08-24,brinquedos,5,539.87
2017-08-24,esportes,14,1296.03
2017-08-24,pet,6,555.18
2017-08-24,presente_acessorio,2,94.9
2017-08-24,presente_geral,10,1755.65
2017-08-24,presente_perfume,6,441.77
2017-08-25,baby,3,277.71000000000004
2017-08-25,beleza,12,1717.43
2017-08-25,brinquedos,2,565.89
2017-08-25,esportes,7,571.7
2017-08-25,pet,4,310.74
2017-08-25,presente_acessorio,2,92.9
2017-08-25,presente_geral,11,2152.75
2017-08-25,presente_perfume,4,326.56000000000006
2017-08-26,alimentos,1,63.49
2017-08-26,alimentos_bebidas,1,26.7
2017-08-26,baby,2,137.84
2017-08-26,beleza,5,407.28000000000003
2017-08-26,brinquedos,6,339.6
2017-08-26,esportes,5,360.18
2017-08-26,pet,3,201.8
2017-08-26,presente_acessorio,2,69.8
2017-08-26,presente_geral,8,1267.49
2017-08-26,presente_perfume,2,186.89000000000001
2017-08-27,alimentos,1,19.9
2017-08-27,baby,4,704.89
2017-08-27,beleza,12,835.64
2017-08-27,brinquedos,3,328.3
2017-08-27,esportes,17,1848.55
2017-08-27,pet,5,315.09000000000003
2017-08-27,presente_acessorio,2,520.7
2017-08-27,presente_geral,20,2711.49
2017-08-27,presente_perfume,6,528.6899999999999
2017-08-28,alimentos,1,139.0
2017-08-28,baby,4,379.79
2017-08-28,beleza,13,1269.35
2017-08-28,brinquedos,4,677.9
2017-08-28,esportes,16,1292.6100000000001
2017-08-28,pet,6,331.23
2017-08-28,presente_acessorio,3,104.97999999999999
2017-08-28,presente_geral,11,1860.56
2017-08-28,presente_perfume,4,296.6
2017-08-29,alimentos_bebidas,3,104.97
2017-08-29,baby,6,937.7
2017-08-29,beleza,15,1531.39
2017-08-29,brinquedos,5,923.98
2017-08-29,esportes,12,1225.67
2017-08-29,pet,3,335.70000000000005
2017-08-29,presente_acessorio,1,79.9
2017-08-29,presente_geral,10,2842.69
2017-08-29,presente_perfume,4,311.85
2017-08-30,alimentos_bebidas,1,26.7
2017-08-30,baby,6,1423.69
2017-08-30,beleza,19,1859.18
2017-08-30,brinquedos,11,728.97
2017-08-30,esportes,9,788.23
2017-08-30,pet,4,577.52
2017-08-30,presente_geral,21,2639.9300000000003
2017-08-30,presente_perfume,5,518.77
2017-08-31,baby,4,491.13
2017-08-31,beleza,11,1312.77
2017-08-31,brinquedos,5,442.89
2017-08-31,esportes,13,1061.78
2017-08-31,pet,3,328.6
2017-08-31,presente_acessorio,5,727.79
2017-08-31,presente_geral,18,2717.7799999999997
2017-08-31,presente_perfume,5,550.88
2017-09-01,baby,8,1431.79
2017-09-01,beleza,15,1170.2
2017-09-01,brinquedos,8,1059.47
2017-09-01,esportes,22,2135.88
2017-09-01,presente_acessorio,3,94.89
2017-09-01,presente_geral,15,3666.06
2017-09-01,presente_perfume,4,222.78
2017-09-02,baby,5,1063.73
2017-09-02,beleza,8,1279.3600000000001
2017-09-02,brinquedos,5,1098.5
2017-09-02,esportes,7,850.59
2017-09-02,pet,5,372.1
2017-09-02,presente_acessorio,2,108.9
2017-09-02,presente_geral,6,1000.78
2017-09-02,presente_perfume,2,220.98000000000002
2017-09-03,baby,5,1461.6999999999998
2017-09-03,beleza,8,707.07
2017-09-03,brinquedos,2,363.9
2017-09-03,esportes,8,946.47
2017-09-03,pet,3,2090.54
2017-09-03,presente_acessorio,3,607.8
2017-09-03,presente_geral,29,8048.72
2017-09-03,presente_perfume,2,396.89
2017-09-04,baby,13,934.52
2017-09-04,beleza,13,2840.6
2017-09-04,brinquedos,8,582.2900000000001
2017-09-04,esportes,12,1409.55
2017-09-04,pet,6,595.37
2017-09-04,presente_acessorio,1,449.0
2017-09-04,presente_geral,18,3494.98
2017-09-04,presente_perfume,8,888.98
2017-09-05,baby,3,1179.79
2017-09-05,beleza,17,1680.66
2017-09-05,brinquedos,14,750.59
2017-09-05,esportes,14,1577.87
2017-09-05,pet,4,281.88
2017-09-05,presente_acessorio,4,206.99
2017-09-05,presente_geral,12,1498.47
2017-09-05,presente_perfume,9,408.19
2017-09-06,baby,6,538.4300000000001
2017-09-06,beleza,15,910.97
2017-09-06,brinquedos,7,469.69000000000005
2017-09-06,esportes,23,3413.01
2017-09-06,presente_acessorio,1,129.9
2017-09-06,presente_geral,17,1549.48
2017-09-06,presente_perfume,4,697.7
2017-09-07,baby,1,270.0
2017-09-07,beleza,6,1349.17
2017-09-07,brinquedos,3,233.89
2017-09-07,esportes,3,538.6999999999999
2017-09-07,pet,2,131.98
2017-09-07,presente_acessorio,3,254.89000000000001
2017-09-07,presente_geral,10,2223.08
2017-09-07,presente_perfume,4,363.41
2017-09-08,alimentos,1,56.97
2017-09-08,baby,3,235.23000000000002
2017-09-08,bebidas,1,30.0
2017-09-08,beleza,12,1418.27
2017-09-08,brinquedos,8,676.99
2017-09-08,esportes,10,994.27
2017-09-08,pet,3,255.27
2017-09-08,presente_acessorio,4,179.79
2017-09-08,presente_geral,13,1599.48
2017-09-08,presente_perfume,1,56.99
2017-09-09,alimentos_bebidas,1,40.5
2017-09-09,baby,2,114.7
2017-09-09,beleza,12,3159.8199999999997
2017-09-09,brinquedos,11,1000.58
2017-09-09,esportes,8,791.59
2017-09-09,pet,3,206.74
2017-09-09,presente_acessorio,2,399.0
2017-09-09,presente_geral,8,2132.74
2017-09-09,presente_perfume,2,78.9
2017-09-10,baby,3,559.98
2017-09-10,bebidas,2,30.98
2017-09-10,beleza,10,1261.33
2017-09-10,brinquedos,4,277.4
2017-09-10,esportes,18,1720.99
2017-09-10,pet,2,112.88999999999999
2017-09-10,presente_acessorio,9,549.8
2017-09-10,presente_geral,18,3024.26
2017-09-10,presente_perfume,5,665.9
2017-09-11,alimentos_bebidas,1,39.0
2017-09-11,baby,9,873.19
2017-09-11,bebidas,1,87.0
2017-09-11,beleza,18,4018.7400000000002
2017-09-11,brinquedos,12,1307.68
2017-09-11,esportes,21,1951.27
2017-09-11,pet,4,402.69000000000005
2017-09-11,presente_acessorio,3,294.8
2017-09-11,presente_geral,14,1818.66
2017-09-11,presente_perfume,7,666.29
2017-09-12,alimentos,2,42.98
2017-09-12,baby,8,987.12
2017-09-12,beleza,21,2128.77
2017-09-12,brinquedos,13,1225.47
2017-09-12,esportes,15,1434.38
2017-09-12,pet,6,930.0
2017-09-12,presente_acessorio,11,1508.18
2017-09-12,presente_geral,22,2370.64
2017-09-12,presente_perfume,9,553.5699999999999
2017-09-13,alimentos,1,56.97
2017-09-13,alimentos_bebidas,1,16.0
2017-09-13,baby,12,1951.19
2017-09-13,beleza,18,1420.32
2017-09-13,brinquedos,16,1195.84
2017-09-13,esportes,22,2047.51
2017-09-13,presente_acessorio,7,1210.3
2017-09-13,presente_geral,19,3907.22
2017-09-13,presente_perfume,11,1038.8500000000001
2017-09-14,baby,8,1869.77
2017-09-14,beleza,16,2661.23
2017-09-14,brinquedos,12,955.18
2017-09-14,esportes,22,1724.79
2017-09-14,pet,3,252.64
2017-09-14,presente_acessorio,5,169.4
2017-09-14,presente_geral,16,2677.44
2017-09-14,presente_perfume,3,243.97000000000003
2017-09-15,baby,5,674.8
2017-09-15,bebidas,1,10.0
2017-09-15,beleza,8,721.97
2017-09-15,brinquedos,7,697.59
2017-09-15,esportes,14,1237.83
2017-09-15,pet,2,160.89
2017-09-15,presente_acessorio,5,298.89
2017-09-15,presente_geral,8,1115.68
2017-09-15,presente_perfume,4,833.78
2017-09-16,baby,7,1260.1
2017-09-16,bebidas,1,87.0
2017-09-16,beleza,13,2031.72
2017-09-16,brinquedos,6,531.72
2017-09-16,esportes,18,1819.96
2017-09-16,pet,1,42.99
2017-09-16,presente_acessorio,4,588.8
2017-09-16,presente_geral,15,2641.69
2017-09-16,presente_perfume,4,223.88
2017-09-17,alimentos,4,139.84
2017-09-17,baby,1,399.9
2017-09-17,beleza,12,2304.2200000000003
2017-09-17,brinquedos,7,959.66
2017-09-17,esportes,11,1035.45
2017-09-17,pet,2,155.0
2017-09-17,presente_acessorio,4,288.78999999999996
2017-09-17,presente_geral,19,5539.25
2017-09-17,presente_perfume,3,127.97
2017-09-18,alimentos,1,56.97
2017-09-18,baby,11,1004.16
2017-09-18,beleza,14,1796.17
2017-09-18,brinquedos,20,2583.01
2017-09-18,esportes,21,4199.7
2017-09-18,pet,5,560.53
2017-09-18,presente_acessorio,3,51.1
2017-09-18,presente_geral,15,2551.51
2017-09-18,presente_perfume,9,1238.17
2017-09-19,alimentos_bebidas,4,139.96
2017-09-19,baby,6,812.3100000000001
2017-09-19,beleza,9,825.65
2017-09-19,brinquedos,7,744.37
2017-09-19,esportes,16,1892.3600000000001
2017-09-19,pet,3,96.34
2017-09-19,presente_acessorio,7,687.6899999999999
2017-09-19,presente_geral,17,4113.55
2017-09-19,presente_perfume,3,112.97
2017-09-20,alimentos,1,274.99
2017-09-20,alimentos_bebidas,1,23.4
2017-09-20,baby,4,349.87
2017-09-20,beleza,12,1428.72
2017-09-20,brinquedos,19,1831.94
2017-09-20,esportes,17,2693.65
2017-09-20,pet,4,726.6899999999999
2017-09-20,presente_acessorio,3,128.99
2017-09-20,presente_geral,15,3110.5699999999997
2017-09-20,presente_perfume,8,453.95000000000005
2017-09-21,alimentos,1,56.97
2017-09-21,baby,3,189.79
2017-09-21,beleza,18,2247.45
2017-09-21,brinquedos,9,708.46
2017-09-21,esportes,27,2849.84
2017-09-21,pet,3,375.89
2017-09-21,presente_acessorio,1,20.3
2017-09-21,presente_geral,18,2931.3
2017-09-21,presente_perfume,5,614.78
2017-09-22,alimentos,1,56.97
2017-09-22,baby,3,290.13
2017-09-22,beleza,9,805.95
2017-09-22,brinquedos,9,1082.57
2017-09-22,esportes,14,1316.42
2017-09-22,pet,1,139.0
2017-09-22,presente_acessorio,1,41.3
2017-09-22,presente_geral,25,3667.68
2017-09-22,presente_perfume,9,503.28
2017-09-23,alimentos,3,136.32
2017-09-23,baby,3,299.8
2017-09-23,beleza,8,1164.3
2017-09-23,brinquedos,6,1216.57
2017-09-23,esportes,13,1168.37
2017-09-23,presente_acessorio,2,79.99
2017-09-23,presente_geral,10,1339.39
2017-09-23,presente_perfume,3,132.88
2017-09-24,baby,4,439.3
2017-09-24,beleza,13,1233.3999999999999
2017-09-24,brinquedos,4,416.68
2017-09-24,esportes,10,791.6500000000001
2017-09-24,pet,1,144.9
2017-09-24,presente_acessorio,12,1219.29
2017-09-24,presente_geral,13,2021.7
2017-09-24,presente_perfume,6,752.22
2017-09-25,alimentos_bebidas,1,52.0
2017-09-25,baby,5,537.8
2017-09-25,beleza,14,2516.54
2017-09-25,brinquedos,11,2016.73
2017-09-25,esportes,13,1346.3700000000001
2017-09-25,presente_acessorio,1,12.99
2017-09-25,presente_geral,20,3018.08
2017-09-25,presente_perfume,6,383.07
2017-09-26,baby,11,1279.33
2017-09-26,beleza,16,1329.77
2017-09-26,brinquedos,17,1558.82
2017-09-26,esportes,17,2022.14
2017-09-26,pet,3,274.70000000000005
2017-09-26,presente_acessorio,4,365.9
2017-09-26,presente_geral,18,2940.17
2017-09-26,presente_perfume,10,636.63
2017-09-27,alimentos,1,56.97
2017-09-27,baby,4,1064.8799999999999
2017-09-27,beleza,12,1826.6
2017-09-27,brinquedos,13,1466.57
2017-09-27,esportes,18,1741.4
2017-09-27,pet,1,110.0
2017-09-27,presente_acessorio,4,522.1
2017-09-27,presente_geral,18,1428.53
2017-09-27,presente_perfume,2,141.98
2017-09-28,baby,10,643.46
2017-09-28,beleza,19,3178.33
2017-09-28,brinquedos,10,742.17
2017-09-28,esportes,11,1174.5
2017-09-28,pet,1,15.0
2017-09-28,presente_acessorio,2,447.0
2017-09-28,presente_geral,23,3238.36
2017-09-28,presente_perfume,3,622.15
2017-09-29,baby,2,129.9
2017-09-29,beleza,5,684.89
2017-09-29,brinquedos,12,1099.31
2017-09-29,esportes,9,771.37
2017-09-29,pet,1,42.99
2017-09-29,presente_acessorio,4,552.99
2017-09-29,presente_geral,12,3075.17
2017-09-29,presente_perfume,2,141.98
2017-09-30,alimentos,1,56.97
2017-09-30,baby,5,385.78000000000003
2017-09-30,beleza,5,546.97
2017-09-30,brinquedos,9,753.1899999999999
2017-09-30,esportes,19,1374.23
2017-09-30,pet,2,57.9
2017-09-30,presente_acessorio,7,308.48
2017-09-30,presente_geral,4,551.79
2017-09-30,presente_perfume,5,628.21
2017-10-01,alimentos,2,206.87
2017-10-01,baby,2,343.89
2017-10-01,beleza,7,736.97
2017-10-01,brinquedos,13,1602.92
2017-10-01,esportes,14,1086.08
2017-10-01,pet,5,360.85
2017-10-01,presente_acessorio,1,29.99
2017-10-01,presente_geral,15,2560.37
2017-10-01,presente_perfume,6,590.87
2017-10-02,alimentos,1,137.0
2017-10-02,baby,9,997.73
2017-10-02,beleza,8,1339.67
2017-10-02,brinquedos,8,1324.67
2017-10-02,esportes,24,2138.21
2017-10-02,presente_acessorio,2,119.9
2017-10-02,presente_geral,14,3126.44
2017-10-02,presente_perfume,7,758.77
2017-10-03,baby,6,818.1800000000001
2017-10-03,beleza,12,2001.6299999999999
2017-10-03,brinquedos,28,3470.31
2017-10-03,esportes,20,1781.03
2017-10-03,pet,3,186.8
2017-10-03,presente_acessorio,4,184.5
2017-10-03,presente_geral,11,2880.77
2017-10-03,presente_perfume,8,833.68
2017-10-04,alimentos,1,56.97
2017-10-04,alimentos_bebidas,1,42.0
2017-10-04,baby,4,478.79
2017-10-04,beleza,11,607.43
2017-10-04,brinquedos,13,1277.78
2017-10-04,esportes,11,1872.67
2017-10-04,pet,1,59.9
2017-10-04,presente_acessorio,6,246.06
2017-10-04,presente_geral,18,3656.02
2017-10-04,presente_perfume,5,628.89
2017-10-05,baby,2,109.9
2017-10-05,beleza,12,1469.42
2017-10-05,brinquedos,13,985.6600000000001
2017-10-05,esportes,18,3012.65
2017-10-05,pet,7,1439.4
2017-10-05,presente_acessorio,1,49.0
2017-10-05,presente_geral,18,1871.45
2017-10-05,presente_perfume,8,362.66
2017-10-06,alimentos,2,113.94
2017-10-06,alimentos_bebidas,2,104.0
2017-10-06,baby,3,277.76
2017-10-06,beleza,12,1461.9
2017-10-06,brinquedos,11,1144.97
2017-10-06,esportes,18,1718.15
2017-10-06,pet,2,254.9
2017-10-06,presente_acessorio,3,140.9
2017-10-06,presente_geral,14,2969.37
2017-10-06,presente_perfume,2,79.89
2017-10-07,alimentos,1,56.97
2017-10-07,alimentos_bebidas,1,18.6
2017-10-07,baby,2,328.99
2017-10-07,bebidas,1,65.0
2017-10-07,beleza,8,1158.67
2017-10-07,brinquedos,5,638.79
2017-10-07,esportes,5,415.5
2017-10-07,pet,2,594.8
2017-10-07,presente_acessorio,3,298.98
2017-10-07,presente_geral,15,1350.54
2017-10-07,presente_perfume,1,53.99
2017-10-08,alimentos,1,56.97
2017-10-08,alimentos_bebidas,1,52.0
2017-10-08,baby,6,558.37
2017-10-08,beleza,11,1061.4
2017-10-08,brinquedos,8,535.94
2017-10-08,esportes,20,2397.85
2017-10-08,pet,5,751.9
2017-10-08,presente_acessorio,4,217.88
2017-10-08,presente_geral,14,3896.56
2017-10-08,presente_perfume,2,286.0
2017-10-09,alimentos_bebidas,1,52.0
2017-10-09,baby,8,755.48
2017-10-09,beleza,12,1870.69
2017-10-09,brinquedos,10,1746.0500000000002
2017-10-09,esportes,22,2037.96
2017-10-09,pet,1,89.9
2017-10-09,presente_acessorio,4,387.8
2017-10-09,presente_geral,19,3299.41
2017-10-09,presente_perfume,11,922.3100000000001
2017-10-10,alimentos,1,56.97
2017-10-10,alimentos_bebidas,1,69.99
2017-10-10,baby,5,458.9
2017-10-10,bebidas,1,33.0
2017-10-10,beleza,11,1456.37
2017-10-10,brinquedos,17,1342.3600000000001
2017-10-10,esportes,30,2564.39
2017-10-10,pet,5,733.79
2017-10-10,presente_acessorio,3,128.6
2017-10-10,presente_geral,24,6457.88
2017-10-10,presente_perfume,7,856.02
2017-10-11,baby,5,335.77
2017-10-11,beleza,15,1028.81
2017-10-11,brinquedos,13,2365.94
2017-10-11,esportes,14,1153.77
2017-10-11,pet,2,119.88999999999999
2017-10-11,presente_acessorio,3,248.8
2017-10-11,presente_geral,18,3340.4300000000003
2017-10-11,presente_perfume,4,282.78
2017-10-12,baby,8,656.45
2017-10-12,beleza,9,683.76
2017-10-12,brinquedos,10,1103.58
2017-10-12,esportes,7,698.27
2017-10-12,pet,3,437.89
2017-10-12,presente_acessorio,3,227.0
2017-10-12,presente_geral,16,3727.25
2017-10-12,presente_perfume,8,744.85
2017-10-13,baby,10,1118.55
2017-10-13,beleza,7,1161.13
2017-10-13,brinquedos,14,1835.27
2017-10-13,esportes,12,1231.68
2017-10-13,pet,2,199.8
2017-10-13,presente_acessorio,5,1076.69
2017-10-13,presente_geral,17,3553.66
2017-10-13,presente_perfume,5,486.99
2017-10-14,baby,2,168.89
2017-10-14,bebidas,1,33.0
2017-10-14,beleza,6,472.65999999999997
2017-10-14,brinquedos,6,676.95
2017-10-14,esportes,9,1024.17
2017-10-14,presente_acessorio,6,298.68
2017-10-14,presente_geral,14,2692.2599999999998
2017-10-14,presente_perfume,6,413.86
2017-10-15,baby,1,50.0
2017-10-15,beleza,8,1454.49
2017-10-15,brinquedos,1,38.89
2017-10-15,esportes,11,1655.95
2017-10-15,pet,1,19.99
2017-10-15,presente_acessorio,3,467.89
2017-10-15,presente_geral,17,2228.37
2017-10-15,presente_perfume,3,142.88
2017-10-16,alimentos_bebidas,1,215.56
2017-10-16,baby,8,922.83
2017-10-16,beleza,22,2532.84
2017-10-16,brinquedos,9,1039.56
2017-10-16,esportes,19,1916.27
2017-10-16,pet,4,221.7
2017-10-16,presente_acessorio,2,225.89000000000001
2017-10-16,presente_geral,34,7562.24
2017-10-16,presente_perfume,6,504.87
2017-10-17,alimentos_bebidas,1,215.56
2017-10-17,baby,9,1508.74
2017-10-17,bebidas,3,195.0
2017-10-17,beleza,13,2810.66
2017-10-17,brinquedos,5,410.89
2017-10-17,esportes,18,1711.72
2017-10-17,pet,6,397.8
2017-10-17,presente_acessorio,4,188.9
2017-10-17,presente_geral,28,5799.650000000001
2017-10-17,presente_perfume,7,495.66999999999996
2017-10-18,alimentos,1,56.97
2017-10-18,baby,7,408.77
2017-10-18,bebidas,2,66.0
2017-10-18,beleza,14,1800.26
2017-10-18,brinquedos,17,2504.18
2017-10-18,esportes,25,2569.08
2017-10-18,pet,2,239.94
2017-10-18,presente_acessorio,12,822.48
2017-10-18,presente_geral,24,4133.27
2017-10-18,presente_perfume,6,386.57
2017-10-19,baby,3,293.89
2017-10-19,beleza,20,1782.51
2017-10-19,brinquedos,6,1077.79
2017-10-19,esportes,17,2057.82
2017-10-19,presente_acessorio,2,310.0
2017-10-19,presente_geral,24,6566.21
2017-10-19,presente_perfume,7,536.51
2017-10-20,alimentos_bebidas,2,431.12
2017-10-20,baby,2,557.0
2017-10-20,beleza,7,941.87
2017-10-20,brinquedos,4,833.75
2017-10-20,esportes,7,1146.2
2017-10-20,pet,4,301.89
2017-10-20,presente_geral,17,3717.26
2017-10-20,presente_perfume,11,1204.45
2017-10-21,alimentos_bebidas,1,215.56
2017-10-21,baby,1,169.9
2017-10-21,beleza,13,2187.02
2017-10-21,brinquedos,4,332.29
2017-10-21,esportes,6,886.5
2017-10-21,pet,1,56.85
2017-10-21,presente_acessorio,3,152.69
2017-10-21,presente_geral,16,2947.44
2017-10-21,presente_perfume,5,225.59
2017-10-22,alimentos_bebidas,1,215.56
2017-10-22,baby,5,882.7
2017-10-22,beleza,13,2013.52
2017-10-22,brinquedos,7,536.59
2017-10-22,esportes,18,1814.48
2017-10-22,pet,3,159.1
2017-10-22,presente_acessorio,4,188.89
2017-10-22,presente_geral,18,2118.69
2017-10-22,presente_perfume,6,322.78
2017-10-23,baby,2,219.8
2017-10-23,beleza,9,923.48
2017-10-23,brinquedos,7,1083.79
2017-10-23,esportes,21,1958.04
2017-10-23,pet,1,89.9
2017-10-23,presente_acessorio,5,198.0
2017-10-23,presente_geral,19,3530.33
2017-10-23,presente_perfume,6,869.78
2017-10-24,alimentos,6,122.94
2017-10-24,alimentos_bebidas,1,215.56
2017-10-24,baby,2,214.96
2017-10-24,beleza,12,917.07
2017-10-24,brinquedos,7,528.77
2017-10-24,esportes,13,1418.04
2017-10-24,pet,7,852.19
2017-10-24,presente_acessorio,2,189.8
2017-10-24,presente_geral,18,4841.25
2017-10-24,presente_perfume,10,1069.77
2017-10-25,alimentos_bebidas,2,431.12
2017-10-25,baby,7,837.79
2017-10-25,bebidas,2,60.49
2017-10-25,beleza,10,1001.16
2017-10-25,brinquedos,6,898.87
2017-10-25,esportes,18,1668.31
2017-10-25,pet,2,93.9
2017-10-25,presente_acessorio,5,295.8
2017-10-25,presente_geral,24,3094.27
2017-10-25,presente_perfume,7,657.7
2017-10-26,baby,3,249.89
2017-10-26,beleza,16,949.7
2017-10-26,brinquedos,9,840.94
2017-10-26,esportes,11,1159.69
2017-10-26,pet,1,25.9
2017-10-26,presente_acessorio,2,55.2
2017-10-26,presente_geral,18,4178.73
2017-10-26,presente_perfume,9,1092.3600000000001
2017-10-27,alimentos,1,20.49
2017-10-27,alimentos_bebidas,1,18.6
2017-10-27,baby,1,48.9
2017-10-27,beleza,7,798.6800000000001
2017-10-27,brinquedos,9,1138.59
2017-10-27,esportes,9,577.98
2017-10-27,pet,1,139.0
2017-10-27,presente_acessorio,7,378.49
2017-10-27,presente_geral,28,3785.92
2017-10-27,presente_perfume,5,284.17
2017-10-28,baby,1,39.9
2017-10-28,beleza,12,1484.24
2017-10-28,brinquedos,5,381.59000000000003
2017-10-28,esportes,3,635.13
2017-10-28,pet,1,29.9
2017-10-28,presente_geral,5,1640.95
2017-10-28,presente_perfume,4,224.78
2017-10-29,baby,4,1135.65
2017-10-29,beleza,17,1676.36
2017-10-29,brinquedos,8,897.47
2017-10-29,esportes,12,956.44
2017-10-29,pet,1,120.0
2017-10-29,presente_acessorio,7,390.96
2017-10-29,presente_geral,15,2514.56
2017-10-29,presente_perfume,3,569.39
2017-10-30,alimentos,1,56.97
2017-10-30,baby,5,812.79
2017-10-30,bebidas,2,144.49
2017-10-30,beleza,7,629.84
2017-10-30,brinquedos,6,474.59
2017-10-30,esportes,14,1519.95
2017-10-30,pet,1,125.9
2017-10-30,presente_geral,23,3708.45
2017-10-30,presente_perfume,1,56.99
2017-10-31,baby,5,736.34
2017-10-31,beleza,9,284.78
2017-10-31,brinquedos,4,254.68
2017-10-31,esportes,16,1785.0
2017-10-31,pet,2,139.8
2017-10-31,presente_acessorio,2,64.89
2017-10-31,presente_geral,7,1472.8600000000001
2017-10-31,presente_perfume,11,932.0
2017-11-01,baby,5,555.7
2017-11-01,beleza,9,1553.25
2017-11-01,brinquedos,3,260.7
2017-11-01,esportes,12,1809.0700000000002
2017-11-01,pet,1,179.9
2017-11-01,presente_acessorio,4,154.8
2017-11-01,presente_geral,18,4997.34
2017-11-01,presente_perfume,2,437.9
2017-11-02,alimentos_bebidas,1,215.56
2017-11-02,baby,4,537.8
2017-11-02,beleza,7,1230.34
2017-11-02,brinquedos,5,1228.59
2017-11-02,esportes,16,2049.62
2017-11-02,presente_acessorio,1,49.0
2017-11-02,presente_geral,18,4664.53
2017-11-02,presente_perfume,2,113.98
2017-11-03,alimentos_bebidas,1,215.56
2017-11-03,baby,7,743.78
2017-11-03,beleza,12,1898.44
2017-11-03,brinquedos,4,791.8299999999999
2017-11-03,esportes,14,2077.7
2017-11-03,presente_acessorio,4,308.7
2017-11-03,presente_geral,17,3200.5099999999998
2017-11-03,presente_perfume,6,585.88
2017-11-04,alimentos_bebidas,1,215.56
2017-11-04,baby,3,244.89000000000001
2017-11-04,beleza,10,766.56
2017-11-04,brinquedos,7,672.3100000000001
2017-11-04,esportes,8,959.4
2017-11-04,presente_acessorio,1,34.9
2017-11-04,presente_geral,18,3330.48
2017-11-04,presente_perfume,4,541.27
2017-11-05,alimentos_bebidas,4,193.4
2017-11-05,baby,2,119.9
2017-11-05,beleza,10,829.38
2017-11-05,brinquedos,6,1784.78
2017-11-05,esportes,14,930.5600000000001
2017-11-05,pet,4,1008.06
2017-11-05,presente_acessorio,5,171.89999999999998
2017-11-05,presente_geral,17,3417.23
2017-11-05,presente_perfume,2,127.9
2017-11-06,baby,6,881.59
2017-11-06,beleza,7,505.22
2017-11-06,brinquedos,11,1307.17
2017-11-06,esportes,10,1183.99
2017-11-06,pet,4,996.74
2017-11-06,presente_acessorio,2,76.3
2017-11-06,presente_flores,1,22.8
2017-11-06,presente_geral,24,6712.530000000001
2017-11-06,presente_perfume,5,907.29
2017-11-07,alimentos,1,56.97
2017-11-07,baby,6,529.25
2017-11-07,beleza,16,2878.75
2017-11-07,brinquedos,4,590.69
2017-11-07,esportes,14,1320.96
2017-11-07,presente_acessorio,6,444.8
2017-11-07,presente_flores,1,49.9
2017-11-07,presente_geral,22,5154.07
2017-11-07,presente_perfume,4,37.96
2017-11-08,baby,1,52.0
2017-11-08,beleza,15,1177.21
2017-11-08,brinquedos,10,824.12
2017-11-08,esportes,8,544.28
2017-11-08,pet,1,78.9
2017-11-08,presente_acessorio,7,318.7
2017-11-08,presente_geral,16,3088.75
2017-11-08,presente_perfume,3,146.3
2017-11-09,alimentos,3,125.47
2017-11-09,baby,13,986.57
2017-11-09,beleza,12,1329.53
2017-11-09,brinquedos,6,749.4
2017-11-09,esportes,18,1535.06
2017-11-09,pet,4,558.79
2017-11-09,presente_acessorio,4,171.9
2017-11-09,presente_flores,1,15.6
2017-11-09,presente_geral,21,3447.55
2017-11-09,presente_perfume,6,518.6800000000001
2017-11-10,baby,1,130.0
2017-11-10,bebidas,1,38.49
2017-11-10,beleza,17,1655.39
2017-11-10,brinquedos,9,1292.76
2017-11-10,esportes,16,2175.99
2017-11-10,presente_acessorio,5,207.0
2017-11-10,presente_geral,21,3094.53
2017-11-10,presente_perfume,10,2012.86
2017-11-11,baby,7,859.0
2017-11-11,beleza,9,1562.86
2017-11-11,brinquedos,6,396.09000000000003
2017-11-11,esportes,14,1531.69
2017-11-11,pet,7,210.93
2017-11-11,presente_acessorio,2,129.98
2017-11-11,presente_geral,22,5240.9
2017-11-11,presente_perfume,1,53.99
2017-11-12,alimentos,1,56.97
2017-11-12,baby,3,221.1
2017-11-12,beleza,9,755.5699999999999
2017-11-12,brinquedos,10,1246.8500000000001
2017-11-12,esportes,21,3167.0299999999997
2017-11-12,pet,1,56.85
2017-11-12,presente_acessorio,1,27.3
2017-11-12,presente_geral,35,6614.11
2017-11-12,presente_perfume,7,296.05
