seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove
42,0,1095,472337.2,634872.34,1842.3,91.2,0.985,437.236,95.7
42,1,1095,469927.62,634835.52,1787.8,140.8,0.9702,235.3461,93.6
42,2,1095,440752.75,622260.83,1844.2,178.9,0.9557,208.8949,93.2
42,3,1095,466579.7,637924.28,1710.8,117.8,0.9413,201.8736,93.7
42,4,1095,471279.72,641334.96,1709.7,102.4,0.9272,200.0861,90.2
42,5,1095,466174.12,628523.52,1807.2,77.1,0.9133,199.0902,90.6
42,6,1095,482244.62,637061.44,1675.6,70.6,0.8996,201.2079,92.6
42,7,1095,451569.9,622828.54,1671.0,86.1,0.8861,183.5885,91.1
42,8,1095,474145.4,627205.18,1803.5,68.9,0.8728,176.3266,88.9
42,9,1095,450295.28,623102.78,1757.0,75.7,0.8597,175.8383,91.8
42,10,1095,483929.8,625038.64,1727.2,136.4,0.8468,173.9948,92.9
42,11,1095,497928.6,656149.38,1727.1,170.1,0.8341,197.1578,93.4
42,12,1095,484150.16,631340.69,1806.8,86.7,0.8216,181.0931,93.1
42,13,1095,480438.47,633251.92,1804.7,49.7,0.8093,179.8276,91.7
42,14,1095,490035.62,628199.87,1783.7,60.4,0.7972,177.9238,91.2
42,15,1095,481086.8,620663.67,1777.1,165.7,0.7852,174.9173,88.7
42,16,1095,496819.8,635099.48,1758.2,90.6,0.7734,189.4314,85.7
42,17,1095,488233.75,631636.71,1813.0,83.3,0.7618,180.1353,87.8
42,18,1095,479681.03,626897.1,1722.1,148.5,0.7504,178.581,86.8
42,19,1095,500846.1,633297.91,1702.5,77.8,0.7391,176.529,86.8
42,20,1095,509644.38,639283.97,1714.2,69.9,0.728,174.9746,88.6
42,21,1095,491840.56,636192.46,1747.0,73.6,0.7171,193.6953,89.6
42,22,1095,496040.88,627118.87,1794.5,67.1,0.7064,184.4169,88.3
42,23,1095,499084.25,625283.32,1783.1,175.1,0.6958,182.0638,88.7
42,24,1095,494616.4,621984.58,1850.0,188.3,0.6853,180.4227,87.9
42,25,1095,548099.0,669797.63,1655.8,200.6,0.6751,180.7499,89.0
42,26,1095,511788.47,629882.48,1790.1,147.8,0.6649,197.2492,90.2
42,27,1095,529662.3,626246.52,1747.5,102.7,0.655,190.6227,88.8
42,28,1095,534544.06,632441.19,1764.3,75.4,0.6451,186.9323,90.8
42,29,1095,499168.1,626095.7,1830.8,144.8,0.6355,186.422,91.8
42,30,1095,525150.9,625287.34,1732.4,177.0,0.6259,184.3148,91.3
42,31,1095,535589.0,635391.6,1830.7,104.6,0.6165,202.198,86.8
42,32,1095,541242.94,634198.49,1724.4,57.9,0.6073,194.7835,90.0
42,33,1095,572854.94,664259.17,1675.1,175.5,0.5982,193.4005,88.9
42,34,1095,572346.7,661115.98,1675.1,208.2,0.5892,191.9749,86.3
42,35,1095,545118.06,638380.77,1795.7,68.5,0.5804,192.0321,91.1
42,36,1095,562677.7,651418.34,1691.6,202.6,0.5717,204.535,90.8
42,37,1095,551950.25,632408.48,1779.8,72.9,0.5631,198.23,94.2
42,38,1095,551757.6,627462.29,1753.2,91.3,0.5546,195.827,89.8
42,39,1095,546035.2,620052.45,1868.7,199.6,0.5463,196.7243,89.2
42,40,1095,594060.94,668136.7,1629.7,130.8,0.5381,195.7331,88.4
42,41,1095,560377.8,621467.38,1778.3,129.5,0.5301,211.6258,86.9
42,42,1095,606244.75,666776.49,1653.2,172.6,0.5221,207.203,90.7
42,43,1095,553877.1,631702.66,1778.9,78.7,0.5143,203.6473,92.2
42,44,1095,580096.75,651624.68,1840.7,181.9,0.5066,203.4392,90.9
42,45,1095,582216.56,630019.45,1664.6,67.5,0.499,202.8354,89.5
42,46,1095,580952.1,638250.39,1845.8,187.6,0.4915,216.9676,86.5
42,47,1095,594503.4,638565.14,1802.2,83.2,0.4841,210.6179,92.1
42,48,1095,567562.1,620964.59,1804.3,127.1,0.4768,208.2307,88.5
42,49,1095,597472.56,639752.0,1729.5,100.9,0.4697,207.8075,88.5
42,50,1095,601398.8,634549.61,1739.1,188.4,0.4626,207.3453,88.7
42,51,1095,628200.44,658306.2,1664.5,146.2,0.4557,222.9807,88.5
42,52,1095,586373.3,631137.85,1829.9,70.8,0.4489,215.2502,89.5
42,53,1095,598074.94,634204.77,1751.1,68.6,0.4421,214.5116,89.6
42,54,1095,597815.06,631066.02,1749.0,101.8,0.4355,212.6266,91.4
42,55,1095,601030.6,636521.28,1732.7,88.3,0.429,211.2739,89.6
42,56,1095,628544.3,650472.34,1744.0,191.1,0.4225,225.3817,91.2
42,57,1095,603710.44,621307.47,1841.8,144.7,0.4162,217.803,91.4
42,58,1095,603211.06,633721.67,1784.0,97.3,0.41,216.9017,92.6
42,59,1095,622189.0,631786.71,1813.0,101.3,0.4038,215.5614,93.3
42,60,1095,620902.94,628685.0,1828.2,159.2,0.3977,216.4829,92.4
42,61,1095,639785.8,636583.64,1767.0,76.0,0.3918,229.203,89.7
42,62,1095,621142.2,625491.28,1754.7,162.2,0.3859,222.6295,91.9
42,63,1095,618925.9,625949.01,1742.2,124.8,0.3801,221.1529,87.7
42,64,1095,628151.56,625990.85,1737.7,81.5,0.3744,222.0697,90.5
42,65,1095,641539.94,638927.57,1831.5,95.2,0.3688,221.2309,92.8
42,66,1095,641901.94,635489.73,1737.4,97.2,0.3633,236.149,92.1
42,67,1095,643498.25,635012.44,1853.2,74.5,0.3578,224.8338,89.9
42,68,1095,634779.9,631181.44,1812.5,73.7,0.3525,227.7625,90.0
