seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
42,52,1095,541947.25,631465.26,1702.5,79.6,0.5274,43.3477,86.0,1.0
42,53,1095,550826.1,630810.31,1731.6,64.7,0.521,44.2343,86.9,1.0
42,54,1095,542075.9,632830.9,1761.0,89.4,0.5148,42.1525,87.9,1.0
42,55,1095,561388.2,636647.83,1735.3,110.4,0.5086,43.9457,86.6,1.0
42,56,1095,568706.1,650143.67,1726.5,193.6,0.5025,44.3769,88.7,1.0
42,57,1095,555133.8,620765.07,1732.3,174.4,0.4965,44.2265,84.1,1.0
42,58,1095,559867.25,635822.05,1751.4,59.9,0.4905,43.4249,87.7,1.0
42,59,1095,553687.25,632247.91,1758.5,63.3,0.4846,43.5987,86.8,1.0
42,60,1095,556565.25,624957.02,1731.9,184.3,0.4788,42.3333,86.1,1.0
42,61,1095,563150.0,636202.64,1785.7,55.9,0.4731,44.4622,86.1,1.0
42,62,1095,546346.3,621820.26,1831.5,157.3,0.4674,44.5459,84.7,1.0
42,63,1095,543230.9,623706.29,1796.3,76.2,0.4618,43.7108,84.4,1.0
42,64,1095,562879.6,625039.04,1754.5,77.8,0.4562,43.7375,86.8,1.0
42,65,1095,578370.2,638955.91,1785.5,101.2,0.4508,43.2878,80.5,1.0
42,66,1095,570722.0,634633.63,1883.4,67.9,0.4454,45.6952,87.4,1.0
42,67,1095,579479.0,635047.24,1804.8,69.2,0.44,45.3655,85.4,1.0
42,68,1095,556472.25,629211.05,1783.7,70.7,0.4347,43.468,86.1,1.0
42,69,1095,589631.94,620327.43,1802.7,139.6,0.4295,44.0916,87.3,1.0
42,70,1095,577265.25,636594.36,1789.7,155.8,0.4244,42.1082,84.1,1.0
42,71,1095,562113.44,629491.68,1857.2,71.9,0.4193,45.6488,83.6,1.0
42,72,1095,580449.0,625695.33,1733.3,97.8,0.4142,43.376,85.4,1.0
42,73,1095,564882.4,625078.7,1789.7,189.0,0.4093,44.3314,84.5,1.0
42,74,1095,616817.8,670947.76,1638.4,172.2,0.4044,44.0149,85.3,1.0
42,75,1095,570062.8,635162.18,1702.1,104.9,0.3995,43.978,84.7,1.0
42,76,1095,611485.56,665716.78,1665.5,180.0,0.3947,45.9425,88.9,1.0
42,77,1095,572174.8,638666.89,1744.8,58.3,0.39,45.0081,84.7,1.0
42,78,1095,571755.6,622295.58,1871.8,162.9,0.3853,44.6584,83.7,1.0
42,79,1095,574910.6,629229.18,1846.1,83.9,0.3807,44.2658,85.3,1.0
42,80,1095,576346.6,627279.71,1815.3,114.3,0.3761,44.6986,85.1,1.0
42,81,1095,604223.25,637885.59,1827.7,195.6,0.3716,46.9109,85.9,1.0
42,82,1095,575312.6,624226.73,1877.6,92.8,0.3671,45.8928,87.2,1.0
42,83,1095,606149.8,636227.7,1699.0,87.2,0.3627,45.7916,85.1,1.0
42,84,1095,588132.94,631478.91,1657.9,115.3,0.3584,44.0291,88.3,1.0
42,85,1095,619346.56,667751.5,1724.1,158.3,0.3541,45.5871,82.4,1.0
42,86,1095,627274.44,657826.48,1685.6,182.7,0.3498,45.3484,84.9,1.0
42,87,1095,592084.5,635416.28,1647.0,88.7,0.3456,46.2879,86.1,1.0
42,88,1095,594841.2,639226.34,1768.3,73.4,0.3415,46.2929,83.5,1.0
42,89,1095,617935.0,660562.0,1670.4,173.0,0.3374,45.2047,88.3,1.0
42,90,1095,618225.3,661026.53,1671.2,204.6,0.3333,44.896,85.3,1.0
42,91,1095,604041.2,647774.94,1771.0,211.0,0.3293,45.4882,85.0,1.0
42,92,1095,602754.94,631801.52,1824.7,118.3,0.3254,45.3511,85.1,1.0
42,93,1095,595908.56,621301.76,1848.1,139.8,0.3215,46.2257,85.5,1.0
42,94,1095,602280.2,637624.08,1828.6,88.9,0.3176,46.4005,84.9,1.0
42,95,1095,602134.75,633943.49,1790.1,100.3,0.3138,45.2796,84.6,1.0
42,96,1095,589170.56,632641.89,1845.4,85.2,0.31,46.5082,87.2,1.0
42,97,1095,621922.5,629886.68,1744.3,94.6,0.3063,47.7755,81.2,1.0
42,98,1095,617992.06,636524.66,1761.7,82.5,0.3026,46.8696,84.0,1.0
42,99,1095,610986.44,632296.99,1784.4,79.5,0.299,44.6766,83.1,1.0
42,100,1095,636730.2,665684.32,1618.1,213.3,0.2954,44.9058,86.0,1.0
42,101,1095,608283.1,635513.13,1813.4,96.7,0.2919,47.3656,90.2,1.0
42,102,1095,648105.56,657344.35,1767.4,171.8,0.2884,46.4082,84.2,1.0
42,103,1095,650109.56,659737.77,1699.8,228.0,0.2849,46.3406,82.5,1.0
42,104,1095,618660.7,631665.09,1730.9,190.5,0.2815,45.0064,84.1,1.0
42,105,1095,621349.7,622989.22,1696.3,160.6,0.2781,46.3713,85.0,1.0
42,106,1095,614344.9,634907.1,1630.6,89.8,0.2748,47.6167,87.0,1.0
42,107,1095,629339.25,642011.27,1844.2,78.0,0.2715,46.227,87.6,1.0
42,108,1095,609347.7,625409.66,1754.4,144.7,0.2682,46.6271,88.2,1.0
42,109,1095,652854.9,658778.72,1596.9,166.6,0.265,45.6461,85.1,1.0
42,110,1095,642950.3,657121.22,1690.1,98.0,0.2618,45.4663,84.9,1.0
42,111,1095,605832.75,623945.8,1832.4,61.4,0.2587,47.6779,83.2,1.0
42,112,1095,632058.4,632567.73,1787.8,93.0,0.2556,46.9903,88.7,1.0
42,113,1095,617268.2,629899.59,1717.8,62.3,0.2525,46.0994,86.4,1.0
42,114,1095,626435.6,632774.21,1793.2,67.5,0.2495,45.6547,85.7,1.0
42,115,1095,620152.6,618871.51,1713.2,78.1,0.2465,45.6301,86.2,1.0
42,116,1095,650127.56,661177.88,1671.0,206.3,0.2435,46.8276,85.3,1.0
42,117,1095,605576.6,627473.54,1653.0,95.7,0.2406,45.5639,86.7,1.0
42,118,1095,646976.9,633886.36,1751.8,137.8,0.2377,47.6323,88.1,1.0
42,119,1095,628756.1,627407.76,1853.8,79.9,0.2349,46.1824,87.7,1.0
42,120,1095,641554.9,625119.49,1823.2,145.0,0.2321,46.4196,86.0,1.0
42,121,1095,634104.5,636397.78,1783.7,93.5,0.2293,47.268,87.9,1.0
42,122,1095,632646.94,633235.18,1698.5,78.8,0.2265,47.2909,87.9,1.0
42,123,1095,636397.8,625917.81,1704.5,144.0,0.2238,47.8282,83.1,1.0
42,124,1095,638684.8,635249.24,1763.3,68.7,0.2211,47.1333,85.1,1.0
42,125,1095,642835.8,642459.74,1795.4,141.3,0.2185,45.2357,88.7,1.0
42,126,1095,635654.94,634098.32,1750.6,73.1,0.2158,47.7162,87.5,1.0
42,127,1095,646679.2,634749.56,1813.5,58.2,0.2132,47.4192,90.9,1.0
42,128,1095,641819.3,627147.13,1872.0,136.9,0.2107,47.1695,86.9,1.0
42,129,1095,628546.25,627885.98,1853.2,69.7,0.2082,45.7608,89.2,1.0
42,130,1095,629460.44,625769.71,1727.2,96.1,0.2057,45.0174,87.1,1.0
42,131,1095,657256.1,653060.43,1713.0,149.1,0.2032,47.5309,86.6,1.0
42,132,1095,652026.06,655541.43,1694.2,204.9,0.2008,46.2074,92.0,1.0
42,133,1095,643390.2,631531.68,1730.2,100.1,0.1983,46.4889,88.4,1.0
42,134,1095,666525.25,636118.64,1753.7,122.0,0.196,45.6264,87.0,1.0
42,135,1095,655624.1,639887.38,1672.3,154.4,0.1936,46.4755,89.4,1.0
42,136,1095,645467.7,633905.31,1695.3,137.5,0.1913,47.049,86.9,1.0
42,137,1095,647519.75,627688.42,1826.4,113.7,0.189,47.3099,91.0,1.0
42,138,1095,643932.94,626959.23,1821.9,71.2,0.1867,47.0653,89.1,1.0
42,139,1095,676203.25,637487.5,1690.0,163.3,0.1845,46.5485,89.9,1.0
42,140,1095,642163.7,625085.51,1777.0,122.2,0.1823,46.251,92.8,1.0
42,141,1095,642514.44,620598.18,1801.9,217.0,0.1801,45.8406,86.2,1.0
42,142,1095,693942.4,663794.66,1638.3,193.4,0.1779,46.3235,88.1,1.0
42,143,1095,643703.75,626709.58,1804.0,79.7,0.1758,46.4179,89.9,1.0
42,144,1095,637772.06,631371.57,1820.3,102.2,0.1737,45.2611,88.8,1.0
42,145,1095,658727.2,638537.76,1745.9,76.4,0.1716,44.3814,90.9,1.0
42,146,1095,655564.4,632025.62,1778.5,89.3,0.1695,48.5275,90.7,1.0
42,147,1095,651858.75,622751.48,1796.3,132.2,0.1675,45.5199,88.1,1.0
42,148,1095,665732.2,636564.95,1795.5,154.7,0.1655,46.206,92.1,1.0
42,149,1095,688756.2,653381.11,1691.6,119.7,0.1635,45.5668,92.7,1.0
42,150,1095,677060.9,632310.73,1756.9,59.9,0.1615,45.4694,93.0,1.0
42,151,1095,682063.8,624044.41,1813.3,163.3,0.1596,48.7244,92.5,1.0
42,152,1095,669963.2,639790.82,1754.1,104.8,0.1577,47.8234,91.2,1.0
42,153,1095,690660.56,634140.21,1819.8,105.4,0.1558,48.2748,94.2,1.0
42,154,1095,677151.1,619791.03,1761.0,157.8,0.1539,46.1378,91.8,1.0
42,155,1095,667648.4,635527.45,1788.1,81.3,0.1521,44.834,91.0,1.0
42,156,1095,699028.4,632940.98,1819.5,118.6,0.1503,46.9254,92.0,1.0
42,157,1095,666769.56,631370.28,1712.8,95.7,0.1485,45.4457,95.8,1.0
42,158,1095,673028.4,644100.65,1711.4,200.9,0.1467,45.3486,95.9,1.0
42,159,1095,660016.44,627641.83,1776.7,57.3,0.1449,45.5805,95.6,1.0
42,160,1095,686069.25,640838.94,1703.1,192.0,0.1432,44.8158,93.2,1.0
42,161,1095,680141.7,634357.51,1829.0,114.0,0.1415,50.1176,92.4,1.0
42,162,1095,672869.8,629397.38,1823.9,96.0,0.1398,46.488,93.9,1.0
42,163,1095,691472.2,629465.61,1861.8,193.3,0.1381,47.6148,94.7,1.0
42,164,1095,670823.3,628848.71,1788.3,97.8,0.1364,47.0406,91.3,1.0
42,165,1095,691948.75,630801.31,1735.8,190.6,0.1348,47.0345,93.3,1.0
42,166,1095,716251.75,659984.99,1660.6,195.4,0.1332,49.8579,93.7,1.0
42,167,1095,682198.06,623195.39,1841.5,178.5,0.1316,48.5436,92.4,1.0
42,168,1095,689796.75,630475.23,1851.2,102.9,0.13,46.0167,95.5,1.0
42,169,1095,690364.2,620780.41,1775.0,121.8,0.1284,46.1331,93.6,1.0
42,170,1095,691093.2,635649.56,1658.0,70.6,0.1269,47.307,93.1,1.0
42,171,1095,678205.6,632386.72,1742.2,90.0,0.1254,48.5028,93.8,1.0
42,172,1095,701868.75,634326.67,1764.1,209.9,0.1239,47.7738,93.3,1.0
42,173,1095,696142.6,632684.09,1752.8,126.1,0.1224,46.9346,94.5,1.0
42,174,1095,701251.44,641596.66,1685.2,97.0,0.1209,46.9816,94.2,1.0
42,175,1095,691570.4,630694.03,1774.5,70.2,0.1195,49.1567,94.1,1.0
42,176,1095,685677.25,627014.82,1795.5,72.4,0.118,52.0574,93.1,1.0
42,177,1095,714611.1,639699.99,1809.7,152.2,0.1166,49.3938,95.6,1.0
42,178,1095,692880.0,633856.18,1824.8,62.5,0.1152,47.4603,93.9,1.0
42,179,1095,740942.75,667419.78,1652.1,227.6,0.1138,48.2477,96.0,1.0
42,180,1095,708752.94,624453.94,1813.5,130.7,0.1125,47.6567,95.5,1.0
42,181,1095,713302.75,634321.0,1681.9,72.3,0.1111,51.5886,95.5,1.0
42,182,1095,699887.75,631290.41,1735.6,62.7,0.1098,50.2605,93.8,1.0
42,183,1095,710819.94,627989.26,1704.6,191.3,0.1085,49.192,94.5,1.0
42,184,1095,703737.06,632608.23,1727.0,86.3,0.1072,48.025,94.4,1.0
42,185,1095,739517.4,660445.23,1684.1,263.1,0.1059,48.5032,93.8,1.0
42,186,1095,697274.2,629289.03,1803.9,127.9,0.1046,52.2644,91.1,1.0
42,187,1095,720194.0,626597.84,1789.8,163.7,0.1033,49.3625,94.2,1.0
42,188,1095,704674.25,633645.13,1841.6,63.2,0.1021,48.5341,94.7,1.0
42,189,1095,716765.94,628745.78,1749.6,75.8,0.1009,48.1718,93.9,1.0
42,190,1095,717954.5,627127.35,1818.7,79.1,0.0997,50.3862,92.6,1.0
42,191,1095,703176.56,619769.17,1928.0,238.3,0.0985,50.5255,93.2,1.0
42,192,1095,704973.25,624234.22,1768.8,84.5,0.0973,50.5409,93.3,1.0
42,193,1095,731691.2,647280.86,1740.7,219.6,0.0961,49.082,95.1,1.0
42,194,1095,724124.75,626269.62,1702.0,200.2,0.095,48.5661,94.0,1.0
42,195,1095,706659.8,637813.37,1744.9,95.2,0.0938,50.4,93.2,1.0
42,196,1095,727022.3,626532.51,1752.6,132.2,0.0927,51.0654,95.3,1.0
42,197,1095,722245.8,629346.71,1757.5,73.5,0.0916,50.3644,90.9,1.0
42,198,1095,710983.94,634126.8,1854.5,66.9,0.0905,50.4583,95.0,1.0
42,199,1095,722854.8,620988.45,1805.9,150.2,0.0894,48.5881,91.3,1.0
