seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
123,0,1095,428609.72,636933.79,1724.7,88.2,0.988,135.9936,94.6,0.401
123,1,1095,430295.53,626557.5,1791.8,77.0,0.9761,128.4065,93.3,0.418
123,2,1095,459607.84,658166.65,1691.8,177.4,0.9644,132.7637,91.2,0.434
123,3,1095,458184.25,639143.21,1686.6,69.2,0.9529,129.3742,90.9,0.451
123,4,1095,440652.9,623254.59,1670.9,160.1,0.9414,124.5338,89.7,0.467
123,5,1095,434462.38,629065.26,1728.5,71.4,0.9301,120.6194,88.5,0.484
123,6,1095,444186.1,627392.16,1754.8,145.2,0.919,111.6776,87.9,0.5
123,7,1095,420755.47,615876.1,1885.9,138.5,0.9079,107.4334,88.5,0.516
123,8,1095,450040.84,621033.36,1714.8,107.1,0.897,99.4588,87.0,0.533
123,9,1095,442497.0,626479.97,1836.3,98.5,0.8863,92.6438,88.6,0.549
123,10,1095,451959.9,630359.71,1698.1,58.2,0.8756,85.3737,90.7,0.566
123,11,1095,456856.0,628386.39,1921.8,96.7,0.8651,87.9171,87.4,0.582
123,12,1095,455484.84,633516.74,1720.5,105.4,0.8548,83.1881,90.1,0.599
123,13,1095,453386.03,629012.5,1780.0,82.3,0.8445,78.4951,90.9,0.615
123,14,1095,469649.9,629646.42,1683.8,160.9,0.8344,75.0593,88.8,0.631
123,15,1095,460997.2,639065.1,1717.8,188.9,0.8243,74.204,89.5,0.648
123,16,1095,466783.28,627373.12,1825.7,67.8,0.8145,75.2496,88.9,0.664
123,17,1095,497374.12,652800.67,1607.4,201.3,0.8047,69.7486,89.9,0.681
123,18,1095,494597.38,654307.67,1705.2,162.7,0.795,66.5068,87.9,0.697
123,19,1095,472346.75,621330.47,1737.3,183.8,0.7855,66.3685,87.6,0.714
123,20,1095,469341.88,626895.61,1768.4,165.9,0.7761,65.5634,88.3,0.73
123,21,1095,472226.4,623848.39,1796.7,217.4,0.7667,65.8334,85.6,0.746
123,22,1095,503343.6,634630.66,1760.2,80.6,0.7575,62.0464,86.5,0.763
123,23,1095,493868.47,628640.5,1781.9,52.8,0.7485,58.699,85.8,0.779
123,24,1095,486908.7,628748.88,1791.1,107.8,0.7395,57.4006,84.6,0.796
123,25,1095,480625.7,629220.25,1828.4,80.9,0.7306,55.271,87.2,0.812
123,26,1095,499937.47,628738.99,1821.7,70.1,0.7218,57.9288,86.5,0.828
123,27,1095,529655.94,655438.12,1690.0,175.6,0.7132,54.0337,86.2,0.845
123,28,1095,503436.44,638565.3,1833.0,89.8,0.7046,53.1987,85.1,0.861
123,29,1095,483526.56,623449.26,1765.5,81.6,0.6962,50.8565,85.6,0.878
123,30,1095,518168.9,638174.37,1760.8,84.3,0.6878,49.3752,86.7,0.894
123,31,1095,533122.2,634547.25,1735.7,87.1,0.6796,51.0447,86.1,0.911
123,32,1095,546232.75,657344.79,1693.6,150.2,0.6714,47.3964,85.8,0.927
123,33,1095,530384.7,630281.06,1659.4,102.9,0.6633,45.1502,86.8,0.943
123,34,1095,563276.7,659335.54,1628.1,160.8,0.6554,43.5122,84.6,0.96
123,35,1095,506498.84,625074.75,1735.7,131.5,0.6475,43.7298,87.1,0.976
123,36,1095,517391.9,622003.55,1846.3,119.1,0.6397,43.6294,85.3,0.993
123,37,1095,516451.38,628854.34,1714.0,167.7,0.6321,41.8159,84.5,1.0
123,38,1095,528233.5,627325.63,1762.9,86.5,0.6245,40.8786,84.7,1.0
123,39,1095,524023.16,628364.51,1696.4,90.1,0.617,40.933,85.5,1.0
123,40,1095,514895.56,629195.97,1783.8,68.7,0.6096,40.267,84.6,1.0
123,41,1095,527560.4,629217.34,1753.4,97.1,0.6023,42.7965,83.4,1.0
123,42,1095,524058.44,634044.37,1712.2,137.1,0.595,41.5588,84.0,1.0
123,43,1095,523755.3,623373.71,1859.4,148.8,0.5879,40.9282,83.8,1.0
123,44,1095,544760.0,630506.46,1809.9,79.6,0.5808,41.1249,86.2,1.0
123,45,1095,541796.5,632260.44,1690.8,85.1,0.5739,42.0077,84.7,1.0
123,46,1095,536905.25,630395.69,1706.2,76.0,0.567,41.156,84.4,1.0
123,47,1095,562124.94,653778.64,1798.6,197.1,0.5602,41.4653,86.8,1.0
123,48,1095,536365.56,626071.36,1889.5,72.6,0.5535,42.3957,83.7,1.0
123,49,1095,568879.1,632433.74,1749.5,53.9,0.5468,40.633,86.1,1.0
123,50,1095,561898.5,653683.6,1725.0,128.1,0.5403,41.9032,85.4,1.0
123,51,1095,538914.44,628016.81,1803.2,93.6,0.5338,41.9277,83.3,1.0
123,52,1095,547967.8,634684.33,1709.5,81.4,0.5274,41.7895,83.8,1.0
123,53,1095,527716.3,624134.47,1806.9,152.9,0.521,40.6334,85.0,1.0
123,54,1095,579905.1,656805.12,1710.3,132.2,0.5148,42.4845,80.7,1.0
123,55,1095,568148.56,640255.53,1736.6,71.1,0.5086,42.6898,79.9,1.0
123,56,1095,578287.25,646501.47,1721.9,206.6,0.5025,43.9944,84.6,1.0
123,57,1095,549252.94,619432.85,1762.8,114.5,0.4965,41.8812,85.6,1.0
123,58,1095,570401.9,637808.5,1726.1,57.2,0.4905,42.3647,83.7,1.0
123,59,1095,564502.5,627222.52,1855.0,128.5,0.4846,43.7646,83.0,1.0
123,60,1095,565986.6,620076.71,1788.8,127.6,0.4788,42.2027,83.9,1.0
123,61,1095,580100.3,636907.64,1758.7,73.4,0.4731,43.8882,86.0,1.0
123,62,1095,555602.6,626266.63,1786.3,85.7,0.4674,42.5553,86.4,1.0
123,63,1095,549966.9,624824.86,1838.7,143.8,0.4618,41.8884,85.4,1.0
123,64,1095,582035.4,629820.08,1783.5,75.5,0.4562,43.035,84.8,1.0
123,65,1095,571407.5,626783.5,1855.7,137.6,0.4508,41.7166,83.5,1.0
123,66,1095,583530.06,637975.63,1863.6,81.5,0.4454,42.8598,81.9,1.0
123,67,1095,579629.75,633243.65,1665.3,81.5,0.44,42.1977,83.3,1.0
123,68,1095,573563.94,631883.39,1796.7,64.4,0.4347,42.2776,83.4,1.0
123,69,1095,615632.4,668833.44,1594.6,165.0,0.4295,42.4692,83.8,1.0
123,70,1095,619635.4,657935.76,1740.6,193.9,0.4244,42.7958,82.4,1.0
123,71,1095,584985.25,639644.25,1857.7,72.5,0.4193,43.3113,83.2,1.0
123,72,1095,572561.7,622974.8,1803.7,138.8,0.4142,41.7191,86.7,1.0
123,73,1095,588842.6,624443.55,1775.9,138.8,0.4093,42.6005,84.1,1.0
123,74,1095,617767.7,657393.17,1619.1,107.9,0.4044,40.9569,83.2,1.0
123,75,1095,620021.25,666334.67,1747.5,162.5,0.3995,41.8842,86.4,1.0
123,76,1095,564868.25,623759.81,1792.4,94.0,0.3947,44.1633,87.6,1.0
123,77,1095,591232.44,623139.85,1755.3,81.4,0.39,43.201,85.9,1.0
123,78,1095,588694.94,622244.17,1718.7,159.2,0.3853,42.934,91.1,1.0
123,79,1095,590036.5,627529.83,1733.2,154.1,0.3807,43.3248,82.8,1.0
123,80,1095,622143.9,635554.75,1750.2,95.1,0.3761,41.173,84.7,1.0
123,81,1095,581014.9,625597.25,1809.9,103.5,0.3716,43.2261,90.2,1.0
123,82,1095,622829.2,665408.34,1747.7,181.9,0.3671,41.6337,87.7,1.0
123,83,1095,607310.25,636440.28,1831.8,54.1,0.3627,42.3235,85.2,1.0
123,84,1095,596443.0,629800.72,1660.6,69.6,0.3584,43.5767,89.4,1.0
123,85,1095,596385.8,630686.68,1770.2,63.7,0.3541,41.8855,89.6,1.0
123,86,1095,619282.4,646669.6,1808.5,188.7,0.3498,43.6322,89.8,1.0
123,87,1095,612221.9,636485.73,1715.4,63.9,0.3456,43.2678,86.9,1.0
123,88,1095,619587.3,624919.62,1793.3,150.9,0.3415,42.5601,86.8,1.0
123,89,1095,616169.3,634830.56,1751.3,83.0,0.3374,42.8295,86.4,1.0
123,90,1095,617356.75,633818.98,1713.3,83.0,0.3333,41.7616,86.9,1.0
123,91,1095,616583.0,645297.59,1763.7,178.6,0.3293,43.6124,87.9,1.0
123,92,1095,597604.44,635535.87,1718.5,90.1,0.3254,43.548,89.8,1.0
123,93,1095,604348.9,623700.17,1851.0,176.8,0.3215,43.8198,86.5,1.0
123,94,1095,640315.1,660708.73,1763.5,193.3,0.3176,44.147,86.3,1.0
123,95,1095,632236.3,636363.32,1697.5,117.6,0.3138,44.6768,88.1,1.0
123,96,1095,608159.5,626428.86,1820.9,130.0,0.31,45.026,91.0,1.0
123,97,1095,634424.2,633769.76,1756.7,124.6,0.3063,42.7649,86.2,1.0
123,98,1095,620317.44,619966.23,1774.9,167.7,0.3026,43.559,85.7,1.0
123,99,1095,655746.44,653425.84,1721.5,177.3,0.299,43.3084,88.1,1.0
123,100,1095,611574.94,630222.62,1750.0,46.1,0.2954,43.299,88.2,1.0
123,101,1095,596664.94,634063.74,1876.2,67.9,0.2919,45.0576,88.9,1.0
123,102,1095,642607.56,656324.39,1711.0,164.7,0.2884,43.7777,89.5,1.0
123,103,1095,624321.1,625245.41,1731.9,70.1,0.2849,43.8697,89.4,1.0
123,104,1095,668437.6,667623.69,1683.3,129.6,0.2815,43.3624,88.7,1.0
123,105,1095,621700.3,628272.29,1788.1,95.2,0.2781,44.3762,87.0,1.0
123,106,1095,656803.56,640873.79,1666.6,148.1,0.2748,45.386,91.8,1.0
123,107,1095,624171.5,627881.81,1730.6,126.7,0.2715,44.8606,90.8,1.0
123,108,1095,631794.7,620870.44,1744.1,116.8,0.2682,43.4451,88.7,1.0
123,109,1095,623327.94,633406.76,1722.7,105.9,0.265,43.6773,90.2,1.0
123,110,1095,636756.3,628953.18,1723.2,114.9,0.2618,43.5331,86.9,1.0
123,111,1095,628648.6,633752.38,1692.6,73.1,0.2587,45.7636,86.5,1.0
123,112,1095,623548.3,628063.57,1762.0,102.4,0.2556,43.3998,90.4,1.0
123,113,1095,632839.25,628416.39,1754.1,110.6,0.2525,45.4392,89.9,1.0
123,114,1095,664357.6,637379.22,1759.5,122.3,0.2495,45.4407,90.0,1.0
123,115,1095,639494.75,631121.43,1778.1,91.0,0.2465,43.8099,93.9,1.0
123,116,1095,622727.9,632293.71,1850.2,77.0,0.2435,47.1902,89.1,1.0
123,117,1095,639715.8,642578.17,1684.2,73.3,0.2406,45.3044,88.5,1.0
123,118,1095,667816.75,643956.42,1723.1,141.7,0.2377,43.6897,87.9,1.0
123,119,1095,632243.2,621671.95,1815.8,157.0,0.2349,45.7048,89.7,1.0
123,120,1095,643935.56,621118.98,1762.7,169.5,0.2321,45.0464,91.5,1.0
123,121,1095,641512.75,621375.6,1734.8,146.9,0.2293,45.1913,85.7,1.0
123,122,1095,642054.06,635337.5,1743.0,83.3,0.2265,46.0834,88.2,1.0
123,123,1095,666568.9,637209.55,1790.4,64.0,0.2238,44.4911,90.4,1.0
123,124,1095,644131.7,627177.98,1795.0,128.1,0.2211,45.1067,88.9,1.0
123,125,1095,659703.8,639140.54,1759.7,82.6,0.2185,45.2873,89.4,1.0
123,126,1095,662317.25,621253.92,1745.4,131.9,0.2158,46.0933,88.6,1.0
123,127,1095,633635.25,619243.97,1834.0,184.5,0.2132,45.3176,89.3,1.0
123,128,1095,671214.94,623224.94,1692.0,109.8,0.2107,46.8586,90.3,1.0
123,129,1095,671853.2,637208.16,1758.3,80.0,0.2082,44.7778,89.8,1.0
123,130,1095,679179.44,635211.52,1844.9,110.5,0.2057,45.9872,92.0,1.0
123,131,1095,665467.75,629103.71,1816.5,88.3,0.2032,45.7918,92.4,1.0
123,132,1095,669927.8,632684.3,1728.1,62.8,0.2008,45.8984,91.0,1.0
123,133,1095,687633.94,628592.38,1687.1,91.1,0.1983,45.3985,93.9,1.0
123,134,1095,681100.56,628348.63,1674.0,75.7,0.196,46.6084,93.0,1.0
123,135,1095,691721.25,628805.34,1752.4,81.8,0.1936,46.3113,94.7,1.0
123,136,1095,689798.0,640197.83,1653.1,112.2,0.1913,47.8963,92.6,1.0
123,137,1095,679655.8,634587.65,1788.2,91.3,0.189,46.2517,94.4,1.0
123,138,1095,710991.5,628033.33,1778.3,148.6,0.1867,45.0289,96.7,1.0
123,139,1095,677676.75,623839.13,1738.9,85.8,0.1845,46.1026,96.3,1.0
123,140,1095,693194.2,631811.83,1755.4,93.6,0.1823,46.1652,93.1,1.0
123,141,1095,699053.06,636110.82,1763.0,79.3,0.1801,47.0659,92.6,1.0
