seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
7777,48,1095,531572.2,626123.3,1745.8,64.9,0.5535,42.0788,84.7,1.0
7777,49,1095,540941.56,625878.2,1778.2,131.8,0.5468,39.3799,84.7,1.0
7777,50,1095,546342.75,629067.9,1790.0,70.3,0.5403,40.1005,84.7,1.0
7777,51,1095,544812.44,630767.43,1756.0,58.9,0.5338,41.3462,85.2,1.0
7777,52,1095,564452.0,625426.08,1696.9,142.9,0.5274,42.2901,84.3,1.0
7777,53,1095,552239.1,637955.36,1792.8,148.8,0.521,40.5744,85.1,1.0
7777,54,1095,575130.5,638010.89,1805.4,88.0,0.5148,41.9873,82.5,1.0
7777,55,1095,580673.1,652715.22,1749.4,207.8,0.5086,40.6294,84.9,1.0
7777,56,1095,577781.9,624848.7,1814.8,137.4,0.5025,42.3772,81.1,1.0
7777,57,1095,574032.94,626340.06,1797.7,105.3,0.4965,41.299,80.1,1.0
7777,58,1095,579432.7,635130.3,1701.4,130.0,0.4905,40.7578,86.2,1.0
7777,59,1095,582132.2,639693.09,1723.8,169.3,0.4846,39.3414,83.3,1.0
7777,60,1095,574618.5,634486.27,1829.5,75.7,0.4788,39.9225,83.0,1.0
7777,61,1095,562265.6,622174.59,1803.8,218.4,0.4731,41.212,84.9,1.0
7777,62,1095,575766.3,635597.04,1684.8,70.2,0.4674,42.3339,88.0,1.0
7777,63,1095,575229.9,627675.82,1799.4,198.9,0.4618,41.691,84.1,1.0
7777,64,1095,572377.5,623699.88,1754.4,136.1,0.4562,40.616,85.9,1.0
7777,65,1095,572920.7,632016.37,1786.4,71.6,0.4508,40.446,84.8,1.0
7777,66,1095,570475.0,633542.24,1818.8,63.1,0.4454,42.5702,85.8,1.0
7777,67,1095,584923.1,626828.38,1695.1,86.1,0.44,41.7017,87.7,1.0
7777,68,1095,580603.5,625443.39,1766.8,112.7,0.4347,41.3245,84.5,1.0
7777,69,1095,571484.5,621915.62,1825.3,104.9,0.4295,41.0009,85.3,1.0
7777,70,1095,576610.2,633375.46,1759.5,49.4,0.4244,40.9675,84.9,1.0
7777,71,1095,579349.0,640270.11,1678.3,110.7,0.4193,43.2976,84.0,1.0
7777,72,1095,584348.5,625490.55,1805.4,124.5,0.4142,41.5851,88.9,1.0
7777,73,1095,594526.7,631020.45,1795.4,97.8,0.4093,40.7359,83.3,1.0
7777,74,1095,587809.1,626129.93,1732.0,163.7,0.4044,40.4661,85.1,1.0
7777,75,1095,577173.25,618748.08,1802.0,129.3,0.3995,41.27,84.2,1.0
7777,76,1095,589178.8,634897.7,1865.2,58.2,0.3947,42.7076,85.8,1.0
7777,77,1095,596800.25,639687.07,1754.6,189.0,0.39,41.7698,85.7,1.0
7777,78,1095,610063.7,655029.73,1672.7,116.6,0.3853,41.2765,84.0,1.0
7777,79,1095,582033.2,628856.41,1772.9,76.4,0.3807,41.6453,87.2,1.0
7777,80,1095,573623.9,620066.2,1910.4,152.9,0.3761,40.4423,87.9,1.0
7777,81,1095,593714.0,636647.89,1756.9,87.4,0.3716,43.6168,87.1,1.0
7777,82,1095,597370.4,631767.2,1785.5,82.9,0.3671,41.1864,87.0,1.0
7777,83,1095,596233.6,632448.29,1747.1,68.3,0.3627,41.4784,85.2,1.0
7777,84,1095,601248.5,635794.5,1654.7,92.5,0.3584,42.6933,86.1,1.0
7777,85,1095,584056.56,620582.58,1792.0,119.7,0.3541,40.5399,84.6,1.0
7777,86,1095,598468.0,640036.25,1799.2,50.6,0.3498,43.0681,85.5,1.0
7777,87,1095,619023.5,632428.32,1712.3,77.3,0.3456,43.5347,87.9,1.0
7777,88,1095,627383.9,628960.31,1679.1,90.1,0.3415,42.2677,87.2,1.0
7777,89,1095,608158.75,623452.36,1729.0,183.3,0.3374,43.2317,86.3,1.0
7777,90,1095,624469.4,653622.25,1708.6,152.9,0.3333,42.7799,88.9,1.0
7777,91,1095,602776.9,621641.45,1799.2,167.5,0.3293,43.8924,86.0,1.0
7777,92,1095,615314.44,632288.74,1860.9,89.4,0.3254,41.8962,89.5,1.0
7777,93,1095,581912.44,620108.2,1792.3,145.1,0.3215,40.9041,90.4,1.0
7777,94,1095,623628.44,633785.86,1773.1,135.5,0.3176,41.6203,85.6,1.0
7777,95,1095,629685.4,663286.44,1773.7,145.7,0.3138,42.3623,87.6,1.0
7777,96,1095,643559.25,658996.13,1771.8,147.4,0.31,42.3644,91.5,1.0
7777,97,1095,601939.9,621547.5,1818.4,159.2,0.3063,42.6398,88.5,1.0
7777,98,1095,620105.06,634131.03,1877.6,84.9,0.3026,43.4743,90.5,1.0
7777,99,1095,616202.3,631742.36,1755.7,99.8,0.299,42.4937,89.2,1.0
7777,100,1095,628652.8,632286.61,1730.3,77.0,0.2954,42.5218,89.4,1.0
7777,101,1095,636495.8,639939.02,1679.8,104.6,0.2919,45.3785,91.1,1.0
7777,102,1095,634773.06,630887.59,1740.3,125.9,0.2884,44.1876,93.3,1.0
7777,103,1095,631736.25,629618.23,1811.0,91.6,0.2849,43.4838,90.4,1.0
7777,104,1095,633895.1,627754.52,1729.6,77.4,0.2815,43.6442,88.7,1.0
7777,105,1095,619639.7,629325.55,1716.5,72.5,0.2781,44.9879,91.1,1.0
7777,106,1095,633299.25,632837.23,1773.0,115.2,0.2748,45.3174,88.1,1.0
7777,107,1095,620526.94,630742.22,1846.0,113.4,0.2715,44.6549,87.9,1.0
7777,108,1095,676462.25,656548.26,1748.6,150.2,0.2682,43.586,86.2,1.0
7777,109,1095,656480.6,632013.11,1677.4,67.4,0.265,42.9457,90.3,1.0
7777,110,1095,631684.44,622319.03,1719.7,146.7,0.2618,43.3433,91.1,1.0
7777,111,1095,650627.3,629882.81,1721.4,101.4,0.2587,45.5318,91.3,1.0
7777,112,1095,659421.8,630205.4,1814.5,127.3,0.2556,44.9031,93.0,1.0
7777,113,1095,649020.3,633158.3,1756.0,63.6,0.2525,44.5149,93.3,1.0
7777,114,1095,655137.2,625070.1,1743.2,77.4,0.2495,43.4374,93.2,1.0
7777,115,1095,660119.8,629859.02,1716.8,87.9,0.2465,45.4325,94.2,1.0
7777,116,1095,670256.7,631198.01,1794.6,95.1,0.2435,46.4468,94.6,1.0
7777,117,1095,699140.56,663459.81,1701.9,204.8,0.2406,46.1776,91.6,1.0
7777,118,1095,696924.5,658325.58,1702.1,150.4,0.2377,45.4423,92.4,1.0
7777,119,1095,671250.0,637132.85,1757.7,145.5,0.2349,45.039,91.3,1.0
7777,120,1095,664839.0,631010.3,1795.5,107.5,0.2321,45.1935,92.1,1.0
7777,121,1095,658760.3,627490.0,1731.8,120.5,0.2293,47.1552,92.2,1.0
7777,122,1095,671947.8,627592.94,1776.9,81.8,0.2265,45.7974,92.1,1.0
7777,123,1095,676747.6,630603.27,1764.9,69.9,0.2238,45.7519,92.1,1.0
7777,124,1095,666341.44,624403.41,1769.9,98.0,0.2211,45.192,92.4,1.0
7777,125,1095,687506.5,628798.96,1872.0,104.1,0.2185,46.3635,92.0,1.0
7777,126,1095,682328.94,624660.26,1777.5,124.1,0.2158,47.848,94.2,1.0
7777,127,1095,679852.25,631813.95,1659.2,82.5,0.2132,47.1673,91.4,1.0
7777,128,1095,692947.06,635762.29,1694.3,108.5,0.2107,45.348,92.3,1.0
7777,129,1095,680840.06,624274.74,1813.9,190.2,0.2082,46.0178,93.7,1.0
7777,130,1095,740716.2,667615.81,1645.4,239.3,0.2057,46.2237,92.5,1.0
7777,131,1095,699926.56,638043.7,1803.9,117.7,0.2032,48.1795,94.4,1.0
7777,132,1095,706939.4,631122.85,1783.4,88.8,0.2008,45.7045,94.2,1.0
7777,133,1095,704142.6,634630.37,1754.5,45.1,0.1983,45.9148,93.6,1.0
7777,134,1095,724182.3,648136.31,1662.3,184.0,0.196,45.3531,93.6,1.0
7777,135,1095,751223.1,666106.05,1557.2,173.7,0.1936,44.6611,92.0,1.0
7777,136,1095,744212.4,659094.43,1630.6,258.9,0.1913,47.7424,90.9,1.0
7777,137,1095,699862.2,632182.16,1808.2,52.3,0.189,45.8848,90.4,1.0
7777,138,1095,696057.7,620263.06,1773.7,186.2,0.1867,45.5789,93.5,1.0
7777,139,1095,702511.94,623415.26,1759.3,196.3,0.1845,45.5521,91.8,1.0
7777,140,1095,686026.56,630003.08,1825.0,74.2,0.1823,46.1874,93.5,1.0
7777,141,1095,714934.9,631157.9,1707.5,104.9,0.1801,47.706,92.1,1.0
7777,142,1095,730196.9,647509.23,1635.1,183.0,0.1779,45.9332,91.9,1.0
7777,143,1095,760075.06,662558.08,1643.2,177.7,0.1758,46.7847,91.8,1.0
7777,144,1095,710228.94,628496.09,1713.7,91.7,0.1737,46.377,91.8,1.0
7777,145,1095,765774.4,660101.67,1672.2,224.2,0.1716,46.0793,93.2,1.0
7777,146,1095,696376.4,625316.22,1771.7,204.5,0.1695,47.062,93.2,1.0
7777,147,1095,703925.25,627434.19,1903.1,82.2,0.1675,44.9592,91.8,1.0
7777,148,1095,711734.9,626079.45,1748.9,156.7,0.1655,45.0383,94.1,1.0
7777,149,1095,708849.4,625470.16,1787.8,182.1,0.1635,43.876,91.1,1.0
7777,150,1095,721219.6,620501.44,1742.3,138.4,0.1615,46.4723,94.1,1.0
7777,151,1095,698247.1,628505.89,1706.6,75.6,0.1596,47.8689,91.1,1.0
7777,152,1095,729338.2,638024.31,1609.1,161.6,0.1577,45.4925,88.9,1.0
7777,153,1095,710615.4,633388.04,1725.9,62.7,0.1558,45.505,92.1,1.0
7777,154,1095,719312.56,636581.62,1647.0,113.2,0.1539,45.8401,92.6,1.0
7777,155,1095,725151.06,629747.73,1737.4,94.0,0.1521,44.4046,91.7,1.0
7777,156,1095,714611.2,628190.87,1786.3,90.5,0.1503,47.2306,91.7,1.0
7777,157,1095,720713.5,632982.33,1666.9,61.2,0.1485,46.5057,92.8,1.0
7777,158,1095,707589.4,621980.25,1797.4,169.5,0.1467,45.1744,94.3,1.0
7777,159,1095,732545.94,637339.33,1712.3,78.6,0.1449,45.5046,91.1,1.0
7777,160,1095,739086.5,627064.17,1811.3,175.1,0.1432,45.7918,93.5,1.0
7777,161,1095,716535.8,637825.43,1662.6,60.6,0.1415,46.368,94.1,1.0
7777,162,1095,714630.9,626384.72,1819.5,108.7,0.1398,45.8895,94.0,1.0
7777,163,1095,743381.25,629755.54,1697.1,67.8,0.1381,46.6834,94.3,1.0
7777,164,1095,721198.0,633258.84,1758.1,93.1,0.1364,43.8944,93.6,1.0
7777,165,1095,733506.25,629822.41,1696.3,89.0,0.1348,44.4139,93.5,1.0
7777,166,1095,722480.6,624678.98,1768.0,200.1,0.1332,46.7732,93.3,1.0
7777,167,1095,733739.44,618950.6,1891.8,122.4,0.1316,45.1146,93.1,1.0
7777,168,1095,733419.6,626725.81,1789.0,169.9,0.13,43.8622,94.6,1.0
7777,169,1095,763995.8,667286.15,1565.6,173.8,0.1284,45.8487,93.7,1.0
7777,170,1095,729404.06,623567.64,1722.3,102.0,0.1269,44.3266,96.8,1.0
7777,171,1095,727753.4,635865.05,1666.2,83.5,0.1254,47.0663,94.3,1.0
7777,172,1095,726810.75,632632.41,1757.0,74.4,0.1239,45.4176,95.7,1.0
7777,173,1095,743881.25,631705.77,1747.3,67.0,0.1224,44.3722,93.5,1.0
7777,174,1095,768515.2,660655.71,1700.1,223.7,0.1209,44.5599,96.3,1.0
7777,175,1095,743202.94,630246.25,1686.4,89.9,0.1195,45.2226,94.3,1.0
7777,176,1095,749862.2,653843.77,1696.1,209.0,0.118,47.9301,91.7,1.0
7777,177,1095,732317.6,621962.75,1792.7,149.4,0.1166,47.2713,94.5,1.0
7777,178,1095,723542.2,630837.21,1778.3,74.1,0.1152,45.6435,95.9,1.0
7777,179,1095,714585.4,624459.95,1761.5,168.3,0.1138,45.0741,93.2,1.0
7777,180,1095,736750.3,628894.01,1787.1,78.8,0.1125,44.4134,94.4,1.0
7777,181,1095,740204.56,634011.34,1719.4,81.7,0.1111,47.4039,95.1,1.0
7777,182,1095,731530.4,623110.78,1717.8,194.6,0.1098,46.4303,95.8,1.0
7777,183,1095,737748.2,625317.58,1703.3,129.1,0.1085,45.061,93.5,1.0
7777,184,1095,722615.25,627743.12,1773.1,87.1,0.1072,44.8417,93.2,1.0
7777,185,1095,720389.7,627918.6,1786.2,68.0,0.1059,46.4075,95.8,1.0
7777,186,1095,726656.8,629723.95,1749.8,73.2,0.1046,47.806,95.0,1.0
7777,187,1095,737916.8,629533.55,1759.7,90.1,0.1033,48.2461,93.8,1.0
7777,188,1095,726584.6,634529.05,1746.9,82.7,0.1021,45.7246,94.9,1.0
7777,189,1095,753446.2,651084.24,1617.2,203.2,0.1009,45.5809,95.3,1.0
7777,190,1095,764140.5,662368.45,1698.4,261.0,0.0997,47.2892,96.8,1.0
7777,191,1095,732344.0,630848.94,1829.2,124.3,0.0985,47.4231,92.6,1.0
7777,192,1095,728048.6,635757.9,1718.3,145.5,0.0973,46.3007,94.2,1.0
7777,193,1095,735695.25,621330.98,1740.4,133.0,0.0961,44.952,97.0,1.0
7777,194,1095,743712.94,636749.77,1774.6,74.0,0.095,46.1418,95.1,1.0
7777,195,1095,747677.2,632695.86,1717.0,101.3,0.0938,46.2239,94.6,1.0
7777,196,1095,735875.25,630701.14,1763.7,76.5,0.0927,49.4167,95.5,1.0
7777,197,1095,762172.94,653694.72,1679.9,201.2,0.0916,46.4794,96.7,1.0
7777,198,1095,758336.25,635204.68,1725.7,76.8,0.0905,46.8306,94.2,1.0
7777,199,1095,732537.25,630705.38,1692.6,93.6,0.0894,47.4257,96.4,1.0
