seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
999,165,1095,714449.7,635891.39,1746.6,86.5,0.1348,48.9095,94.7,1.0
999,166,1095,711264.06,623048.19,1765.0,70.4,0.1332,50.35,95.2,1.0
999,167,1095,710022.75,637116.13,1696.0,59.7,0.1316,47.9822,92.6,1.0
999,168,1095,715674.9,633152.8,1709.1,85.4,0.13,49.5479,95.1,1.0
999,169,1095,734930.2,635929.54,1714.8,77.5,0.1284,48.3058,94.9,1.0
999,170,1095,764369.25,651112.52,1629.4,208.1,0.1269,48.288,93.2,1.0
999,171,1095,723163.2,629762.55,1713.1,176.6,0.1254,50.4913,91.5,1.0
999,172,1095,718252.2,634228.19,1784.5,107.9,0.1239,48.2163,94.1,1.0
999,173,1095,708798.4,631371.66,1761.9,114.8,0.1224,48.1451,93.7,1.0
999,174,1095,778038.6,668804.17,1654.8,192.1,0.1209,49.1508,92.8,1.0
999,175,1095,757473.25,642563.76,1586.8,107.7,0.1195,46.9229,91.1,1.0
999,176,1095,716236.4,624340.97,1758.3,140.4,0.118,51.5085,91.9,1.0
999,177,1095,710776.75,636037.38,1782.6,74.6,0.1166,48.0229,92.9,1.0
999,178,1095,706819.25,633778.92,1839.7,93.3,0.1152,47.7576,95.1,1.0
999,179,1095,739227.4,637225.72,1719.6,108.8,0.1138,48.1558,91.8,1.0
999,180,1095,731643.2,627466.53,1837.1,104.0,0.1125,46.8458,94.1,1.0
999,181,1095,773186.56,655778.15,1807.3,185.4,0.1111,50.2471,94.4,1.0
999,182,1095,721112.75,629954.55,1743.4,62.5,0.1098,49.4951,96.6,1.0
999,183,1095,720813.4,629056.52,1758.8,113.9,0.1085,47.9353,94.5,1.0
999,184,1095,776716.75,660917.49,1610.9,210.0,0.1072,47.4054,95.6,1.0
999,185,1095,746987.44,621557.34,1792.7,166.5,0.1059,46.7055,95.7,1.0
999,186,1095,789766.75,667479.92,1637.6,184.7,0.1046,49.2504,93.9,1.0
999,187,1095,735514.25,639313.15,1834.3,81.6,0.1033,47.4632,93.3,1.0
999,188,1095,782701.6,660406.83,1663.7,208.4,0.1021,46.6634,94.1,1.0
999,189,1095,721578.75,633784.9,1738.6,72.6,0.1009,47.8163,94.9,1.0
999,190,1095,723012.25,634168.96,1741.3,126.3,0.0997,47.8186,94.0,1.0
999,191,1095,731504.06,635228.63,1695.2,102.1,0.0985,49.3687,91.4,1.0
999,192,1095,722175.6,629636.48,1741.0,89.8,0.0973,46.7078,94.1,1.0
999,193,1095,750501.5,633447.46,1779.3,95.4,0.0961,47.0135,93.2,1.0
999,194,1095,758046.6,641620.85,1755.5,124.6,0.095,46.1098,92.6,1.0
999,195,1095,749112.9,627391.34,1783.8,66.4,0.0938,46.3442,94.8,1.0
999,196,1095,725895.25,630788.12,1749.3,82.3,0.0927,47.4581,95.1,1.0
999,197,1095,731971.4,634244.89,1794.5,143.9,0.0916,45.4852,94.5,1.0
999,198,1095,758461.6,640116.33,1674.9,157.3,0.0905,44.6624,96.1,1.0
999,199,1095,785852.06,659458.49,1659.2,283.2,0.0894,46.3373,94.5,1.0
