seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
42,0,100,42516.68,54716.38,156.5,1.6,0.988,0,98.0,0.4
42,1,100,36233.18,53447.69,161.9,1.9,0.9761,0,94.0,0.4
42,2,100,33123.77,49092.28,186.4,1.1,0.9644,0,92.0,0.4
42,3,100,40618.29,67337.2,149.1,60.4,0.9529,0,96.0,0.4
42,4,100,52248.08,77693.36,115.0,82.0,0.9414,0,93.0,0.4
