seed,episodio,phase,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
999,45,1,1095,535275.2,623021.03,1787.3,186.2,0.499,27.4199,80.5,1.0
999,46,1,1095,564297.44,652377.64,1657.1,177.2,0.4915,28.8362,84.5,1.0
999,47,1,1095,537074.06,626676.76,1773.2,66.7,0.4841,27.7124,88.7,1.0
999,48,1,1095,545112.2,632566.27,1819.4,78.6,0.4768,27.863,82.9,1.0
999,49,1,1095,536657.1,625397.69,1873.5,83.9,0.4697,28.3893,84.1,1.0
999,50,2,1095,501778.72,625700.28,1710.8,115.2,0.4626,28.3144,79.7,1.0
999,51,2,1095,539733.9,655747.52,1659.9,189.5,0.4557,31.0336,83.2,1.0
999,52,2,1095,519037.2,643263.68,1748.7,131.2,0.4489,30.2316,80.2,1.0
999,53,2,1095,511003.7,625879.28,1844.2,115.4,0.4421,29.6821,85.2,1.0
999,54,2,1095,508508.03,625385.73,1897.9,82.4,0.4355,29.6444,81.7,1.0
999,55,2,1095,529411.9,637756.8,1652.1,70.3,0.429,31.0002,77.8,1.0
999,56,2,1095,512713.9,620655.75,1779.0,126.2,0.4225,32.8907,81.6,1.0
999,57,2,1095,531182.75,638435.07,1738.0,66.1,0.4162,32.4892,79.2,1.0
999,58,2,1095,527844.1,628532.99,1794.3,122.8,0.41,30.6959,77.6,1.0
999,59,2,1095,525140.2,626408.83,1798.2,77.2,0.4038,32.2575,80.5,1.0
999,60,2,1095,527105.9,633754.29,1707.4,68.0,0.3977,31.6341,78.0,1.0
999,61,2,1095,549713.8,658077.68,1701.5,209.3,0.3918,34.6279,84.7,1.0
999,62,2,1095,517097.38,625765.4,1675.5,61.2,0.3859,32.5151,81.6,1.0
999,63,2,1095,542074.7,633569.84,1757.9,82.4,0.3801,32.7321,79.7,1.0
999,64,2,1095,531450.1,624701.92,1779.7,69.3,0.3744,32.7399,78.8,1.0
999,65,2,1095,548923.9,652068.53,1666.1,181.2,0.3688,33.5168,81.6,1.0
999,66,2,1095,524970.2,620894.8,1854.6,177.2,0.3633,35.9027,79.5,1.0
999,67,2,1095,546243.0,644786.26,1811.7,180.8,0.3578,35.2694,83.6,1.0
999,68,2,1095,542692.75,636615.16,1802.6,91.7,0.3525,35.7992,80.9,1.0
999,69,2,1095,562101.56,661425.62,1679.9,164.2,0.3472,35.0182,80.3,1.0
999,70,2,1095,562488.7,651326.32,1779.9,140.1,0.342,34.6139,75.8,1.0
999,71,2,1095,543760.9,630872.28,1816.0,95.9,0.3368,37.7365,77.1,1.0
999,72,2,1095,551406.3,633494.54,1771.2,100.1,0.3318,36.9348,77.9,1.0
999,73,2,1095,521871.75,628372.38,1899.7,140.2,0.3268,37.4236,83.7,1.0
999,74,2,1095,556302.8,638811.76,1693.0,81.2,0.3219,36.4165,80.9,1.0
999,75,2,1095,523103.38,619220.85,1896.1,175.1,0.3171,36.9967,77.3,1.0
999,76,2,1095,549183.44,640394.23,1726.6,181.0,0.3123,39.2505,79.1,1.0
999,77,2,1095,548652.44,643033.91,1750.8,131.3,0.3076,37.5483,81.6,1.0
999,78,2,1095,531007.44,619453.15,1761.7,91.9,0.303,37.494,77.4,1.0
999,79,2,1095,531713.25,632384.03,1777.8,101.2,0.2985,37.764,80.1,1.0
999,80,2,1095,555286.3,641370.05,1720.1,178.6,0.294,37.6305,78.2,1.0
999,81,2,1095,549316.75,632628.22,1754.1,89.7,0.2896,39.4527,80.3,1.0
999,82,2,1095,550297.4,631524.13,1839.5,63.3,0.2852,39.0059,76.4,1.0
999,83,2,1095,529981.3,624703.14,1814.6,171.4,0.281,38.366,80.2,1.0
999,84,2,1095,554333.2,638497.19,1728.6,145.1,0.2767,39.1598,80.6,1.0
999,85,2,1095,547309.0,626666.68,1906.3,75.4,0.2726,39.5651,77.8,1.0
999,86,2,1095,547336.6,630040.24,1711.0,185.5,0.2685,39.7541,78.1,1.0
999,87,2,1095,568706.0,638968.74,1749.1,67.2,0.2645,39.9409,74.5,1.0
999,88,2,1095,556706.7,636998.79,1785.0,132.3,0.2605,40.0852,81.8,1.0
999,89,2,1095,539687.3,621583.86,1819.7,65.4,0.2566,39.4141,78.1,1.0
999,90,2,1095,579597.56,659073.25,1711.2,179.4,0.2528,39.1664,80.5,1.0
999,91,2,1095,554696.8,631578.86,1675.9,71.8,0.249,40.6383,78.4,1.0
999,92,2,1095,566668.0,629859.71,1794.7,68.5,0.2452,39.4168,72.1,1.0
999,93,2,1095,555545.75,628044.36,1777.1,169.0,0.2415,40.5228,78.4,1.0
999,94,2,1095,580061.25,656450.52,1688.1,145.3,0.2379,40.3933,74.6,1.0
999,95,2,1095,567548.8,634800.95,1716.3,164.3,0.2344,40.4098,79.3,1.0
999,96,2,1095,573483.94,634408.4,1767.3,86.0,0.2308,41.4881,72.1,1.0
999,97,2,1095,549611.25,620941.36,1810.2,132.3,0.2274,39.5866,81.6,1.0
999,98,2,1095,560316.3,631922.11,1857.1,71.4,0.224,40.349,72.2,1.0
999,99,3,1095,563709.5,625340.56,1789.8,76.0,0.2206,40.2228,77.7,1.0
999,100,3,1095,560572.8,627790.26,1782.0,85.6,0.2173,39.1751,81.8,1.0
999,101,3,1095,564757.1,629834.16,1784.9,84.1,0.214,40.8248,73.6,1.0
999,102,3,1095,555165.3,621045.57,1749.2,193.3,0.2108,40.3912,84.2,1.0
999,103,3,1095,571765.3,626609.24,1746.1,146.2,0.2077,40.3239,83.9,1.0
999,104,3,1095,567768.06,630721.81,1716.6,158.7,0.2046,39.6416,76.0,1.0
999,105,3,1095,568123.1,625415.32,1772.2,88.8,0.2015,40.3231,74.0,1.0
999,106,3,1095,569073.9,637508.66,1865.6,62.1,0.1985,41.5815,79.7,1.0
999,107,3,1095,582487.94,636409.33,1744.2,120.6,0.1955,40.9619,82.5,1.0
999,108,3,1095,577275.1,640656.13,1697.2,85.8,0.1926,39.578,78.0,1.0
999,109,3,1095,562036.2,633616.2,1801.9,82.2,0.1897,38.4426,79.9,1.0
999,110,3,1095,574763.9,633437.75,1796.9,95.8,0.1868,40.5363,75.9,1.0
999,111,3,1095,581019.2,638049.43,1669.1,62.7,0.184,41.4832,79.2,1.0
999,112,3,1095,561250.75,633022.93,1818.9,70.7,0.1813,40.299,79.9,1.0
999,113,3,1095,558842.8,623059.3,1748.5,149.3,0.1785,40.1776,80.8,1.0
999,114,3,1095,553964.1,629966.6,1662.4,151.6,0.1759,40.3955,81.8,1.0
999,115,3,1095,573334.44,636254.27,1700.2,98.0,0.1732,40.0322,80.7,1.0
999,116,3,1095,572993.3,629905.54,1744.4,68.5,0.1706,42.4811,80.5,1.0
999,117,3,1095,579094.5,637161.41,1775.5,51.5,0.1681,42.2514,79.7,1.0
999,118,3,1095,569647.1,629291.65,1734.0,96.7,0.1655,41.9054,80.9,1.0
999,119,3,1095,564367.2,628623.52,1783.6,188.7,0.1631,40.0029,79.0,1.0
999,120,3,1095,571714.56,637688.92,1775.9,150.2,0.1606,40.4467,82.4,1.0
999,121,3,1095,600234.0,656900.57,1752.0,138.8,0.1582,40.082,80.4,1.0
999,122,3,1095,566088.75,625830.77,1836.1,69.9,0.1558,40.5839,83.0,1.0
999,123,3,1095,559428.25,627616.05,1753.9,151.9,0.1535,38.8168,84.0,1.0
999,124,3,1095,568447.5,625839.06,1741.3,67.4,0.1512,40.3258,81.9,1.0
999,125,3,1095,583766.56,639987.63,1728.7,96.9,0.1489,40.1045,82.3,1.0
999,126,3,1095,571316.5,629339.86,1796.1,96.5,0.1467,41.8317,81.1,1.0
999,127,3,1095,578388.56,634560.49,1817.4,83.2,0.1445,41.2712,82.5,1.0
999,128,3,1095,582359.44,639614.69,1847.3,75.9,0.1423,39.9671,81.3,1.0
999,129,3,1095,608724.4,659332.23,1643.3,107.2,0.1402,39.633,84.8,1.0
999,130,3,1095,574297.25,637584.12,1799.0,117.0,0.1381,39.811,80.4,1.0
999,131,3,1095,569550.56,630464.73,1806.5,82.0,0.136,41.9165,80.1,1.0
999,132,3,1095,569151.1,630202.93,1806.2,86.8,0.134,42.4986,84.0,1.0
999,133,3,1095,586092.5,638949.29,1652.9,91.5,0.132,41.0458,87.1,1.0
999,134,3,1095,568536.56,624632.69,1815.4,134.2,0.13,40.8829,83.6,1.0
999,135,3,1095,562166.56,622114.67,1755.1,88.0,0.128,41.1844,82.2,1.0
999,136,3,1095,571329.5,628075.89,1808.3,78.3,0.1261,41.8125,86.3,1.0
999,137,3,1095,582522.8,639453.52,1769.0,98.7,0.1242,41.5535,86.8,1.0
999,138,3,1095,572794.7,629348.35,1797.7,69.0,0.1224,40.4231,86.1,1.0
999,139,3,1095,573986.1,622337.77,1804.9,119.1,0.1205,40.7073,88.2,1.0
999,140,3,1095,575922.75,632830.78,1677.0,188.6,0.1187,40.964,86.1,1.0
999,141,3,1095,587517.8,636012.77,1809.6,75.4,0.1169,41.7331,80.6,1.0
999,142,3,1095,583448.9,637861.28,1676.8,144.8,0.1152,40.8808,83.6,1.0
999,143,3,1095,570920.94,626673.41,1832.5,91.4,0.1135,39.9418,88.7,1.0
999,144,3,1095,576481.25,624324.7,1758.5,214.9,0.1118,39.517,84.7,1.0
999,145,3,1095,598880.75,651452.56,1688.4,118.2,0.1101,40.3366,83.8,1.0
999,146,3,1095,615579.25,663204.15,1596.5,206.0,0.1084,42.1116,86.8,1.0
999,147,3,1095,585623.5,639635.58,1811.5,143.7,0.1068,40.323,87.9,1.0
999,148,3,1095,580059.2,627124.03,1807.8,73.3,0.1052,41.202,88.3,1.0
999,149,3,1095,577944.3,626448.76,1737.5,69.9,0.1036,40.5873,90.3,1.0
