seed,episodio,phase,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
7777,65,2,1095,531095.6,633292.31,1780.5,63.4,0.3688,33.7945,83.2,1.0
7777,66,2,1095,527823.8,632256.98,1718.5,63.1,0.3633,36.4006,78.9,1.0
7777,67,2,1095,530144.1,624795.84,1865.4,57.7,0.3578,35.5941,82.2,1.0
7777,68,2,1095,511756.25,624121.77,1831.8,62.1,0.3525,35.9198,80.9,1.0
7777,69,2,1095,528037.5,621530.67,1799.0,117.5,0.3472,35.5051,76.4,1.0
7777,70,2,1095,532249.1,632620.53,1769.1,77.7,0.342,34.7115,82.7,1.0
7777,71,2,1095,537430.06,641227.12,1782.8,90.5,0.3368,37.1128,82.5,1.0
7777,72,2,1095,537539.75,626693.57,1834.6,115.9,0.3318,35.8554,81.5,1.0
7777,73,2,1095,544478.9,632406.66,1783.6,73.1,0.3268,36.4683,84.0,1.0
7777,74,2,1095,525319.94,622726.67,1753.5,166.6,0.3219,36.4415,78.6,1.0
7777,75,2,1095,527856.94,620705.07,1746.5,91.0,0.3171,36.4069,80.1,1.0
7777,76,2,1095,546864.94,636523.15,1847.8,64.2,0.3123,38.0855,78.7,1.0
7777,77,2,1095,541877.5,640735.37,1739.0,150.1,0.3076,38.143,83.7,1.0
7777,78,2,1095,565375.8,652782.43,1781.7,144.4,0.303,37.9104,78.9,1.0
7777,79,2,1095,530909.75,632056.69,1766.8,60.7,0.2985,37.2688,84.6,1.0
7777,80,2,1095,532653.1,623315.43,1818.4,130.2,0.294,36.924,79.9,1.0
7777,81,2,1095,551766.4,637994.07,1817.6,80.9,0.2896,41.4138,81.9,1.0
7777,82,2,1095,541552.3,632011.54,1791.7,95.8,0.2852,38.1242,82.0,1.0
7777,83,2,1095,548311.0,632988.31,1727.7,63.7,0.281,38.9029,78.8,1.0
7777,84,2,1095,556043.7,637794.69,1651.2,84.7,0.2767,38.7565,77.8,1.0
7777,85,2,1095,546523.7,622700.28,1807.0,127.0,0.2726,38.8167,72.3,1.0
7777,86,2,1095,558168.3,640233.54,1624.3,80.9,0.2685,41.2546,76.5,1.0
7777,87,2,1095,551470.6,636217.32,1744.1,81.2,0.2645,39.1932,84.9,1.0
7777,88,2,1095,542933.1,627600.62,1789.7,83.3,0.2605,39.0518,78.5,1.0
7777,89,2,1095,533361.56,622243.67,1857.2,163.7,0.2566,38.8435,76.8,1.0
7777,90,2,1095,559265.1,653850.22,1741.4,283.8,0.2528,38.6163,78.7,1.0
7777,91,2,1095,535497.5,621879.53,1818.0,197.1,0.249,40.5954,78.6,1.0
7777,92,2,1095,558642.06,633630.44,1773.6,72.8,0.2452,40.6529,73.5,1.0
7777,93,2,1095,542362.2,620253.34,1723.7,163.1,0.2415,39.0129,77.0,1.0
7777,94,2,1095,558250.94,635122.29,1793.6,141.1,0.2379,38.6255,74.6,1.0
7777,95,2,1095,589217.0,664716.57,1712.9,145.0,0.2344,39.9693,73.3,1.0
7777,96,2,1095,579080.6,660851.24,1837.8,206.5,0.2308,40.6728,77.0,1.0
7777,97,2,1095,543633.25,620615.54,1766.1,160.4,0.2274,38.3152,76.7,1.0
7777,98,2,1095,545247.2,635208.21,1885.0,78.2,0.224,40.4968,75.0,1.0
7777,99,3,1095,568630.3,632741.9,1710.3,90.8,0.2206,39.6423,74.1,1.0
7777,100,3,1095,563809.9,634275.08,1800.1,79.3,0.2173,40.6241,75.9,1.0
7777,101,3,1095,558609.44,640273.87,1802.1,88.1,0.214,40.5528,77.2,1.0
7777,102,3,1095,559519.9,628189.81,1758.9,78.3,0.2108,39.5325,73.1,1.0
7777,103,3,1095,554371.2,630581.51,1758.0,60.5,0.2077,38.8479,77.8,1.0
7777,104,3,1095,557137.44,627137.24,1784.5,65.6,0.2046,39.5101,78.0,1.0
7777,105,3,1095,551372.25,630582.18,1824.0,67.1,0.2015,39.6212,80.4,1.0
7777,106,3,1095,569172.9,630824.33,1742.3,68.4,0.1985,41.1808,78.4,1.0
7777,107,3,1095,566463.9,631745.3,1766.2,120.5,0.1955,39.8991,74.4,1.0
7777,108,3,1095,587055.5,656622.87,1707.2,172.3,0.1926,39.1972,79.3,1.0
7777,109,3,1095,574628.44,632628.82,1758.0,68.7,0.1897,39.6541,72.3,1.0
7777,110,3,1095,549635.1,622985.62,1780.2,141.3,0.1868,39.7735,81.0,1.0
7777,111,3,1095,568550.3,634209.61,1789.6,63.3,0.184,41.6082,77.6,1.0
7777,112,3,1095,555132.75,629111.28,1796.0,150.6,0.1813,41.2219,80.5,1.0
7777,113,3,1095,564782.0,631905.94,1685.8,71.2,0.1785,39.4552,77.8,1.0
7777,114,3,1095,563869.0,628808.95,1699.3,73.3,0.1759,38.1763,77.4,1.0
7777,115,3,1095,566777.1,632497.8,1779.6,66.8,0.1732,39.2816,80.7,1.0
7777,116,3,1095,579118.1,629918.32,1819.4,69.8,0.1706,41.9497,77.9,1.0
7777,117,3,1095,602095.1,663039.18,1662.3,160.8,0.1681,40.1649,81.8,1.0
7777,118,3,1095,597531.6,659239.23,1731.8,134.0,0.1655,40.3865,82.3,1.0
7777,119,3,1095,571018.9,634855.32,1732.0,125.0,0.1631,39.5623,78.2,1.0
7777,120,3,1095,568217.7,634336.98,1802.4,89.5,0.1606,39.6573,84.1,1.0
7777,121,3,1095,569146.3,627643.3,1768.6,83.3,0.1582,42.0592,76.0,1.0
7777,122,3,1095,563380.3,626507.12,1747.4,95.3,0.1558,42.4623,78.3,1.0
7777,123,3,1095,563892.25,633900.52,1808.8,77.7,0.1535,41.0691,84.5,1.0
7777,124,3,1095,568072.2,628213.99,1778.3,70.1,0.1512,40.9897,84.8,1.0
7777,125,3,1095,569384.44,630793.12,1785.3,72.1,0.1489,40.6835,81.3,1.0
7777,126,3,1095,561585.1,623509.57,1806.0,114.0,0.1467,42.7105,85.8,1.0
7777,127,3,1095,575077.1,632801.77,1755.2,53.5,0.1445,41.7158,83.0,1.0
7777,128,3,1095,571420.8,633077.18,1763.9,69.5,0.1423,41.1557,84.0,1.0
7777,129,3,1095,560873.5,626613.09,1758.7,114.0,0.1402,40.5661,83.7,1.0
7777,130,3,1095,600767.25,665498.45,1686.5,196.6,0.1381,41.1083,81.6,1.0
7777,131,3,1095,567980.06,637667.01,1733.3,138.8,0.136,41.5701,81.4,1.0
7777,132,3,1095,575346.8,631840.99,1851.2,84.6,0.134,41.0148,81.3,1.0
7777,133,3,1095,568452.7,635801.36,1709.1,76.7,0.132,41.6166,82.8,1.0
7777,134,3,1095,596049.25,647965.05,1753.3,127.6,0.13,40.7728,81.3,1.0
7777,135,3,1095,613919.0,665774.65,1630.4,184.2,0.128,41.8041,81.0,1.0
7777,136,3,1095,608054.8,661558.3,1691.8,135.0,0.1261,42.4087,78.5,1.0
7777,137,3,1095,580412.2,630883.3,1863.0,57.4,0.1242,40.8258,81.9,1.0
7777,138,3,1095,567604.1,622421.81,1851.7,130.5,0.1224,40.6018,82.6,1.0
7777,139,3,1095,556789.25,623336.89,1829.7,151.1,0.1205,39.7723,81.2,1.0
7777,140,3,1095,576647.3,631597.81,1791.0,55.5,0.1187,40.1768,84.0,1.0
7777,141,3,1095,561393.75,633545.44,1723.6,61.8,0.1169,42.077,85.0,1.0
7777,142,3,1095,588455.6,647918.14,1769.0,133.6,0.1152,41.7222,87.2,1.0
7777,143,3,1095,615006.1,658832.93,1721.9,103.6,0.1135,39.9167,83.9,1.0
7777,144,3,1095,579077.5,628838.4,1747.3,70.9,0.1118,39.7363,84.0,1.0
7777,145,3,1095,608277.9,663186.19,1647.3,172.3,0.1101,40.519,83.5,1.0
7777,146,3,1095,565992.75,628175.97,1747.3,135.7,0.1084,41.7587,83.9,1.0
7777,147,3,1095,569567.56,628793.41,1763.2,76.8,0.1068,41.5941,80.6,1.0
7777,148,3,1095,559031.25,626570.05,1852.6,147.8,0.1052,40.7996,82.6,1.0
7777,149,3,1095,576334.3,625479.27,1807.8,149.1,0.1036,40.7882,82.3,1.0
