seed,episodio,phase,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
42,68,2,1095,514091.8,627843.61,1715.7,57.5,0.3525,34.675,85.1,1.0
42,69,2,1095,506846.38,621324.76,1761.3,134.7,0.3472,34.8807,79.7,1.0
42,70,2,1095,528377.56,636462.66,1749.0,134.3,0.342,35.2017,79.7,1.0
42,71,2,1095,528335.7,627932.62,1890.0,76.8,0.3368,36.6585,79.3,1.0
42,72,2,1095,513231.12,619761.32,1729.6,162.5,0.3318,35.5879,86.6,1.0
42,73,2,1095,517189.9,624947.94,1838.4,150.3,0.3268,36.5563,79.5,1.0
42,74,2,1095,576006.25,670073.96,1595.1,182.1,0.3219,36.2493,80.8,1.0
42,75,2,1095,534285.25,635488.21,1712.3,110.3,0.3171,35.8054,77.6,1.0
42,76,2,1095,571847.44,665783.07,1719.1,138.5,0.3123,37.032,76.4,1.0
42,77,2,1095,545003.8,636391.8,1756.6,69.2,0.3076,37.5583,83.3,1.0
42,78,2,1095,525092.9,621274.89,1839.3,118.4,0.303,36.4992,78.4,1.0
42,79,2,1095,536761.9,631050.9,1893.8,95.3,0.2985,37.2638,77.5,1.0
42,80,2,1095,523356.84,623131.25,1804.2,126.0,0.294,37.3063,78.3,1.0
42,81,2,1095,539207.94,635354.48,1685.8,142.2,0.2896,39.0689,82.0,1.0
42,82,2,1095,535555.6,625827.29,1763.5,72.3,0.2852,39.3127,77.3,1.0
42,83,2,1095,538331.0,636940.69,1715.4,71.3,0.281,37.432,83.7,1.0
42,84,2,1095,536346.0,631726.12,1779.4,93.9,0.2767,36.9964,79.7,1.0
42,85,2,1095,571429.3,670071.31,1638.5,152.5,0.2726,38.1079,81.9,1.0
42,86,2,1095,573585.06,651583.7,1788.9,208.6,0.2685,39.0437,76.7,1.0
42,87,2,1095,545305.3,632899.56,1717.8,93.3,0.2645,37.9797,81.0,1.0
42,88,2,1095,558254.75,638110.65,1809.7,54.1,0.2605,38.0436,74.7,1.0
42,89,2,1095,577320.0,658876.32,1714.6,136.9,0.2566,37.802,77.7,1.0
42,90,2,1095,573989.9,662444.66,1710.9,173.1,0.2528,38.7387,77.4,1.0
42,91,2,1095,555370.94,645789.52,1783.9,152.5,0.249,39.8134,78.5,1.0
42,92,2,1095,549299.9,632382.31,1769.0,79.6,0.2452,38.6934,75.8,1.0
42,93,2,1095,535222.1,617069.46,1867.1,128.1,0.2415,37.2966,80.9,1.0
42,94,2,1095,559134.6,640387.27,1671.8,76.3,0.2379,38.0427,78.9,1.0
42,95,2,1095,550942.25,631731.52,1804.2,61.8,0.2344,38.5112,75.4,1.0
42,96,2,1095,550575.1,634746.56,1815.7,79.1,0.2308,39.2702,79.8,1.0
42,97,2,1095,541389.8,626272.56,1818.1,116.7,0.2274,39.1711,76.9,1.0
42,98,2,1095,550860.5,636770.74,1750.1,74.8,0.224,38.1687,76.2,1.0
42,99,3,1095,551238.6,631567.93,1800.2,76.0,0.2206,38.5703,76.3,1.0
42,100,3,1095,575134.75,662368.43,1662.9,117.7,0.2173,37.7293,77.4,1.0
42,101,3,1095,558468.8,633435.21,1743.2,125.3,0.214,39.9145,75.6,1.0
42,102,3,1095,577737.2,656188.65,1701.0,236.3,0.2108,38.1119,80.6,1.0
42,103,3,1095,574191.06,657284.31,1799.3,185.9,0.2077,40.1205,74.2,1.0
42,104,3,1095,557603.1,630643.72,1721.0,135.0,0.2046,38.2628,77.2,1.0
42,105,3,1095,531640.8,621248.8,1806.2,130.0,0.2015,36.579,80.6,1.0
42,106,3,1095,566897.06,632343.89,1679.0,83.0,0.1985,39.7153,79.3,1.0
42,107,3,1095,559387.94,639034.98,1653.6,54.7,0.1955,39.3171,79.4,1.0
42,108,3,1095,550739.75,624241.97,1656.5,112.1,0.1926,37.6845,78.0,1.0
42,109,3,1095,596412.06,662262.95,1735.2,170.5,0.1897,37.6547,77.2,1.0
42,110,3,1095,592309.4,657911.95,1721.3,159.3,0.1868,38.2556,79.6,1.0
42,111,3,1095,553010.1,623984.4,1786.4,95.9,0.184,39.9993,81.8,1.0
42,112,3,1095,553129.8,628371.74,1864.4,92.0,0.1813,38.6514,79.4,1.0
42,113,3,1095,560646.94,632310.9,1835.9,75.8,0.1785,38.0526,83.2,1.0
42,114,3,1095,555033.7,632696.42,1732.3,58.7,0.1759,37.5913,85.2,1.0
42,115,3,1095,548454.7,621704.55,1816.4,120.5,0.1732,37.5494,81.7,1.0
42,116,3,1095,590798.3,660299.89,1744.2,156.6,0.1706,38.7295,79.0,1.0
42,117,3,1095,552575.06,626523.52,1813.8,60.2,0.1681,38.8285,80.8,1.0
42,118,3,1095,568039.3,637735.83,1719.1,134.2,0.1655,37.7236,82.6,1.0
42,119,3,1095,558625.75,626951.54,1829.2,99.8,0.1631,39.0471,80.7,1.0
42,120,3,1095,553668.6,628201.41,1874.8,187.3,0.1606,37.7705,83.9,1.0
42,121,3,1095,565126.44,634108.26,1707.8,62.5,0.1582,39.6261,86.9,1.0
42,122,3,1095,563568.7,629675.8,1787.3,100.4,0.1558,37.7354,80.5,1.0
42,123,3,1095,555058.06,625181.45,1729.8,124.1,0.1535,38.4058,79.8,1.0
42,124,3,1095,567455.4,635642.86,1858.4,70.5,0.1512,38.777,80.2,1.0
42,125,3,1095,570247.8,640062.15,1796.0,132.6,0.1489,38.1022,87.6,1.0
42,126,3,1095,569982.1,635418.05,1845.7,59.7,0.1467,39.9399,85.2,1.0
42,127,3,1095,566406.06,634387.89,1770.6,94.2,0.1445,40.168,88.5,1.0
42,128,3,1095,562052.8,631532.83,1843.0,146.8,0.1423,39.8185,81.9,1.0
42,129,3,1095,550602.8,627701.37,1838.4,74.2,0.1402,39.593,86.7,1.0
42,130,3,1095,554536.6,624400.4,1842.4,67.0,0.1381,40.0854,85.6,1.0
42,131,3,1095,592912.06,650484.28,1714.4,151.1,0.136,39.3694,80.9,1.0
42,132,3,1095,597162.94,657606.39,1652.4,163.6,0.134,38.3202,88.1,1.0
42,133,3,1095,562192.44,631332.86,1799.0,68.9,0.132,38.7795,81.1,1.0
42,134,3,1095,579861.6,636547.95,1717.8,150.4,0.13,38.8889,84.5,1.0
42,135,3,1095,569485.06,639621.71,1854.7,138.2,0.128,38.7449,88.3,1.0
42,136,3,1095,579996.56,634939.71,1733.8,125.6,0.1261,39.3864,88.0,1.0
42,137,3,1095,565820.06,624711.64,1734.8,193.7,0.1242,40.0554,83.7,1.0
42,138,3,1095,565306.1,623192.94,1839.9,77.9,0.1224,39.2019,82.4,1.0
42,139,3,1095,574813.4,639359.29,1741.0,179.4,0.1205,38.5285,81.7,1.0
42,140,3,1095,568876.0,623291.2,1840.9,166.4,0.1187,38.4435,81.6,1.0
42,141,3,1095,555924.4,624615.22,1743.4,163.8,0.1169,40.4314,88.0,1.0
42,142,3,1095,601563.25,660554.19,1730.7,125.2,0.1152,39.4586,86.2,1.0
42,143,3,1095,564389.44,626535.44,1770.3,75.3,0.1135,40.3747,84.1,1.0
42,144,3,1095,563646.75,631478.23,1874.5,79.7,0.1118,40.2532,87.1,1.0
42,145,3,1095,569428.56,638280.3,1896.6,66.9,0.1101,39.5604,88.1,1.0
42,146,3,1095,578891.1,631183.0,1748.6,76.4,0.1084,39.0721,82.2,1.0
42,147,3,1095,552793.3,620137.54,1780.7,138.8,0.1068,38.0068,86.5,1.0
42,148,3,1095,574605.3,631064.59,1778.0,115.2,0.1052,38.1524,85.1,1.0
42,149,3,1095,599982.4,657949.15,1676.3,188.4,0.1036,39.4471,85.7,1.0
