seed,episodio,phase,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
2025,23,1,1095,532661.94,639420.91,1756.4,96.8,0.6958,30.0402,83.1,0.906
2025,24,1,1095,533327.6,634040.77,1718.3,73.7,0.6853,27.825,81.0,0.928
2025,25,1,1095,529063.5,628002.36,1767.2,96.4,0.6751,26.6159,79.0,0.949
2025,26,1,1095,529856.56,635101.11,1717.5,63.8,0.6649,30.064,80.5,0.971
2025,27,1,1095,520616.03,622210.24,1794.0,143.6,0.655,26.8528,81.8,0.993
2025,28,1,1095,555254.4,656394.87,1671.0,194.0,0.6451,25.4904,83.3,1.0
2025,29,1,1095,519899.44,621824.5,1704.9,118.6,0.6355,25.8749,79.0,1.0
2025,30,1,1095,520252.12,627420.72,1779.3,74.0,0.6259,25.4802,82.4,1.0
2025,31,1,1095,523801.47,622717.46,1782.6,145.2,0.6165,28.131,81.5,1.0
2025,32,1,1095,543495.75,636542.76,1724.3,54.0,0.6073,26.6513,82.7,1.0
2025,33,1,1095,531255.8,625370.56,1765.8,61.8,0.5982,27.1756,85.5,1.0
2025,34,1,1095,530579.2,630330.28,1804.7,125.8,0.5892,26.6076,83.4,1.0
2025,35,1,1095,534664.06,628963.8,1751.0,60.1,0.5804,26.9942,81.2,1.0
2025,36,1,1095,530417.2,626490.48,1782.0,119.3,0.5717,28.9977,82.1,1.0
2025,37,1,1095,545556.94,634628.49,1729.5,141.4,0.5631,28.7804,82.1,1.0
2025,38,1,1095,540543.4,637595.67,1773.2,87.6,0.5546,27.9533,85.0,1.0
2025,39,1,1095,529758.0,623093.41,1779.4,88.4,0.5463,27.5524,81.3,1.0
2025,40,1,1095,549193.6,635180.23,1766.4,62.5,0.5381,27.7295,80.0,1.0
2025,41,1,1095,532495.8,624153.38,1764.2,149.7,0.5301,29.358,83.5,1.0
2025,42,1,1095,556363.8,652777.58,1722.4,110.6,0.5221,28.6766,87.4,1.0
2025,43,1,1095,542286.06,629505.63,1672.6,62.8,0.5143,27.8983,84.5,1.0
2025,44,1,1095,559790.0,653688.51,1680.8,199.5,0.5066,29.0156,85.5,1.0
2025,45,1,1095,534751.8,621214.49,1777.5,110.4,0.499,28.0953,81.9,1.0
2025,46,1,1095,540478.9,633076.31,1699.8,72.6,0.4915,29.7333,84.0,1.0
2025,47,1,1095,529764.75,624628.45,1870.3,96.1,0.4841,30.4229,82.4,1.0
2025,48,1,1095,529778.8,621456.13,1763.9,165.7,0.4768,29.1716,82.2,1.0
2025,49,1,1095,531277.0,621638.92,1765.0,145.7,0.4697,29.2624,84.7,1.0
2025,50,2,1095,547180.06,669290.12,1711.8,146.0,0.4626,29.3973,79.7,1.0
2025,51,2,1095,500916.38,629071.96,1812.4,81.6,0.4557,30.8941,85.1,1.0
2025,52,2,1095,515039.62,632073.42,1819.0,67.5,0.4489,30.046,85.3,1.0
2025,53,2,1095,532120.2,635168.67,1762.8,96.0,0.4421,29.4263,81.0,1.0
2025,54,2,1095,506243.1,626032.9,1914.6,150.7,0.4355,31.1352,81.1,1.0
2025,55,2,1095,547639.56,657140.58,1745.8,216.7,0.429,29.7126,80.9,1.0
2025,56,2,1095,546538.56,655806.66,1728.2,119.1,0.4225,32.2693,85.7,1.0
2025,57,2,1095,518934.56,626759.91,1825.1,74.8,0.4162,31.396,82.9,1.0
2025,58,2,1095,512051.53,618934.15,1819.9,119.6,0.41,32.4286,80.2,1.0
2025,59,2,1095,510605.1,629962.59,1790.0,56.7,0.4038,31.7855,83.5,1.0
2025,60,2,1095,527820.8,622178.51,1792.4,205.1,0.3977,32.3647,78.4,1.0
2025,61,2,1095,528131.44,630233.54,1678.0,113.2,0.3918,34.4829,86.8,1.0
2025,62,2,1095,522983.2,624846.63,1754.0,131.6,0.3859,33.4139,79.1,1.0
2025,63,2,1095,553710.9,649405.63,1709.9,192.7,0.3801,33.5046,83.8,1.0
2025,64,2,1095,549287.75,651749.14,1826.0,113.2,0.3744,33.443,84.8,1.0
2025,65,2,1095,525699.75,632850.23,1794.0,87.5,0.3688,34.5149,83.9,1.0
2025,66,2,1095,525396.2,634171.43,1707.1,76.7,0.3633,36.8427,82.8,1.0
2025,67,2,1095,526773.94,626474.21,1821.6,64.5,0.3578,35.3385,81.6,1.0
2025,68,2,1095,512628.44,623931.98,1894.5,166.4,0.3525,34.7285,82.3,1.0
2025,69,2,1095,535123.8,637205.96,1793.6,76.3,0.3472,35.0542,82.1,1.0
2025,70,2,1095,581904.5,668670.81,1632.8,188.9,0.342,34.8342,84.0,1.0
2025,71,2,1095,527209.44,628005.93,1758.5,54.1,0.3368,36.9763,81.4,1.0
2025,72,2,1095,551370.5,635739.33,1900.7,86.6,0.3318,36.3841,77.2,1.0
2025,73,2,1095,546712.56,628433.24,1763.2,59.8,0.3268,36.0747,73.0,1.0
2025,74,2,1095,528064.6,623666.42,1804.6,78.9,0.3219,37.1522,78.8,1.0
2025,75,2,1095,536685.5,627465.56,1755.5,73.2,0.3171,36.5881,84.5,1.0
2025,76,2,1095,564113.75,636187.28,1837.7,77.9,0.3123,38.6001,84.7,1.0
2025,77,2,1095,578542.8,660448.65,1664.5,143.6,0.3076,36.867,82.6,1.0
2025,78,2,1095,547517.1,635102.14,1808.3,52.1,0.303,39.0133,82.2,1.0
2025,79,2,1095,523770.9,615678.11,1741.0,125.4,0.2985,37.4806,80.2,1.0
2025,80,2,1095,540244.0,622268.36,1746.3,159.6,0.294,37.0693,80.5,1.0
2025,81,2,1095,542565.2,632245.55,1806.6,64.9,0.2896,38.98,80.4,1.0
2025,82,2,1095,533546.6,621360.58,1839.2,77.0,0.2852,38.3524,79.3,1.0
2025,83,2,1095,531499.7,621902.6,1739.7,227.3,0.281,38.1496,83.7,1.0
2025,84,2,1095,537454.0,619464.57,1800.7,117.0,0.2767,38.5714,81.6,1.0
2025,85,2,1095,550095.8,621929.37,1757.3,116.4,0.2726,38.1627,71.1,1.0
2025,86,2,1095,553537.4,635539.6,1755.0,133.7,0.2685,40.2276,85.4,1.0
2025,87,2,1095,593729.4,666266.23,1676.8,180.4,0.2645,39.8292,83.8,1.0
2025,88,2,1095,560774.75,632405.69,1701.6,77.5,0.2605,38.38,82.9,1.0
2025,89,2,1095,558276.4,635197.87,1842.6,80.7,0.2566,38.3477,83.5,1.0
2025,90,2,1095,554865.9,636393.71,1717.0,121.2,0.2528,38.1551,81.5,1.0
2025,91,2,1095,553017.44,629828.44,1779.3,77.9,0.249,39.7262,79.5,1.0
2025,92,2,1095,560055.8,631601.71,1733.8,86.0,0.2452,38.8385,79.2,1.0
2025,93,2,1095,552680.06,622523.51,1848.3,148.4,0.2415,39.9991,78.1,1.0
2025,94,2,1095,545736.2,621952.08,1802.7,171.1,0.2379,41.3495,82.6,1.0
2025,95,2,1095,585893.5,654523.79,1736.0,201.3,0.2344,40.2356,80.2,1.0
2025,96,2,1095,556057.44,626748.76,1770.2,95.2,0.2308,39.9849,78.0,1.0
2025,97,2,1095,571358.2,640087.6,1777.7,111.2,0.2274,39.2936,81.5,1.0
2025,98,2,1095,549355.44,625529.47,1777.1,121.2,0.224,39.4439,82.3,1.0
2025,99,3,1095,561182.06,636806.73,1773.7,73.1,0.2206,38.776,78.4,1.0
2025,100,3,1095,567358.1,635333.6,1791.6,93.4,0.2173,38.9099,81.5,1.0
2025,101,3,1095,572331.8,634325.51,1771.9,89.1,0.214,40.8605,78.6,1.0
2025,102,3,1095,564866.3,627355.95,1731.8,72.8,0.2108,39.4435,84.3,1.0
2025,103,3,1095,590214.4,650016.91,1787.3,129.6,0.2077,39.9256,82.1,1.0
2025,104,3,1095,566214.8,625730.49,1799.6,53.4,0.2046,39.2809,81.1,1.0
2025,105,3,1095,578912.06,647064.62,1717.6,146.4,0.2015,39.5468,85.5,1.0
2025,106,3,1095,592461.0,654704.18,1859.9,155.9,0.1985,40.7934,77.5,1.0
2025,107,3,1095,575565.8,641648.89,1762.5,118.7,0.1955,39.2428,81.6,1.0
2025,108,3,1095,575378.94,634715.26,1796.7,90.0,0.1926,39.3711,82.7,1.0
2025,109,3,1095,585846.75,650593.03,1772.8,194.4,0.1897,39.405,82.6,1.0
2025,110,3,1095,558146.2,622348.57,1834.5,134.7,0.1868,39.8784,83.1,1.0
2025,111,3,1095,578287.1,632035.15,1811.8,79.1,0.184,41.0522,80.0,1.0
2025,112,3,1095,564288.94,636115.47,1730.0,68.4,0.1813,39.8148,85.5,1.0
2025,113,3,1095,577765.94,625496.39,1806.5,80.9,0.1785,40.0577,83.5,1.0
2025,114,3,1095,575871.06,628329.22,1782.4,68.1,0.1759,38.9413,85.4,1.0
2025,115,3,1095,607370.06,660164.54,1657.7,168.9,0.1732,39.0783,81.6,1.0
2025,116,3,1095,567489.3,627300.47,1729.3,78.4,0.1706,40.8064,82.1,1.0
2025,117,3,1095,586226.2,642296.17,1755.8,149.3,0.1681,41.3287,83.7,1.0
2025,118,3,1095,622742.6,672534.49,1574.5,154.3,0.1655,39.568,84.5,1.0
2025,119,3,1095,595969.7,658602.81,1612.7,139.8,0.1631,38.5131,81.7,1.0
2025,120,3,1095,557783.44,623538.57,1843.4,114.2,0.1606,38.9158,83.5,1.0
2025,121,3,1095,583280.6,641803.52,1741.2,83.1,0.1582,40.9011,88.3,1.0
2025,122,3,1095,573401.94,636270.97,1755.5,77.4,0.1558,39.9028,88.4,1.0
2025,123,3,1095,588413.6,658796.9,1764.0,207.9,0.1535,39.5545,80.9,1.0
2025,124,3,1095,610381.0,660939.0,1673.3,178.2,0.1512,39.676,83.7,1.0
2025,125,3,1095,571589.4,634590.37,1764.3,96.8,0.1489,39.9067,85.9,1.0
2025,126,3,1095,565638.2,625644.08,1788.1,81.0,0.1467,40.4146,84.9,1.0
2025,127,3,1095,592636.8,655512.41,1712.9,126.7,0.1445,40.2968,84.6,1.0
2025,128,3,1095,562565.4,623557.38,1804.8,144.0,0.1423,40.5639,80.9,1.0
2025,129,3,1095,563662.5,621431.33,1685.1,142.0,0.1402,39.942,88.5,1.0
2025,130,3,1095,569971.3,634078.52,1728.0,72.6,0.1381,40.6994,88.4,1.0
2025,131,3,1095,569096.1,626540.88,1766.5,97.6,0.136,40.7435,84.5,1.0
2025,132,3,1095,560330.4,618577.52,1797.8,153.3,0.134,41.6001,85.8,1.0
2025,133,3,1095,599458.3,651205.27,1750.0,213.6,0.132,40.1039,83.7,1.0
2025,134,3,1095,574674.7,632687.66,1745.1,83.6,0.13,40.9109,87.3,1.0
2025,135,3,1095,573003.25,623996.56,1748.2,87.2,0.128,40.0332,83.8,1.0
2025,136,3,1095,568431.4,628540.84,1712.5,75.2,0.1261,42.675,85.6,1.0
2025,137,3,1095,559611.2,617107.04,1819.7,182.3,0.1242,41.3576,85.6,1.0
2025,138,3,1095,567435.06,623016.11,1825.7,139.3,0.1224,39.549,86.3,1.0
2025,139,3,1095,583357.6,633909.62,1704.9,87.0,0.1205,38.7289,84.7,1.0
2025,140,3,1095,587799.7,636259.17,1688.7,114.1,0.1187,39.5057,87.8,1.0
2025,141,3,1095,576228.0,630186.32,1743.3,73.2,0.1169,42.2018,84.0,1.0
2025,142,3,1095,601179.56,652261.28,1702.3,138.4,0.1152,40.3457,84.0,1.0
2025,143,3,1095,575722.8,623134.39,1683.0,111.1,0.1135,41.5339,84.5,1.0
2025,144,3,1095,567095.8,623316.29,1777.7,145.9,0.1118,39.3421,87.7,1.0
2025,145,3,1095,575777.0,637212.14,1792.1,88.1,0.1101,39.0413,88.7,1.0
2025,146,3,1095,579971.1,630611.54,1924.8,65.3,0.1084,42.3002,83.0,1.0
2025,147,3,1095,566847.5,625038.28,1752.1,104.2,0.1068,40.1202,84.4,1.0
2025,148,3,1095,568018.25,622774.1,1819.7,111.8,0.1052,40.7224,87.5,1.0
2025,149,3,1095,599896.75,656355.02,1726.4,121.5,0.1036,41.1002,87.1,1.0
