seed,episodio,phase,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove,per_beta
42,0,1,100,46701.14,55663.71,170.2,2.6,0.985,0,97.0,0.4
42,1,1,100,42299.24,53461.8,176.7,2.7,0.9702,0,93.0,0.4
42,2,2,100,30323.46,49419.0,191.4,0.0,0.9557,0,92.0,0.4
42,3,2,100,39306.33,67314.4,123.3,91.1,0.9413,0,97.0,0.4
42,4,3,100,53227.24,77265.48,133.0,25.2,0.9272,0,90.0,0.4
