ano_snapshot,mes_snapshot,categoria,sku,estoque,ultima_venda
2022,10,ACESSORIOS CELULAR,CABO MICRO USB SJX-08-V8 SHINKA,5.0,2026-03-22
2022,10,ACESSORIOS CELULAR,CABO TYPE C MAMMOTH,2.0,2026-05-10
2022,10,ACESSORIOS CELULAR,CABO TYPE C SJX-08-TPC SHINKA,0.0,2024-07-23
2022,10,ACESSORIOS CELULAR,CARREGADOR INTELIGENTE KA-5003 KAPBOM,4.0,2025-05-04
2022,10,ACESSORIOS CELULAR,CARREGADOR VEICULAR USB SHINKA,1.0,2026-05-06
2022,10,ACESSORIOS CELULAR,ELECTRONIC MUSIC HEADSET SH-FO-669 SHINKA,5.0,2026-03-03
2022,10,ACESSORIOS CELULAR,SHINKA MACARON SERIES CABO DE DADOS LIGHTNING CB-IP-99,0.0,2026-05-06
2022,10,ACESSORIOS CELULAR,SUPORTE VEICULAR UNIVERSAL TOMATE MTG-006,4.0,2026-02-07
2022,10,ACHOCOLATADO,"ACHOCOLATADO NESCAU EM PÓ 1,3KG",-102.0,
2022,10,ACHOCOLATADO,"ACHOCOLATADO NESTLE DOIS FRADES 1,3KG",2500.0,2025-10-11
2022,10,ACHOCOLATADO,NESCAFÉ ALEGRIA. NESCAU.,0.0,2026-05-03
2022,10,ACHOCOLATADO,"NESTLE ALPINO CHOCOLATE AO LEITE 1,3KG",4780.0,
2022,10,ADITIVOS STP,CELSIUS FLUIDO ANTICORROSIVO ROSA 500ML,2.0,2026-05-10
2022,10,ADITIVOS STP,CELSIUS FLUIDO ANTICORROSIVO VERDE 500ML,19.0,2026-04-20
2022,10,ADITIVOS STP,STP COMPLETE FUEL SYSTEM CLEANER 450ML,6.0,
2022,10,ADITIVOS STP,STP DIESEL FUEL INJECTOR CLEANER 450ML,6.0,2025-01-29
2022,10,ADITIVOS STP,STP DIESEL FUEL TREATMENT 236ML,0.0,2026-04-04
2022,10,ADITIVOS STP,STP FLEX TRATAMENTO 200ML,13.0,2026-04-26
2022,10,ADITIVOS STP,STP FUEL INJECTOR CLEANER 200ML,8.0,2026-05-09
2022,10,ADITIVOS STP,STP INTAKE VALVE CLEANER 200ML,0.0,2026-03-25
2022,10,ADITIVOS STP,STP INTAKE VALVE CLEANER LIMPEZA RAPIDA 200ML,14.0,2026-04-21
2022,10,ADITIVOS STP,STP LIMPEZA COMPLETA PARA SISTEMA DE INJEÇÃO 375ML,11.0,2025-07-09
2022,10,ADITIVOS STP,STP OCTANE BOOSTER 200ML,7.0,2026-04-05
2022,10,AGUA,AGUA SABORIZADA CRYSTAL SPARKLING MELANCIA 510ML,15.0,2026-05-10
2022,10,AGUA,AGUA TONICA FYS 350ML,0.0,2025-11-05
2022,10,AGUA,AGUA TONICA PETRA 350ML,0.0,2024-04-14
2022,10,AGUA SABORIZADA,CRYSTAL SPARKLING FRUTAS VERMELHAS 510ML,8.0,2026-05-07
2022,10,AGUA SABORIZADA,CRYSTAL SPARKLING LIMAO 510ML,10.0,2026-04-29
2022,10,AGUA SABORIZADA,CRYSTAL SPARKLING TANG E CAPIM-LIMAO 510ML,23.0,2026-05-07
2022,10,AGUA SABORIZADA,H2O LIMONETO ZERO AÇUCAR LATA 350ML,0.0,2026-05-05
2022,10,AGUARDENTES,51 ICE FRUIT MIX MORAN E LARANJ LONG NECK 275ML,22.0,2026-04-26
2022,10,AGUARDENTES,BEBIDA ALCOOLICA ICE LEEV LIMÃO 275ML,10.0,2026-05-04
2022,10,AGUARDENTES,BEBIDA ALCOOLICA ICE LEEV MELANCIA 275ML,0.0,2026-02-10
2022,10,AGUARDENTES,BEBIDA ALCOOLICA ICE LEEV MORANGO 275ML,2.0,2026-04-12
2022,10,AGUARDENTES,CABARÉ ICE LIMÃO 275ML,9.0,2026-04-26
2022,10,AMENDOIN/NOZES,AMENDOIM AMENDUPA COM PELE 50G,0.0,2026-01-26
2022,10,AMENDOIN/NOZES,AMENDOIM CROKISSIMO SALGADO 90GR,6.0,2026-04-08
2022,10,AMENDOIN/NOZES,AMENDOIM ELMA CHIPS OVINHO 145G,0.0,2026-04-08
2022,10,AMENDOIN/NOZES,AMENDOIM ELMA CHIPS S/PELE 100G,0.0,2026-04-21
2022,10,AMENDOIN/NOZES,AMENDOIM JAPONES ELMA CHIPS 145G,-4.0,2026-05-08
2022,10,AMENDOIN/NOZES,AMENDOIM PARI S/ PELE 120G,2.0,2026-05-06
2022,10,AMENDOIN/NOZES,CASTANHA DE CAJU TORRADA E SALGADA AMIGOS DO BEM CASTANHA DO BEM PACOTE 30G,3.0,2026-04-25
2022,10,ARRUELA,PARAFUSO CARTER,9.0,2025-12-05
2022,10,BALA,BALA DE GOMA GOMUTCHO 31G,0.0,2026-01-29
2022,10,BALA,BALA FRUITTELLA CARAMELO 41G,9.0,2026-05-09
2022,10,BALA,BALA FRUITTELLA MORANGO 40GR,24.0,2026-05-09
2022,10,BALA,BALA SKITLES ORIGINAL 38G,10.0,2026-05-08
2022,10,BALA,GOMETS FRUTAS 32GR,48.0,2026-05-08
2022,10,BALA FINI,BALA FINI GELATINA BEIJOS MORANGO 15GR,18.0,2026-05-07
2022,10,BALA FINI,BALA FINI GELATINA DENTADURA 15G,15.0,2026-05-08
2022,10,BALA FINI,BALA FINI REGALIZ TUBES ACIDO MORANGO 80G,0.0,2026-01-04
2022,10,BALA FINI,BALA FINI REGALIZ TUBES ACIDO SORTIDO CEREJA ABACAXI MAÇA VERDE 17G,9.0,2026-05-08
2022,10,BALA FINI,BALA FINI REGALIZ TUBES MORANGO 80G,2.0,2026-05-10
2022,10,BALA FINI,BALA FINI TUBES MONO TWISTER 17G,1.0,2026-03-13
2022,10,BALA FINI,BALA FINI TUBES MORANGO 17G,0.0,2026-01-26
2022,10,BALA FINI,BALA FINI TUBES TUTTI-FRUTTI 15G,0.0,2026-02-26
2022,10,BALA FINI,FINI TUBES TWISTER CITRUS 15G,15.0,2026-04-14
2022,10,BATERIA,BATERIA STARLUX ENERGY LITHIUM CR2032 230MAH 3V,53.0,2026-05-02
2022,10,BEBIDA LÁCTEA,BEBIDA LACTEA NESCAFÉ LATTE 270ML,2.0,2026-03-28
2022,10,BEBIDA LÁCTEA,DANETE ACHOCOLATADO 200ML,16.0,2026-04-27
2022,10,BEBIDA LÁCTEA,NESCAFE CAPPUCINO CLASSICO 270 ML,3.0,2026-05-09
2022,10,BISCOITO,ADRIA BISCOITO MOUSSE DE CHOCOLATE 130G,0.0,2026-05-08
2022,10,BISCOITO,ADRIA BISCOITO RECHEAD TORTINHA DUE 140G,2.0,2026-04-30
2022,10,BISCOITO,ADRIA TORTINHA DUE CHOCOLATE BRANCO E GELEIA DE FRUTAS VERMELHAS 140G,4.0,2026-04-22
2022,10,BISCOITO,ARCOR PASSION CHOCOLATE 80G,1.0,2026-05-07
2022,10,BISCOITO,ARCOR PASSION LIMÃO 80G,1.0,2026-03-30
2022,10,BISCOITO,BAUDUCCO COOKIE ORIGINAL 60GR,4.0,2026-05-06
2022,10,BISCOITO,BISCOITO BON O BON CHOCOLATE 76G,0.0,2026-05-10
2022,10,BISCOITO,BISCOITO BONOBON CHOCO BISCUIT BEIJINHO 76G,1.0,2026-04-22
2022,10,BISCOITO,BISCOITO COOKIE NESTLE CLASSIC COOKIE BAUNILHA 60G,6.0,2026-05-09
2022,10,BISCOITO,BISCOITO COOKIE NESTLE NESCAU DUO 60G,6.0,2026-03-08
2022,10,BISCOITO,BISCOITO COOKIE NESTLE PRESTIGIO 60G,5.0,2026-05-03
2022,10,BISCOITO,BISCOITO ITAMARATY WAFFER LOOK CHOCO 55GR,0.0,2025-12-21
2022,10,BISCOITO,BISCOITO ITAMARATY WAFFER LOOK MORANG 55GR,0.0,2025-12-07
2022,10,BISCOITO,BISCOITO NESTLE CHOCO BISCUIT AO LEITE 78G,-4.0,2026-05-10
2022,10,BISCOITO,BISCOITO RECHEADO BONO CHOCOLATE 90G,4.0,2026-03-20
2022,10,BISCOITO,BISCOITO RECHEADO BONO COCO 90G,0.0,2026-02-10
2022,10,BISCOITO,BISCOITO WAFER CHOCOLATE TRIUNFO 105G,5.0,2026-04-21
2022,10,BISCOITO,BISCOITO WAFER LIMAO TRIUNFO 105G,2.0,2026-04-17
2022,10,BISCOITO,BISCOITO WAFER MORANGO TRIUNFO 105G,6.0,2026-04-12
2022,10,BISCOITO,CASSINI POLVILHO 100G,3.0,2026-05-08
2022,10,BISCOITO,CASSINI POLVILHO QUEIJO 100G,2.0,2026-05-06
2022,10,BISCOITO,CLUB SOCIAL BACON E PROVOLONE 141G,25.0,2026-04-16
2022,10,BISCOITO,CLUB SOCIAL CEBOLA COM SOUR CREAM 141G,24.0,2026-05-03
2022,10,BISCOITO,CLUB SOCIAL PIZZA MARGUERITA 68G,0.0,2026-05-04
2022,10,BISCOITO,"CLUB SOCIAL PRESUNTO 23,5GR",10.0,2026-05-10
2022,10,BISCOITO,"CLUB SOCIAL RECH. QUEIJO, TOMATE E MANJERICAO 26,5GR",3.0,2026-05-03
2022,10,BISCOITO,CLUB SOCIAL RECH. REQUEIJAO 106G,0.0,2026-05-03
2022,10,BISCOITO,CLUB SOCIAL SNACK ASSADO CHURRASCO 68G,-1.0,2026-05-06
2022,10,BISCOITO,CLUB SOCIAL SNACK BARBECUE 68G,3.0,2026-05-05
2022,10,BISCOITO,CLUB SOCIAL SNACK CEBOLA E SALSA 68G,0.0,2026-04-03
2022,10,BISCOITO,CLUB SOCIAL SNACK QUEIJO 68G,1.0,2026-05-09
2022,10,BISCOITO,COOKIES GALAK 60G,4.0,2026-04-29
2022,10,BISCOITO,LACTA COOKIE AO LEITE 80GR,0.0,2026-04-17
2022,10,BISCOITO,LACTA COOKIE LAKA 80GR,1.0,2026-05-10
2022,10,BISCOITO,NESTLE BISCOITO CHOCOBISCUIT RECHEIO COOKIES AND CREAM 90G,9.0,2026-05-08
2022,10,BISCOITO,NESTLE BONO RECH. DOCE DE LEITE 90G,0.0,2026-05-05
2022,10,BISCOITO,NESTLE BONO RECH. MORANGO 90G,5.0,2026-05-08
2022,10,BISCOITO,NESTLE BONO RECHEADO LIMAO 90G,2.0,2026-04-11
2022,10,BISCOITO,NESTLE CLASSIC COOKIE CHOC GOTAS 60G,-4.0,2026-04-28
2022,10,BISCOITO,NESTLE COOKIE CHARGE 60G,5.0,2026-03-26
2022,10,BISCOITO,NESTLE NESFIT CACAU E AVELA 140G,1.0,2026-05-08
2022,10,BISCOITO,NESTLE NESFIT MORANGO E CEREAIS 160G,3.0,2026-03-21
2022,10,BISCOITO,NESTLE PASSATEMPO COOKIE DE LEITE 60GR,2.0,2026-05-03
2022,10,BISCOITO,NESTLE PASSATEMPO LEITE NINHO 150G,9.0,2026-05-02
2022,10,BISCOITO,NESTLE PASSATEMPO RECHEIO DE CHOCO MORANGO 130GR,0.0,2026-03-27
2022,10,BISCOITO,NESTLE PASSATEMPO RECHEIO DE MORANGO 130GR,6.0,2026-03-15
2022,10,BISCOITO,OREO CHOCOLATE 90G,0.0,2026-04-12
2022,10,BISCOITO,OREO MILKSHAKE DE MORANGO 90GR,0.0,2026-03-24
2022,10,BISCOITO,OREO ORIGINAL 90GR,-2.0,2026-05-06
2022,10,BISCOITO,PALITO LOOK CHOCOLATE 55GR,0.0,2026-01-11
2022,10,BISCOITO,PALITO LOOK MORANGO 55GR,0.0,2025-11-24
2022,10,BISCOITO,PIRAQUE BISCOITO PRESUNTINHO 100GR,0.0,2026-04-27
2022,10,BISCOITO,PIRAQUE ROLADINHO GOIABINHA 75GR,0.0,2026-04-26
2022,10,BISCOITO,TRAKINAS MEIO A MEIO CHOCOLATE BRANCO E PRETO 126G,2.0,2026-05-02
2022,10,BISCOITO,TRAKINAS MEIO A MEIO CHOCOLATE E MORANGO 126G,5.0,2026-04-04
2022,10,BISCOITO,TRAKINAS RECH. CHOCOLATE 126G,1.0,2026-04-26
2022,10,BISCOITO,TRAKINAS RECH. MORANGO 126G,3.0,2026-04-29
2022,10,BISCOITO,TRAKINAS RECHEADA TORTINHA DE LIMAO 126G,4.0,2026-04-28
2022,10,BISCOITO,TRIUNFO WAFER CHOCO/AVELA 105GR,2.0,2026-05-08
2022,10,BISCOITO,WAFER HANUTA AVELA,0.0,2026-02-15
2022,10,BISCOITO,WAFER RECHEADO OURO BRANCO 25G,0.0,2024-11-03
2022,10,BISCOITO,WAFER RECHEADO SONHO DE VALSA 25G,0.0,2024-08-03
2022,10,BOLO,BAUDUCCO BOLINHO DUPLO CHOCOLATE 40GR,12.0,2026-05-10
2022,10,BOLO,BAUDUCCO ROLL CHOCOLATE 34GR,23.0,2026-04-30
2022,10,CAFÉ,"CAFE NESCAFE CAPPUCCINO CLASSIC CANELA 1,3KG",1652.0,2020-06-22
2022,10,CAFÉ,"NESCAFÉ ALEGRIA CAPUCCINO 1,3KG",2067.0,2023-09-06
2022,10,CAFÉ,NESCAFÉ ALEGRIA EXPRESSO 500GR,884.4,2026-05-09
2022,10,CAFÉ,NESCAFÉ ALEGRIA. ALPINO,0.0,2026-05-03
2022,10,CAFÉ,NESCAFÉ ALEGRIA. CAPPUCCINO ALPINO,0.0,2026-05-02
2022,10,CAFÉ,NESCAFÉ ALEGRIA. CAPPUCCINO CLASSIC CANELA,0.0,2026-05-08
2022,10,CAFÉ,NESCAFÉ ALEGRIA. MOKACCINO DOIS FRADES,0.0,2026-05-09
2022,10,CAFÉ,"NESCAFÉ CAPPUCCINO LATTE 1,3KG",0.0,
2022,10,CEREAIS,BARRA CEREAL NUTRY BANANA ZERO 23G,0.0,2025-11-07
2022,10,CEREAIS,BARRA CEREAL NUTRY CHOCOLATE AO LEITE 30G,0.0,2026-03-29
2022,10,CEREAIS,BARRA CEREAL NUTRY FR.VERM. COOKIES 22GR,16.0,2026-05-09
2022,10,CEREAIS,BARRA CEREAL NUTRY MOR. C/ CHOC. LIGHT 22GR,24.0,2026-03-06
2022,10,CEREAIS,BARRA CEREAL NUTRY PASTA DE AMENDOIM 30G,3.0,2026-05-10
2022,10,CEREAIS,BARRA PROTEICA BOLD COOKIES E CREAM 40G,-2.0,2026-05-10
2022,10,CEREAIS,BARRA PROTEICA BOLD TUBE PISTACHE 40G,4.0,2026-04-28
2022,10,CEREAIS,CHOCO WHEYFER PISTACHE 25G,19.0,2026-05-03
2022,10,CERVEJA AMBEV,AMSTEL LATA 269ML,24.0,2026-05-10
2022,10,CERVEJA AMBEV,BUDWEISER LATA 269ML,17.0,2026-05-06
2022,10,CERVEJA AMBEV,HEINEKEN PURO MALTE RETORNAVEL 330ML,0.0,2025-12-21
2022,10,CERVEJA AMBEV,SKOL BEATS CAIPIRINHA 269ML,0.0,2025-12-16
2022,10,CERVEJA AMBEV,SKOL BEATS MISTA GREEN MIX 269ML,4.0,2026-05-09
2022,10,CERVEJA AMBEV,SKOL BEATS RED MIX 269ML,0.0,2026-03-24
2022,10,CERVEJA AMBEV,SKOL BEATS RED MIX SABOR FRUTAS VERMELHAS 269ML,0.0,2026-02-06
2022,10,CERVEJA AMBEV,SKOL BEATS SENSES LATA 269ML,8.0,2026-04-12
2022,10,CERVEJA AMBEV,SKOL BEATS SENSES LONG NECK 269ML,12.0,2026-01-09
2022,10,CERVEJA AMBEV,SKOL BEATS TROPICAL LONG NECK 269ML,23.0,2026-04-24
2022,10,CERVEJA AMBEV,STELLA ARTOIS LONG NECK 330ML,38.0,2026-05-10
2022,10,CERVEJA ESPECIAIS,BADEN BADEN CRISTAL PILSEN 350ML,14.0,2026-04-25
2022,10,CERVEJA ESPECIAIS,CERVEJA ANTARCTICA ORIGINAL 269ML,5.0,2026-05-10
2022,10,CERVEJA ESPECIAIS,CERVEJA BADEN PEACH SLEEK 350ML,5.0,2026-03-31
2022,10,CERVEJA ESPECIAIS,CERVEJA CORONA EXTRA 350ML,0.0,2026-04-05
2022,10,CERVEJA ESPECIAIS,CERVEJA HEINEKEN SLEEKDES LATA ZERO 350ML,32.0,2026-05-09
2022,10,CERVEJA ESPECIAIS,CERVEJA IMPERIO PILSEN HELLES 330ML,12.0,2026-04-25
2022,10,CERVEJA ESPECIAIS,CERVEJA IMPERIO PILSEN LATA 473ML,27.0,2026-05-09
2022,10,CERVEJA ESPECIAIS,CERVEJA IMPERIO PURO MALTE ZERO ALCOOL 330ML,7.0,2026-05-06
2022,10,CERVEJA ESPECIAIS,CERVEJA PETRA PURO MALTE 269ML,12.0,2026-05-10
2022,10,CERVEJA ESPECIAIS,CERVEJA PETRA PURO MALTE 330ML,14.0,2026-04-07
2022,10,CERVEJA ESPECIAIS,CERVEJA PRAYA LAGER PURO MALTE 330ML,17.0,2026-05-03
2022,10,CERVEJA ESPECIAIS,CERVEJA SKOL LATA 350ML,0.0,2025-03-08
2022,10,CERVEJA ESPECIAIS,CERVEJA SKOL LATA ZERO 350ML,12.0,
2022,10,CERVEJA ESPECIAIS,CERVEJA SPATEN 269ML,50.0,2026-05-06
2022,10,CERVEJA ESPECIAIS,CERVEJA SPATEN PURO MALTE 330ML,21.0,2026-05-10
2022,10,CERVEJA FEMSA,AMSTEL LATA 350ML,0.0,2023-12-20
2022,10,CERVEJA FEMSA,AMSTEL LONG NECK 355ML,18.0,2026-05-02
2022,10,CERVEJA FEMSA,CERVEJA AMSTEL LAGER 350ML,24.0,2026-05-01
2022,10,CERVEJA FEMSA,"HEINEKEN 0,0% 268ML",11.0,2026-05-03
2022,10,CERVEJA FEMSA,HEINEKEN LATA 269ML,9.0,2026-05-10
2022,10,CERVEJA FEMSA,HEINEKEN LATA LAGER 350ML,27.0,2026-05-10
2022,10,CERVEJA ITAIPAVA,ITAIPAVA GO DRAFT LONG 330ML,12.0,2023-11-04
2022,10,CHICLETE,CHICLE ARCOR HUEVITOS TORTUGUITA 300G,24.0,2026-05-08
2022,10,CHICLETE,CHICLE FINI MONO CLASSICOS 14G,18.0,2026-05-10
2022,10,CHICLETE,CHICLE FINI SALADA DE FRUTA 14G,12.0,2026-05-02
2022,10,CHICLETE,GOMA DE MASCAR SPEARMINT TRIDENT X SENSES POTE 54G 28 UNIDADES,0.0,2026-04-19
2022,10,CHICLETE,"TRIDENT BLUEBERRY 25,2GR",8.0,2026-04-24
2022,10,CHICLETE,"TRIDENT GAMERS ACID BERRY 48,3G",0.0,2026-03-14
2022,10,CHICLETE,"TRIDENT GAMERS CITRUS MAX SEM ACUCAR 48,3G",0.0,2026-04-10
2022,10,CHICLETE,"TRIDENT MELANCIA 14UN 25,2GR",0.0,2025-12-01
2022,10,CHICLETE,TRIDENT X SENSES MELANCIA MINT 28UN,0.0,2025-12-06
2022,10,CHICLETE,TRIDENT XSENSES MORANGO LIME 54G,0.0,2025-12-17
2022,10,CHICLETE,TRIDENT XSENSES PEPPERMINT ZERO POTE 54G,1.0,2026-03-26
2022,10,CHOCOLATE ARCOR,"CHOCOLATE ARCOR TORTUGUITA 11,5G",22.0,2026-04-26
2022,10,CHOCOLATE ARCOR,SNICKERS BRANCO 42G,0.0,2026-03-24
2022,10,CHOCOLATE DIVERSOS,BOMBOM ARCOR BLOCK 38G,2.0,2026-05-10
2022,10,CHOCOLATE DIVERSOS,CHOCOLATE BIS LACTA,-4.0,2026-05-09
2022,10,CHOCOLATE DIVERSOS,CHOCOLATE CARIBE CANDYBAR 28G,0.0,2026-03-10
2022,10,CHOCOLATE DIVERSOS,LACTA BIS LIMAO 100G,0.0,2026-04-13
2022,10,CHOCOLATE DIVERSOS,PECCIN TRENTO BITES PTORTA DE LIMAO 40G,6.0,2026-05-09
2022,10,CHOCOLATE DIVERSOS,PECCIN TRENTO CHOCOLATE 29G,5.0,2026-05-09
2022,10,CHOCOLATE DIVERSOS,PECCIN TRENTO MINI 40G,10.0,2026-05-06
2022,10,CHOCOLATE DIVERSOS,PECCIN TRENTO MOUSSE DE MARACUJA 29G,19.0,2026-05-07
2022,10,CHOCOLATE DIVERSOS,PECCIN TRENTO TORTA DE LIMAO 29G,16.0,2026-05-08
2022,10,CHOCOLATE DIVERSOS,TRENTO PISTACHE 29G,9.0,2026-05-08
2022,10,CHOCOLATE FERRERO,FERRERO ROCHER T8 100G,0.0,2026-01-24
2022,10,CHOCOLATE FERRERO,KINDER TRONKY T1X10X4 18G,4.0,2026-04-24
2022,10,CHOCOLATE GAROTO,BOMBOM SERENATA DE AMOR 19G,71.0,2026-05-04
2022,10,CHOCOLATE GAROTO,CAIXA DE BOMBONS SORTIDOS GAROTO 20% GRATIS 250G,0.0,2026-02-28
2022,10,CHOCOLATE GAROTO,CAIXA DE BOMBONS SORTIDOS GAROTO 220G,2.0,2026-03-26
2022,10,CHOCOLATE GAROTO,CHOCOLATE GAROTO AMENDOIM CROCANTE 25G 2UN,-5.0,2026-05-08
2022,10,CHOCOLATE GAROTO,GAROTO TALENTO AMEND/UVA PASSA 25G,4.0,2026-05-03
2022,10,CHOCOLATE GAROTO,GAROTO TALENTO AVELAS 25GR,12.0,2026-05-10
2022,10,CHOCOLATE LACTA,"CAIXA DE BOMBONS LACTA FAVORITOS 250,6G",0.0,2026-04-26
2022,10,CHOCOLATE LACTA,CHOCOLATE DIAMANTE NEGRO 80G,3.0,2026-04-29
2022,10,CHOCOLATE LACTA,CHOCOLATE LACTA LAKA 80G,0.0,2026-05-02
2022,10,CHOCOLATE LACTA,CHOCOLATE LACTA SHOT 80G,5.0,2026-05-08
2022,10,CHOCOLATE LACTA,LACTA 5 STAR 40GR,31.0,2026-04-27
2022,10,CHOCOLATE LACTA,LACTA AO LEITE 80G,3.0,2026-04-20
2022,10,CHOCOLATE LACTA,"LACTA BIS LAKA FLOWPACK 100,8G",0.0,2026-03-09
2022,10,CHOCOLATE LACTA,LACTA BIS XTRA BRANCO 45G,-1.0,2026-04-21
2022,10,CHOCOLATE LACTA,"LACTA OREO 20,1G",28.0,2026-05-10
2022,10,CHOCOLATE M&M (MARS),MMS CHOCOLATE AO LEITE MINIS TUBO 30G,50.0,2026-05-06
2022,10,CHOCOLATE M&M (MARS),SNICKERS MARACUJA 42G,3.0,2026-04-24
2022,10,CHOCOLATE M&M (MARS),SNICKERS MORANGO 42G,11.0,2026-05-08
2022,10,CHOCOLATE M&M (MARS),SNICKERS PÉ DE MOLEQUE 42G,33.0,2026-03-24
2022,10,CHOCOLATE M&M (MARS),TWIX 15GR,0.0,2026-04-24
2022,10,CHOCOLATE NESTLE,CAIXA DE BOMBONS NESTLE ESPECIALIDADES 251G 15UN,0.0,2026-04-23
2022,10,CHOCOLATE NESTLE,NESTLE CHARGE 40GR,35.0,2026-05-06
2022,10,CHOCOLATE NESTLE,NESTLE CHOCOLATE CRUNCH 80G,0.0,2026-01-14
2022,10,CHOCOLATE NESTLE,"NESTLE KIT KAT BRANCO 41,5GR",20.0,2026-05-08
2022,10,CHOCOLATE NESTLE,"NESTLE KIT KAT CHURROS 41,5G",8.0,2026-04-13
2022,10,CHOCOLATE NESTLE,"NESTLE KIT KAT MINI MOMENTS CARAMEL 34,6G",1.0,2026-05-02
2022,10,CHOCOLATE NESTLE,"NESTLE KIT KAT PAPAI EM PÓ 1,3KG",3000.0,
2022,10,CHOCOLATE NESTLE,NESTLE LOLLO 28GR,31.0,2026-05-10
2022,10,CHOCOLATE NESTLE,NESTLE PRESTIGIO BANANA 33G,-3.0,2026-05-09
2022,10,CHOCOLATE NESTLE,NESTLE PRESTIGIO DARK 33GR,7.0,2026-05-06
2022,10,CHÁ,CHÁ VERDE LIMÃO LEÃO GARRAFA 450ML,0.0,2025-09-25
2022,10,CIGARRILHAS,CIGARRO CAMEL RED DUNE,18.0,2026-05-09
2022,10,DESTILADOS DIVERSOS,BEBIDA ALCOOLICA CHILLI BEANS COSMOPOLITAN 310ML,6.0,
2022,10,DESTILADOS DIVERSOS,BEBIDA ALCOOLICA CHILLI BEANS MOJITO 310ML,5.0,2026-04-12
2022,10,DESTILADOS DIVERSOS,CAMPARI BITTER 900ML,1.0,2025-10-04
2022,10,DESTILADOS DIVERSOS,GIN ETERNITY MAÇA VERDE 900ML,1.0,2024-04-14
2022,10,DESTILADOS DIVERSOS,GIN ETERNITY WATERMELON 900ML,1.0,2024-05-01
2022,10,DESTILADOS DIVERSOS,GIN ROCK´S SICILIAN LEMON 1L,2.0,2024-02-17
2022,10,DESTILADOS DIVERSOS,READYGIN MORANGO 275ML,0.0,2025-07-29
2022,10,DESTILADOS DIVERSOS,SCHWEPPES MIXED GIN TONICA 269ML,6.0,
2022,10,DOCES DIVERSOS,AMANDITA 200GR,0.0,2026-01-27
2022,10,DOCES DIVERSOS,AVARE PINGO DE LEITE 10G,205.0,2026-05-09
2022,10,DOCES DIVERSOS,COCADA BRANCA CABANA BRASIL SEM ACUCAR 40G,14.0,2026-05-04
2022,10,DOCES DIVERSOS,COCADA BRANCA DE MINAS ZERO 40G,27.0,2026-05-06
2022,10,DOCES DIVERSOS,COCADA MORENA ZERO ACUCAR 40G,0.0,
2022,10,DOCES DIVERSOS,DOCE DE LEITE VIEIRA BEIJO DE LEITE 23G,0.0,2026-01-18
2022,10,DOCES DIVERSOS,"DOCE PE DE MOCA MOCOFORTE 50,5G",7.0,2026-05-06
2022,10,DOCES DIVERSOS,DOCES VIEIRA CHOCO BEIJO 23G,12.0,2026-04-26
2022,10,DOCES DIVERSOS,DOCES VIEIRA CHURRITOS 23G,25.0,2026-04-27
2022,10,DOCES DIVERSOS,MARSHMALLOW DOCILE TWIST AZUL E BRANCO 250G,1.0,2026-03-20
2022,10,DOCES DIVERSOS,MARSHMALLOW DOCILE TWIST COLOR 250G,0.0,2026-03-12
2022,10,DOCES DIVERSOS,PACOCA ARTESANALSP PREMIUM 60G,101.0,2026-05-09
2022,10,DOCES DIVERSOS,PAÇOCA AMOR ARCOR 18G,0.0,2025-12-17
2022,10,DOCES DIVERSOS,PAÇOCA PREMIUM ARTESANAL 60G,-11.0,2026-05-08
2022,10,DOCES DIVERSOS,PAÇOCA S.H PAÇOQUITA 18G,0.0,2026-03-28
2022,10,DOCES DIVERSOS,PAÇOCA S.H PAÇOQUITA 20G,0.0,2026-03-29
2022,10,DOCES DIVERSOS,PAÇOCA S.H PAÇOQUITA ORIGINAL 20G,0.0,2026-04-13
2022,10,DOCES DIVERSOS,PICOLE PIRACANJUBA PRO FORCE COCO C/CHOCOLATE BRANCO 75G,19.0,2026-04-04
2022,10,DOCES DIVERSOS,PINGO BEL DOCE COM LEITE 50G,69.0,2026-05-08
2022,10,DOCES DIVERSOS,PINGO DE OURO ELMA CHIPS BACON 76G,1.0,2026-05-07
2022,10,DOCES DIVERSOS,RAPADURINHA DE MINAS 25G,8.0,2026-05-08
2022,10,DOCES DIVERSOS,ROCKS OVOMALTINE 40G,0.0,2025-12-26
2022,10,DOCES DIVERSOS,SABORES DO COCO COCADA BRANCA 40G,6.0,2026-04-20
2022,10,DOCES DIVERSOS,SABORES DO COCO COCADA MORENA 40G,11.0,2026-04-23
2022,10,DOCES DIVERSOS,SUSPIRO CASEIRO KE DELICIA 50G,0.0,2026-04-11
2022,10,DOCES DIVERSOS,TORRONE AMENDOIM AMOR 25G,39.0,2026-05-08
2022,10,ENERGÉTICO,ENERGETICO MONSTER ULTRA 473ML,8.0,2026-05-10
2022,10,ENERGÉTICO,ENERGETICO MONSTER ULTRA FIESTA MANGO 473ML,8.0,2026-05-10
2022,10,ENERGÉTICO,ENERGETICO MONSTER ULTRA PEACHY KEEN ZERO 473ML,18.0,2026-05-09
2022,10,ENERGÉTICO,ENERGETICO MONSTER ZERO SUGAR 473ML,15.0,2026-05-10
2022,10,ENERGÉTICO,ENERGETICO RED BULL POMELO SUGARFREE 250ML,0.0,2026-05-10
2022,10,ENERGÉTICO,ENERGETICO RED BULL SUGGAR FREE 250ML,17.0,2026-05-07
