ano_snapshot,mes_snapshot,categoria,sku,estoque,ultima_venda
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ CHOCOBAR,33.0,2026-05-09
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ CHOCOLATE 2LTS,0.0,2025-09-21
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ COCO BRANCO 2LTS,0.0,2025-12-26
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ CREME 2LTS,1.0,2025-12-31
2023,10,SORVETE JUNDIÁ,"SORVETE JUNDIÁ FASCINO COLLECTION TORTA LIMAO 1,5L",2.0,2026-03-08
2023,10,SORVETE JUNDIÁ,"SORVETE JUNDIÁ FASCINO PIPOCA 1,5L",2.0,2026-01-15
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ MEXX MORANGO C/LEITE COND.110GR,6.0,2026-05-07
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ MILK CHOCOLATE 60GR,11.0,2026-04-29
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ PICOLE JUNDMAX CHOCOLATE BRANCO,21.0,2026-05-01
2023,10,SORVETE JUNDIÁ,SORVETE JUNDIÁ TRES CHOCOLATES 2LT,1.0,2026-01-25
2023,10,SORVETE JUNDIÁ,SORVETE MY LITTLE PONY BAUNILHA MORANGO E UVA 50G,21.0,2026-05-06
2023,10,SORVETE KIBON,KIBON CORNETTO BRIGADEIRO 65G,0.0,2025-10-17
2023,10,SORVETE KIBON,KIBON CORNETTO CHOCOMIX 65G,13.0,2026-05-09
2023,10,SORVETE KIBON,"KIBON CREMOSISSIMO CHOCOLATE 1,5L",0.0,2026-01-11
2023,10,SORVETE KIBON,KIBON CREMOSISSIMO CHOCOLEITE 4 EM 1 2LTS,3.0,2026-04-13
2023,10,SORVETE KIBON,"KIBON CREMOSISSIMO FLOCOS 1,5L",5.0,2026-03-14
2023,10,SORVETE KIBON,KIBON CREMOSISSIMO NAPOLITANO,2.0,2026-03-15
2023,10,SORVETE KIBON,KIBON CREMOSISSIMO NAPOLITANO ESPEC 2LTS,2.0,2026-04-26
2023,10,SORVETE KIBON,KIBON ESKIBON,0.0,2026-04-22
2023,10,SORVETE KIBON,KIBON FRUTAS TROPICAIS 2L,1.0,2026-05-10
2023,10,SORVETE KIBON,KIBON FRUTILLY CHICLETE PINTA LINGUA 40G,31.0,2026-05-04
2023,10,SORVETE KIBON,KIBON FRUTTARE ABACAXI,12.0,2026-05-06
2023,10,SORVETE KIBON,KIBON FRUTTARE TANGERINA 59G,0.0,2026-03-24
2023,10,SORVETE KIBON,KIBON MAGNUM AMENDOAS 72G,0.0,2026-04-06
2023,10,SORVETE KIBON,KIBON MAGNUM BOMBOM COOKIES E CREAM 85G,4.0,2026-05-10
2023,10,SORVETE KIBON,KIBON MAGNUM CLASSICO,17.0,2026-05-05
2023,10,SORVETE KIBON,KIBON MAGNUM PISTACHE 64G,27.0,2026-04-30
2023,10,SORVETE KIBON,KIBON MAGNUM ZERO CHOCOLATE 90ML,-2.0,2026-05-07
2023,10,SORVETE KIBON,KIBON OS FAVORITOS MINI MORANGO 92G,0.0,2026-05-08
2023,10,SORVETE KIBON,KIBON SORVETE MINI CHICABOM 92G,1.0,2026-05-10
2023,10,SORVETE KIBON,"KIBON SUNDAE LEITE NINHO TRUFADO 1,4L",3.0,2026-03-29
2023,10,SORVETE KIBON,SORVETE KIBON FRUTTARE MORANGO 55G,17.0,2026-05-04
2023,10,SORVETE KIBON,SORVETE KIBON MINI DOCE DE LEITE 92G,10.0,2026-04-14
2023,10,SORVETE KIBON,SORVETE KIBON TABLITO 3 CHOCOLATES 72G,18.0,2026-05-06
2023,10,SORVETE PERFETTO,PERFETTO PATRULHA CANINA 50G,0.0,2026-05-08
2023,10,SORVETE PERFETTO,SORVETE COOL KISS CHOCOLATE BELGA 500ML,6.0,2026-02-11
2023,10,SORVETE PERFETTO,SORVETE COOL KISS PISTACHIO 500ML,2.0,2026-03-01
2023,10,SOUZA CRUZ,CIGARRO LUCKY STRIKE AN AMERICAN ORIGINAL,0.0,2025-05-20
2023,10,SOUZA CRUZ,CIGARRO LUCKY STRIKE ORIGINAL MACO,3.0,2026-05-09
2023,10,SOUZA CRUZ,CIGARRO ROTHMANS OF LONDON,12.0,2026-04-27
2023,10,SOUZA CRUZ,DUNHILL BLUE BLEND BOX,0.0,2025-11-10
2023,10,SOUZA CRUZ,DUNHILL IN BLUE BOX POS,-26.0,2026-05-10
2023,10,SOUZA CRUZ,DUNHILL INSIGNIA FULL RED BOX,17.0,2026-05-03
2023,10,SOUZA CRUZ,DUNHILL INSIGNIA RED BOX,-30.0,2026-05-10
2023,10,SOUZA CRUZ,DUNHILL OF LONDON BLUE BLEND BOX,-8.0,2026-05-10
2023,10,SOUZA CRUZ,DUNHILL OF LONDON CARLTON BLEND BOX,-145.0,2026-05-10
2023,10,SOUZA CRUZ,KENT RED SERIES BRA WILLIS,0.0,2025-10-24
2023,10,SOUZA CRUZ,LUCK BLUE,-41.0,2026-05-09
2023,10,SOUZA CRUZ,LUCKY STRIKE BLUE AMERICAN ORIGINAL BOX,10.0,2025-03-18
2023,10,SOUZA CRUZ,LUCKY STRIKE BLUE AMERICAN ORIGINAL MACO,-4.0,2026-05-08
2023,10,SOUZA CRUZ,LUCKY STRIKE DOUBLE FRESH,0.0,2021-07-31
2023,10,SOUZA CRUZ,LUCKY STRIKE DOUBLE FROST,-27.0,2026-05-10
2023,10,SOUZA CRUZ,LUCKY STRIKE FRESH DOUBLE ICE X,0.0,2025-10-26
2023,10,SOUZA CRUZ,LUCKY STRIKE RA PATTERSON BLUE,0.0,2026-01-15
2023,10,SOUZA CRUZ,LUCKY STRIKE RED AMERICAN ORIGINAL,-4.0,2026-05-07
2023,10,SOUZA CRUZ,ROTHMANS BLUE BOX OF LONDON,-101.0,2026-05-10
2023,10,SOUZA CRUZ,ROTHMANS BLUE BOX OF LONDON GLOBAL,-188.0,2026-05-10
2023,10,SOUZA CRUZ,ROTHMANS BOX OF LONDON RED GLOBAL,-28.0,2026-05-08
2023,10,SOUZA CRUZ,ROTHMANS RED BOX OF LONDON GLOBAL,0.0,2025-02-11
2023,10,SOUZA CRUZ,ROTHMANS RED OF LONDON,-85.0,2026-05-10
2023,10,SOUZA CRUZ,ROTHMANS SILVER MACO,0.0,2026-04-05
2023,10,SOUZA CRUZ,ROTHMANS SILVER OF LONDON,-47.0,2026-05-10
2023,10,SUCO,ADES LARANJA TP 200ML,4.0,2026-05-06
2023,10,SUCO,ADES SOJA SUCO DE UVA 200 ML,2.0,2026-05-08
2023,10,SUCO,BEBIDA LACTEA UHT YOPRO ENERGY BOOST CAPPUCCINNO 15G,2.0,2026-04-16
2023,10,SUCO,BEBIDA LACTEA YOPRO BANANA 250ML,0.0,2026-04-27
2023,10,SUCO,BEBIDA LACTEA YOPRO COCO/ BATATA DOCE 250ML,0.0,2026-01-02
2023,10,SUCO,BEBIDA LACTEA YOPRO DOCE DE LEITE HAVANNA ZERO 250ML,1.0,2026-05-06
2023,10,SUCO,BEBIDA LACTEA YOPRO MORANGO 15G PROTEINA 250ML,0.0,2026-05-10
2023,10,SUCO,DEL VALLE FRUT LARANJA 1LT,7.0,2026-05-09
2023,10,SUCO,DEL VALLE FRUT LARANJA 250ML,0.0,2024-09-05
2023,10,SUCO,DEL VALLE FRUT UVA 1LT,0.0,2026-05-09
2023,10,SUCO,DEL VALLE LARANJA 1LT,0.0,2026-04-18
2023,10,SUCO,DEL VALLE UVA 1LT,0.0,2026-04-04
2023,10,SUCO,DEL VALLE UVA LIGHT 1LT,0.0,2026-02-21
2023,10,SUCO,FRAPPUCCINO STARBUCKS CLASSICO 280ML,5.0,2026-04-25
2023,10,SUCO,GUARAVITON GINSENG 500ML,22.0,2026-05-06
2023,10,SUCO,KAPO LARANJA 200ML,0.0,2025-11-29
2023,10,SUCO,SUCO 100 SUCO DE LARANJA E MORANGO 200ML,0.0,2026-03-05
2023,10,SUCO,SUCO DEL VALLE SABOR LARANJA 200ML,5.0,2026-05-10
2023,10,SUCO,SUCO DEL VALLE UVA 200ML,2.0,2026-05-10
2023,10,SUCO,SUCO NATURAL ONE LARANJA 300ML,0.0,2026-05-09
2023,10,UTILIDADES DOMESTICAS,BARALHO COPAG 139,9.0,2026-05-09
2023,10,UTILIDADES DOMESTICAS,BARALHO COPAG DUNGA,0.0,
2023,10,UTILIDADES DOMESTICAS,"LOCTITE SUPER BONDER ORIGINAL 3,6G",0.0,2026-03-29
2023,10,UTILIDADES DOMESTICAS,PARANA FOSFORO ECOLOGICO SEM ENXOFRE 200UN,0.0,2026-04-03
2023,10,UTILIDADES DOMESTICAS,SACOLA KRAFT TAMANHO M COM CARINHO P/VC UN,20.0,2026-01-13
2023,10,VINHO,VINHO TINTO SUAVE PERGOLA 1LT,2.0,2026-05-09
2023,10,VODKA,ABSOLUT VODKA SPRITE 269ML,0.0,2026-05-09
2023,10,VODKA,VODKA ORLOFF 1LT,1.0,2026-03-26
2023,10,VODKA,VODKA SMIRNOFF ICE RED LONG NECK 275ML,19.0,2026-05-10
2023,10,WHISK,WHISKY JOHNNIE WALKER RED LABEL 1LT,1.0,2022-12-09
2023,10,WHISK,WHISKY RED LABEL 750ML,0.0,2026-03-17
2023,10,WHISK,WHISKY WHITE HORSE 1LT,1.0,2025-10-19
2023,11,ACESSORIOS CELULAR,CABO MICRO USB SJX-08-V8 SHINKA,5.0,2026-03-22
2023,11,ACESSORIOS CELULAR,CABO TYPE C MAMMOTH,2.0,2026-05-10
2023,11,ACESSORIOS CELULAR,CARREGADOR INTELIGENTE KA-5003 KAPBOM,4.0,2025-05-04
2023,11,ACESSORIOS CELULAR,ELECTRONIC MUSIC HEADSET SH-FO-669 SHINKA,5.0,2026-03-03
2023,11,ACESSORIOS CELULAR,SUPORTE VEICULAR UNIVERSAL TOMATE MTG-006,4.0,2026-02-07
2023,11,ACHOCOLATADO,"ACHOCOLATADO NESCAU EM PÓ 1,3KG",-102.0,
2023,11,ACHOCOLATADO,"ACHOCOLATADO NESTLE DOIS FRADES 1,3KG",2500.0,2025-10-11
2023,11,ACHOCOLATADO,NESCAFÉ ALEGRIA. NESCAU.,0.0,2026-05-03
2023,11,ACHOCOLATADO,"NESTLE ALPINO CHOCOLATE AO LEITE 1,3KG",4780.0,
2023,11,ADITIVOS STP,STP COMPLETE FUEL SYSTEM CLEANER 450ML,6.0,
2023,11,ADITIVOS STP,STP DIESEL FUEL INJECTOR CLEANER 450ML,6.0,2025-01-29
2023,11,ADITIVOS STP,STP DIESEL FUEL TREATMENT 236ML,0.0,2026-04-04
2023,11,ADITIVOS STP,STP FUEL INJECTOR CLEANER 200ML,8.0,2026-05-09
2023,11,ADITIVOS STP,STP INTAKE VALVE CLEANER 200ML,0.0,2026-03-25
2023,11,ADITIVOS STP,STP INTAKE VALVE CLEANER LIMPEZA RAPIDA 200ML,14.0,2026-04-21
2023,11,ADITIVOS STP,STP LIMPEZA COMPLETA PARA SISTEMA DE INJEÇÃO 375ML,11.0,2025-07-09
2023,11,AGUA,AGUA TONICA FYS 350ML,0.0,2025-11-05
2023,11,AGUA,AGUA TONICA PETRA 350ML,0.0,2024-04-14
2023,11,AGUA SABORIZADA,H2O LIMONETO ZERO AÇUCAR LATA 350ML,0.0,2026-05-05
2023,11,AGUARDENTES,51 ICE FRUIT MIX MORAN E LARANJ LONG NECK 275ML,22.0,2026-04-26
2023,11,AGUARDENTES,BEBIDA ALCOOLICA ICE LEEV MELANCIA 275ML,0.0,2026-02-10
2023,11,AGUARDENTES,BEBIDA ALCOOLICA ICE LEEV MORANGO 275ML,2.0,2026-04-12
2023,11,AGUARDENTES,CABARÉ ICE LIMÃO 275ML,9.0,2026-04-26
2023,11,AGUARDENTES,CACHAÇA CABARE ICE 275,9.0,2025-09-13
2023,11,AMENDOIN/NOZES,AMENDOIM AMENDUPA COM PELE 50G,0.0,2026-01-26
2023,11,AMENDOIN/NOZES,AMENDOIM CROKISSIMO SALGADO 90GR,6.0,2026-04-08
2023,11,AMENDOIN/NOZES,AMENDOIM ELMA CHIPS OVINHO 145G,0.0,2026-04-08
2023,11,AMENDOIN/NOZES,AMENDOIM PARI S/ PELE 120G,2.0,2026-05-06
2023,11,AMENDOIN/NOZES,CASTANHA DE CAJU TORRADA E SALGADA AMIGOS DO BEM CASTANHA DO BEM PACOTE 30G,3.0,2026-04-25
2023,11,ARRUELA,PARAFUSO CARTER,9.0,2025-12-05
2023,11,BALA,BALA FRUITTELLA CARAMELO 41G,9.0,2026-05-09
2023,11,BALA,BALA SKITLES ORIGINAL 38G,10.0,2026-05-08
2023,11,BALA,GOMETS FRUTAS 32GR,48.0,2026-05-08
2023,11,BALA FINI,BALA FINI REGALIZ TUBES ACIDO MORANGO 80G,0.0,2026-01-04
2023,11,BALA FINI,BALA FINI TUBES MORANGO 17G,0.0,2026-01-26
2023,11,BALA FINI,FINI TUBES TWISTER CITRUS 15G,15.0,2026-04-14
2023,11,BATERIA,BATERIA STARLUX ENERGY LITHIUM CR2032 230MAH 3V,53.0,2026-05-02
2023,11,BEBIDA LÁCTEA,BEBIDA LACTEA NESCAFÉ LATTE 270ML,2.0,2026-03-28
2023,11,BEBIDA LÁCTEA,DANETE ACHOCOLATADO 200ML,16.0,2026-04-27
2023,11,BEBIDA LÁCTEA,NESCAFE CAPPUCINO CLASSICO 270 ML,3.0,2026-05-09
2023,11,BISCOITO,ADRIA BISCOITO MOUSSE DE CHOCOLATE 130G,0.0,2026-05-08
2023,11,BISCOITO,ADRIA BISCOITO RECHEAD TORTINHA DUE 140G,2.0,2026-04-30
2023,11,BISCOITO,ADRIA MOUSSE MORANGO COM CHOCOLATE 130G,0.0,2026-05-01
2023,11,BISCOITO,ADRIA TORTINHA DUE CHOCOLATE BRANCO E GELEIA DE FRUTAS VERMELHAS 140G,4.0,2026-04-22
2023,11,BISCOITO,ARCOR PASSION CHOCOLATE 80G,1.0,2026-05-07
2023,11,BISCOITO,ARCOR PASSION LIMÃO 80G,1.0,2026-03-30
2023,11,BISCOITO,BAUDUCCO COOKIE ORIGINAL 60GR,4.0,2026-05-06
2023,11,BISCOITO,BISCOITO BON O BON CHOCOLATE 76G,0.0,2026-05-10
2023,11,BISCOITO,BISCOITO BONOBON CHOCO BISCUIT BEIJINHO 76G,1.0,2026-04-22
2023,11,BISCOITO,BISCOITO COOKIE NESTLE CLASSIC COOKIE BAUNILHA 60G,6.0,2026-05-09
2023,11,BISCOITO,BISCOITO ITAMARATY WAFFER LOOK CHOCO 55GR,0.0,2025-12-21
2023,11,BISCOITO,BISCOITO ITAMARATY WAFFER LOOK MORANG 55GR,0.0,2025-12-07
2023,11,BISCOITO,BISCOITO NESTLE CHOCO BISCUIT AO LEITE 78G,-4.0,2026-05-10
2023,11,BISCOITO,BISCOITO RECHEADO BONO COCO 90G,0.0,2026-02-10
2023,11,BISCOITO,BISCOITO WAFER CHOCOLATE TRIUNFO 105G,5.0,2026-04-21
2023,11,BISCOITO,BISCOITO WAFER LIMAO TRIUNFO 105G,2.0,2026-04-17
2023,11,BISCOITO,BISCOITO WAFER MORANGO TRIUNFO 105G,6.0,2026-04-12
2023,11,BISCOITO,CASSINI POLVILHO 100G,3.0,2026-05-08
2023,11,BISCOITO,CASSINI POLVILHO QUEIJO 100G,2.0,2026-05-06
2023,11,BISCOITO,CLUB SOCIAL PIZZA MARGUERITA 68G,0.0,2026-05-04
2023,11,BISCOITO,CLUB SOCIAL SNACK ASSADO CHURRASCO 68G,-1.0,2026-05-06
2023,11,BISCOITO,CLUB SOCIAL SNACK BARBECUE 68G,3.0,2026-05-05
2023,11,BISCOITO,CLUB SOCIAL SNACK CEBOLA E SALSA 68G,0.0,2026-04-03
2023,11,BISCOITO,CLUB SOCIAL SNACK QUEIJO 68G,1.0,2026-05-09
2023,11,BISCOITO,COOKIES GALAK 60G,4.0,2026-04-29
2023,11,BISCOITO,LACTA COOKIE LAKA 80GR,1.0,2026-05-10
2023,11,BISCOITO,NESTLE BISCOITO CHOCOBISCUIT RECHEIO COOKIES AND CREAM 90G,9.0,2026-05-08
2023,11,BISCOITO,NESTLE BONO RECH. MORANGO 90G,5.0,2026-05-08
2023,11,BISCOITO,NESTLE BONO RECHEADO LIMAO 90G,2.0,2026-04-11
2023,11,BISCOITO,NESTLE CLASSIC COOKIE CHOC GOTAS 60G,-4.0,2026-04-28
2023,11,BISCOITO,NESTLE COOKIE CHARGE 60G,5.0,2026-03-26
2023,11,BISCOITO,NESTLE NESFIT BANANA AVEIA E CANELA 160GR,2.0,2026-05-09
2023,11,BISCOITO,NESTLE NESFIT CACAU E AVELA 140G,1.0,2026-05-08
2023,11,BISCOITO,NESTLE PASSATEMPO RECHEIO DE CHOCOLATE 130GR,6.0,2026-05-05
2023,11,BISCOITO,OREO CHOCOLATE 90G,0.0,2026-04-12
2023,11,BISCOITO,OREO MILKSHAKE DE MORANGO 90GR,0.0,2026-03-24
2023,11,BISCOITO,PALITO LOOK MORANGO 55GR,0.0,2025-11-24
2023,11,BISCOITO,TRAKINAS MEIO A MEIO CHOCOLATE BRANCO E PRETO 126G,2.0,2026-05-02
2023,11,BISCOITO,TRAKINAS RECHEADA TORTINHA DE LIMAO 126G,4.0,2026-04-28
2023,11,BISCOITO,TRIUNFO WAFER CHOCO/AVELA 105GR,2.0,2026-05-08
2023,11,BISCOITO,WAFER HANUTA AVELA,0.0,2026-02-15
2023,11,BISCOITO,WAFER RECHEADO OURO BRANCO 25G,0.0,2024-11-03
2023,11,BISCOITO,WAFER RECHEADO SONHO DE VALSA 25G,0.0,2024-08-03
2023,11,BOLO,BAUDUCCO BOLINHO DUPLO CHOCOLATE 40GR,12.0,2026-05-10
2023,11,BOLO,BAUDUCCO ROLL CHOCOLATE 34GR,23.0,2026-04-30
2023,11,CAFÉ,"CAFE NESCAFE CAPPUCCINO CLASSIC CANELA 1,3KG",1652.0,2020-06-22
2023,11,CAFÉ,"NESCAFÉ ALEGRIA CAPUCCINO 1,3KG",2067.0,2023-09-06
2023,11,CAFÉ,NESCAFÉ ALEGRIA EXPRESSO 500GR,884.4,2026-05-09
2023,11,CAFÉ,NESCAFÉ ALEGRIA. ALPINO,0.0,2026-05-03
2023,11,CAFÉ,NESCAFÉ ALEGRIA. CAPPUCCINO ALPINO,0.0,2026-05-02
2023,11,CAFÉ,NESCAFÉ ALEGRIA. MOKACCINO DOIS FRADES,0.0,2026-05-09
2023,11,CAFÉ,"NESCAFÉ CAPPUCCINO LATTE 1,3KG",0.0,
2023,11,CEREAIS,BARRA CEREAL NUTRY BANANA ZERO 23G,0.0,2025-11-07
2023,11,CEREAIS,BARRA CEREAL NUTRY CHOCOLATE AO LEITE 30G,0.0,2026-03-29
2023,11,CEREAIS,BARRA CEREAL NUTRY FR.VERM. COOKIES 22GR,16.0,2026-05-09
2023,11,CEREAIS,BARRA CEREAL NUTRY PASTA DE AMENDOIM 30G,3.0,2026-05-10
2023,11,CEREAIS,BARRA PROTEICA BOLD COOKIES E CREAM 40G,-2.0,2026-05-10
2023,11,CEREAIS,BARRA PROTEICA BOLD TUBE PISTACHE 40G,4.0,2026-04-28
2023,11,CEREAIS,CHOCO WHEYFER PISTACHE 25G,19.0,2026-05-03
2023,11,CERVEJA AMBEV,BUDWEISER LATA 269ML,17.0,2026-05-06
2023,11,CERVEJA AMBEV,HEINEKEN PURO MALTE RETORNAVEL 330ML,0.0,2025-12-21
2023,11,CERVEJA AMBEV,SKOL BEATS CAIPIRINHA 269ML,0.0,2025-12-16
2023,11,CERVEJA AMBEV,SKOL BEATS MISTA GREEN MIX 269ML,4.0,2026-05-09
2023,11,CERVEJA AMBEV,SKOL BEATS RED MIX 269ML,0.0,2026-03-24
2023,11,CERVEJA AMBEV,SKOL BEATS RED MIX SABOR FRUTAS VERMELHAS 269ML,0.0,2026-02-06
2023,11,CERVEJA AMBEV,SKOL BEATS SENSES LONG NECK 269ML,12.0,2026-01-09
2023,11,CERVEJA AMBEV,SKOL BEATS TROPICAL LONG NECK 269ML,23.0,2026-04-24
2023,11,CERVEJA ESPECIAIS,BADEN BADEN CRISTAL PILSEN 350ML,14.0,2026-04-25
2023,11,CERVEJA ESPECIAIS,CERVEJA BADEN PEACH SLEEK 350ML,5.0,2026-03-31
2023,11,CERVEJA ESPECIAIS,CERVEJA CORONA EXTRA 350ML,0.0,2026-04-05
2023,11,CERVEJA ESPECIAIS,CERVEJA HEINEKEN SLEEKDES LATA ZERO 350ML,32.0,2026-05-09
2023,11,CERVEJA ESPECIAIS,CERVEJA IMPERIO PILSEN HELLES 330ML,12.0,2026-04-25
2023,11,CERVEJA ESPECIAIS,CERVEJA IMPERIO PILSEN LATA 473ML,27.0,2026-05-09
2023,11,CERVEJA ESPECIAIS,CERVEJA IMPERIO PURO MALTE ZERO ALCOOL 330ML,7.0,2026-05-06
2023,11,CERVEJA ESPECIAIS,CERVEJA PETRA PURO MALTE 269ML,12.0,2026-05-10
2023,11,CERVEJA ESPECIAIS,CERVEJA PETRA PURO MALTE 330ML,14.0,2026-04-07
2023,11,CERVEJA ESPECIAIS,CERVEJA PRAYA LAGER PURO MALTE 330ML,17.0,2026-05-03
2023,11,CERVEJA ESPECIAIS,CERVEJA SKOL LATA 350ML,0.0,2025-03-08
2023,11,CERVEJA ESPECIAIS,CERVEJA SKOL LATA ZERO 350ML,12.0,
2023,11,CERVEJA ESPECIAIS,CERVEJA SPATEN PURO MALTE 330ML,21.0,2026-05-10
2023,11,CERVEJA FEMSA,AMSTEL LONG NECK 355ML,18.0,2026-05-02
2023,11,CERVEJA FEMSA,"HEINEKEN 0,0% 268ML",11.0,2026-05-03
2023,11,CHICLETE,GOMA DE MASCAR SPEARMINT TRIDENT X SENSES POTE 54G 28 UNIDADES,0.0,2026-04-19
2023,11,CHICLETE,"TRIDENT GAMERS ACID BERRY 48,3G",0.0,2026-03-14
2023,11,CHICLETE,"TRIDENT GAMERS CITRUS MAX SEM ACUCAR 48,3G",0.0,2026-04-10
2023,11,CHICLETE,TRIDENT X SENSES MELANCIA MINT 28UN,0.0,2025-12-06
2023,11,CHICLETE,TRIDENT XSENSES MORANGO LIME 54G,0.0,2025-12-17
2023,11,CHICLETE,TRIDENT XSENSES PEPPERMINT ZERO POTE 54G,1.0,2026-03-26
2023,11,CHOCOLATE ARCOR,"CHOCOLATE ARCOR TORTUGUITA 11,5G",22.0,2026-04-26
2023,11,CHOCOLATE ARCOR,SNICKERS BRANCO 42G,0.0,2026-03-24
2023,11,CHOCOLATE DIVERSOS,BOMBOM ARCOR BLOCK 38G,2.0,2026-05-10
2023,11,CHOCOLATE DIVERSOS,CHOCOLATE BIS LACTA,-4.0,2026-05-09
2023,11,CHOCOLATE DIVERSOS,LACTA BIS LIMAO 100G,0.0,2026-04-13
2023,11,CHOCOLATE DIVERSOS,PECCIN TRENTO BITES PTORTA DE LIMAO 40G,6.0,2026-05-09
2023,11,CHOCOLATE DIVERSOS,PECCIN TRENTO CHOCOLATE 29G,5.0,2026-05-09
2023,11,CHOCOLATE DIVERSOS,PECCIN TRENTO MINI 40G,10.0,2026-05-06
2023,11,CHOCOLATE DIVERSOS,PECCIN TRENTO MOUSSE DE MARACUJA 29G,19.0,2026-05-07
2023,11,CHOCOLATE DIVERSOS,PECCIN TRENTO TORTA DE LIMAO 29G,16.0,2026-05-08
2023,11,CHOCOLATE DIVERSOS,TRENTO PISTACHE 29G,9.0,2026-05-08
2023,11,CHOCOLATE FERRERO,FERRERO ROCHER T8 100G,0.0,2026-01-24
2023,11,CHOCOLATE FERRERO,KINDER TRONKY T1X10X4 18G,4.0,2026-04-24
2023,11,CHOCOLATE GAROTO,BOMBOM SERENATA DE AMOR 19G,71.0,2026-05-04
2023,11,CHOCOLATE GAROTO,CAIXA DE BOMBONS SORTIDOS GAROTO 20% GRATIS 250G,0.0,2026-02-28
2023,11,CHOCOLATE GAROTO,CAIXA DE BOMBONS SORTIDOS GAROTO 220G,2.0,2026-03-26
2023,11,CHOCOLATE GAROTO,CHOCOLATE GAROTO AMENDOIM CROCANTE 25G 2UN,-5.0,2026-05-08
2023,11,CHOCOLATE GAROTO,GAROTO TALENTO AMEND/UVA PASSA 25G,4.0,2026-05-03
2023,11,CHOCOLATE GAROTO,GAROTO TALENTO AVELAS 25GR,12.0,2026-05-10
2023,11,CHOCOLATE LACTA,"CAIXA DE BOMBONS LACTA FAVORITOS 250,6G",0.0,2026-04-26
2023,11,CHOCOLATE LACTA,CHOCOLATE LACTA LAKA 80G,0.0,2026-05-02
2023,11,CHOCOLATE LACTA,CHOCOLATE LACTA SHOT 80G,5.0,2026-05-08
2023,11,CHOCOLATE LACTA,LACTA AO LEITE 20GR,13.0,2026-05-09
2023,11,CHOCOLATE LACTA,LACTA BIS XTRA BRANCO 45G,-1.0,2026-04-21
2023,11,CHOCOLATE LACTA,LACTA DIAMANTE NEGRO 20GR,11.0,2026-05-05
2023,11,CHOCOLATE LACTA,LACTA LAKA 20GR,8.0,2026-05-10
2023,11,CHOCOLATE LACTA,"LACTA OREO 20,1G",28.0,2026-05-10
2023,11,CHOCOLATE M&M (MARS),SNICKERS MARACUJA 42G,3.0,2026-04-24
2023,11,CHOCOLATE M&M (MARS),SNICKERS MORANGO 42G,11.0,2026-05-08
2023,11,CHOCOLATE NESTLE,NESTLE ALPINO COOKIE GOTAS CHOC 60G,4.0,2026-03-20
2023,11,CHOCOLATE NESTLE,NESTLE CHARGE 40GR,35.0,2026-05-06
2023,11,CHOCOLATE NESTLE,NESTLE CHOCOLATE CRUNCH 80G,0.0,2026-01-14
2023,11,CHOCOLATE NESTLE,"NESTLE KIT KAT BRANCO 41,5GR",20.0,2026-05-08
2023,11,CHOCOLATE NESTLE,"NESTLE KIT KAT CHURROS 41,5G",8.0,2026-04-13
2023,11,CHOCOLATE NESTLE,"NESTLE KIT KAT PAPAI EM PÓ 1,3KG",3000.0,
2023,11,CHOCOLATE NESTLE,NESTLE PRESTIGIO BANANA 33G,-3.0,2026-05-09
2023,11,CHOCOLATE NESTLE,NESTLE PRESTIGIO DARK 33GR,7.0,2026-05-06
2023,11,CHÁ,CHÁ VERDE LIMÃO LEÃO GARRAFA 450ML,0.0,2025-09-25
2023,11,CIGARRILHAS,CIGARRO CAMEL RED DUNE,18.0,2026-05-09
2023,11,DESTILADOS DIVERSOS,BEBIDA ALCOOLICA CHILLI BEANS COSMOPOLITAN 310ML,6.0,
2023,11,DESTILADOS DIVERSOS,BEBIDA ALCOOLICA CHILLI BEANS MOJITO 310ML,5.0,2026-04-12
2023,11,DESTILADOS DIVERSOS,CAMPARI BITTER 900ML,1.0,2025-10-04
2023,11,DESTILADOS DIVERSOS,GIN ETERNITY MAÇA VERDE 900ML,1.0,2024-04-14
2023,11,DESTILADOS DIVERSOS,GIN ETERNITY WATERMELON 900ML,1.0,2024-05-01
2023,11,DESTILADOS DIVERSOS,GIN ROCK´S SICILIAN LEMON 1L,2.0,2024-02-17
2023,11,DESTILADOS DIVERSOS,READYGIN MORANGO 275ML,0.0,2025-07-29
2023,11,DESTILADOS DIVERSOS,SCHWEPPES MIXED GIN TONICA 269ML,6.0,
2023,11,DOCES DIVERSOS,AMANDITA 200GR,0.0,2026-01-27
2023,11,DOCES DIVERSOS,AVARE PINGO DE LEITE 10G,205.0,2026-05-09
2023,11,DOCES DIVERSOS,COCADA BRANCA CABANA BRASIL SEM ACUCAR 40G,14.0,2026-05-04
2023,11,DOCES DIVERSOS,COCADA BRANCA DE MINAS ZERO 40G,27.0,2026-05-06
2023,11,DOCES DIVERSOS,COCADA MORENA ZERO ACUCAR 40G,0.0,
