seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove
42,0,1095,455877.38,638484.91,1799.5,75.2,0.985,431.4577,95.2
42,1,1095,452780.0,634329.17,1921.0,164.6,0.9702,241.51,93.9
42,2,1095,422031.7,623995.23,1799.7,157.1,0.9557,216.9792,92.8
42,3,1095,452340.47,641237.88,1724.6,140.4,0.9413,210.9899,90.3
42,4,1095,455995.25,639362.37,1709.3,126.9,0.9272,210.9031,95.1
42,5,1095,453590.2,630554.05,1758.3,72.8,0.9133,211.3362,91.9
42,6,1095,458586.38,636455.23,1754.6,77.5,0.8996,214.2818,87.5
42,7,1095,446908.88,624176.11,1824.1,111.5,0.8861,195.2733,89.1
42,8,1095,456012.47,627413.55,1790.5,80.6,0.8728,187.5532,91.0
42,9,1095,448312.38,622633.14,1798.8,81.2,0.8597,184.6615,91.5
42,10,1095,476920.8,625000.49,1722.0,150.0,0.8468,179.3507,92.0
42,11,1095,480961.38,655222.92,1682.0,176.3,0.8341,213.2831,90.7
42,12,1095,466734.4,629955.92,1819.9,116.7,0.8216,192.8026,91.5
42,13,1095,470942.1,632928.64,1786.4,97.2,0.8093,187.8164,91.2
42,14,1095,489243.8,628021.9,1849.0,82.3,0.7972,185.0052,92.4
42,15,1095,501804.0,621843.52,1790.3,167.7,0.7852,179.0655,89.5
42,16,1095,489509.8,633507.72,1766.9,80.4,0.7734,208.8331,92.1
42,17,1095,486935.88,631040.31,1723.9,74.4,0.7618,193.3608,89.8
42,18,1095,479310.56,626558.15,1770.2,117.9,0.7504,187.8551,90.4
42,19,1095,503988.62,634445.99,1740.9,98.7,0.7391,185.1716,89.3
42,20,1095,535610.7,642130.17,1690.0,81.9,0.728,182.2143,87.2
42,21,1095,512456.25,638056.59,1810.6,68.8,0.7171,201.8086,89.3
42,22,1095,513051.03,629441.8,1780.7,80.4,0.7064,190.0245,91.1
42,23,1095,512815.12,622177.68,1782.0,165.1,0.6958,187.8537,89.3
42,24,1095,507507.03,623833.67,1795.4,182.0,0.6853,184.7838,90.5
42,25,1095,549166.06,667155.17,1716.5,136.8,0.6751,183.5788,92.4
42,26,1095,542062.8,637615.64,1640.9,105.2,0.6649,218.0148,93.3
42,27,1095,530962.1,626067.86,1681.6,104.3,0.655,204.8308,93.2
42,28,1095,546209.06,636933.48,1703.8,86.8,0.6451,198.7794,90.6
42,29,1095,544073.3,629072.91,1682.7,156.2,0.6355,199.8373,91.5
42,30,1095,552222.0,628158.11,1859.5,137.7,0.6259,196.5476,92.6
42,31,1095,538468.94,634085.27,1788.4,99.8,0.6165,228.2853,91.5
42,32,1095,556301.7,634422.08,1787.9,63.3,0.6073,213.2834,91.9
42,33,1095,584617.1,662876.7,1589.7,164.9,0.5982,208.876,92.1
42,34,1095,596880.3,658259.42,1706.4,135.4,0.5892,206.2065,92.1
42,35,1095,575954.44,637802.57,1751.3,82.9,0.5804,204.4542,92.0
42,36,1095,581320.94,651035.07,1661.3,212.8,0.5717,225.2894,88.7
42,37,1095,578776.8,633513.4,1759.5,99.5,0.5631,215.2952,93.3
42,38,1095,579117.25,629779.02,1747.8,91.7,0.5546,211.5365,92.1
42,39,1095,575032.25,624013.16,1726.8,114.0,0.5463,209.7802,90.0
42,40,1095,623478.06,666654.51,1601.0,202.3,0.5381,207.8415,91.5
42,41,1095,573836.44,619065.81,1679.6,116.1,0.5301,233.3448,90.6
42,42,1095,634273.25,664500.06,1730.3,205.0,0.5221,222.0057,90.9
42,43,1095,586527.0,629536.54,1785.0,99.3,0.5143,217.2106,92.2
42,44,1095,615049.56,648798.99,1674.1,122.3,0.5066,216.413,89.1
42,45,1095,621570.8,634062.77,1645.9,81.5,0.499,216.3505,91.7
42,46,1095,624279.9,637657.23,1803.3,166.3,0.4915,238.9297,89.1
42,47,1095,623957.4,638283.81,1694.2,76.0,0.4841,224.5784,92.2
42,48,1095,594546.94,622829.49,1726.7,140.2,0.4768,220.1934,91.3
42,49,1095,634095.8,639315.0,1684.1,71.3,0.4697,218.3098,90.7
42,50,1095,627593.1,635492.08,1767.3,211.3,0.4626,218.2049,92.7
42,51,1095,667337.5,654317.19,1708.1,191.9,0.4557,236.7589,91.7
42,52,1095,621013.94,630573.87,1888.9,80.6,0.4489,225.7179,91.2
42,53,1095,635917.2,632426.24,1778.0,123.4,0.4421,222.9453,93.4
42,54,1095,623319.56,630905.06,1750.2,85.5,0.4355,220.6729,91.4
42,55,1095,641562.06,634139.53,1790.5,57.9,0.429,217.7256,92.1
42,56,1095,659648.56,647972.52,1699.9,186.9,0.4225,238.4448,92.6
42,57,1095,636789.06,619170.41,1795.0,140.3,0.4162,226.8851,91.4
42,58,1095,630790.44,631070.44,1764.3,60.8,0.41,225.3362,92.1
42,59,1095,653977.5,632666.14,1737.2,88.3,0.4038,223.5885,92.8
42,60,1095,642569.6,627667.11,1810.6,157.3,0.3977,221.9767,92.3
42,61,1095,650784.0,638040.82,1655.1,77.0,0.3918,244.091,91.8
42,62,1095,650569.9,624366.83,1820.7,119.0,0.3859,230.4242,91.4
42,63,1095,643339.8,623593.6,1823.9,86.8,0.3801,227.6473,91.5
42,64,1095,666892.75,626063.73,1750.9,74.3,0.3744,227.5467,91.1
42,65,1095,674493.4,637047.26,1766.2,77.1,0.3688,225.5219,93.2
42,66,1095,663174.0,634013.14,1702.1,68.1,0.3633,241.6136,92.3
42,67,1095,663667.94,634779.52,1716.5,98.5,0.3578,227.5751,94.6
42,68,1095,663140.25,632377.26,1782.8,79.1,0.3525,230.6218,94.2
42,69,1095,682256.4,623386.05,1741.2,165.5,0.3472,225.2298,92.8
42,70,1095,691610.4,638014.63,1764.2,112.6,0.342,225.344,91.3
42,71,1095,661804.56,630761.68,1786.0,72.5,0.3368,242.2425,91.1
42,72,1095,681768.25,626338.12,1699.0,191.2,0.3318,232.9919,94.4
42,73,1095,686849.25,625732.11,1778.1,138.1,0.3268,232.9342,92.3
42,74,1095,717055.5,668436.34,1609.8,199.5,0.3219,230.636,94.4
42,75,1095,701376.6,636889.18,1688.1,77.3,0.3171,227.6667,92.9
42,76,1095,732861.6,665357.27,1686.7,171.4,0.3123,244.4216,94.2
42,77,1095,690665.6,638011.69,1706.5,86.3,0.3076,234.6465,95.1
42,78,1095,697615.25,626797.23,1753.8,118.2,0.303,233.7952,94.8
42,79,1095,700995.75,630710.4,1860.4,92.0,0.2985,232.4772,94.4
42,80,1095,698467.1,624376.36,1839.9,137.0,0.294,231.5444,92.6
42,81,1095,727764.94,636980.79,1679.5,159.8,0.2896,244.8102,92.7
42,82,1095,704350.2,625528.97,1831.8,111.0,0.2852,238.2975,96.1
42,83,1095,711058.5,637943.95,1725.1,67.8,0.281,234.6367,95.5
42,84,1095,715519.4,634317.47,1745.1,99.4,0.2767,233.0689,93.2
42,85,1095,763672.2,667360.38,1569.2,195.9,0.2726,230.1426,94.6
42,86,1095,737228.8,656737.97,1725.2,208.5,0.2685,251.1992,94.6
42,87,1095,712069.44,629685.15,1824.7,66.9,0.2645,239.3808,95.1
42,88,1095,716874.94,639390.56,1763.4,89.0,0.2605,238.6018,95.2
42,89,1095,751341.5,660977.7,1744.8,186.1,0.2566,236.947,93.6
42,90,1095,752226.2,663510.61,1694.1,130.6,0.2528,236.3428,94.2
42,91,1095,740114.2,644267.75,1721.8,236.2,0.249,255.3517,95.2
42,92,1095,722431.06,628692.48,1741.9,63.6,0.2452,240.5707,94.1
42,93,1095,729839.8,621847.25,1712.3,138.5,0.2415,236.1991,95.9
42,94,1095,737300.56,640004.87,1692.2,59.6,0.2379,237.7894,95.8
42,95,1095,727798.6,633525.13,1810.3,67.0,0.2344,237.6337,95.5
42,96,1095,734392.56,633874.43,1698.9,92.5,0.2308,258.7932,95.1
42,97,1095,736543.2,629869.71,1749.2,165.4,0.2274,242.6926,96.3
42,98,1095,754116.3,636906.23,1631.9,82.6,0.224,237.854,95.5
42,99,1095,731883.6,634948.28,1727.3,99.9,0.2206,239.0802,96.6
42,100,1095,784218.4,665831.8,1623.7,186.9,0.2173,237.8252,95.8
42,101,1095,745736.5,633633.24,1758.6,171.3,0.214,255.1352,97.1
42,102,1095,771250.6,654479.58,1719.9,170.1,0.2108,242.7229,96.3
42,103,1095,775162.75,656274.21,1657.3,200.6,0.2077,243.4525,95.5
42,104,1095,753822.6,630968.15,1691.8,163.0,0.2046,240.6836,95.2
42,105,1095,751968.8,622809.83,1641.2,142.1,0.2015,236.784,96.1
42,106,1095,758907.44,635611.24,1658.8,104.0,0.1985,253.0416,94.1
42,107,1095,753699.1,638497.82,1744.5,61.9,0.1955,243.6705,95.5
42,108,1095,748562.2,623483.52,1750.5,166.3,0.1926,242.0655,95.1
42,109,1095,764717.8,658084.88,1653.6,206.6,0.1897,240.332,95.8
42,110,1095,779704.94,657964.79,1699.3,217.6,0.1868,240.6878,97.0
42,111,1095,751447.25,621945.96,1724.9,72.3,0.184,257.2233,95.9
42,112,1095,756052.4,629133.98,1714.5,73.4,0.1813,243.1043,96.3
42,113,1095,752037.44,632769.6,1787.3,66.3,0.1785,242.8325,95.7
42,114,1095,756418.8,631252.69,1721.9,84.0,0.1759,244.5614,95.0
42,115,1095,739260.4,620314.15,1876.3,187.4,0.1732,242.0689,96.5
42,116,1095,803938.8,665430.5,1643.4,147.1,0.1706,261.5738,96.6
42,117,1095,760197.5,629346.37,1743.0,92.0,0.1681,244.4118,96.7
42,118,1095,789875.75,637807.59,1653.2,151.3,0.1655,242.1816,95.5
42,119,1095,771159.06,625786.8,1762.5,116.2,0.1631,243.6325,97.5
42,120,1095,770336.0,627450.05,1757.0,113.5,0.1606,239.6183,97.4
