seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove
42,0,1095,463513.44,638484.91,1799.5,75.2,0.985,439.4556,95.2
42,1,1095,458382.0,634427.95,1909.9,164.1,0.9702,253.9862,92.1
42,2,1095,430654.44,622346.32,1734.3,180.2,0.9557,226.603,90.5
42,3,1095,459558.62,641121.24,1733.6,139.4,0.9413,220.8951,89.0
42,4,1095,453470.38,640558.46,1846.8,179.8,0.9272,218.8718,88.7
42,5,1095,463532.44,630515.4,1728.1,67.5,0.9133,216.8536,86.8
42,6,1095,471911.03,636296.91,1747.3,68.9,0.8996,217.5244,85.8
42,7,1095,451836.0,623661.25,1769.8,108.8,0.8861,200.6651,84.9
42,8,1095,461735.97,626752.89,1865.1,78.7,0.8728,195.5664,86.1
42,9,1095,450302.03,623589.71,1821.4,94.5,0.8597,193.7919,85.8
42,10,1095,474219.1,623483.21,1668.4,126.9,0.8468,190.133,84.7
42,11,1095,486387.12,653892.13,1691.7,205.3,0.8341,218.3574,85.8
42,12,1095,475905.53,629492.97,1772.9,86.0,0.8216,200.7473,85.0
42,13,1095,464520.84,633617.53,1860.3,89.0,0.8093,197.9401,87.3
42,14,1095,490521.75,627929.29,1805.6,77.5,0.7972,197.6875,86.8
42,15,1095,484526.2,623940.3,1817.9,142.5,0.7852,191.877,86.5
42,16,1095,485154.0,632805.74,1773.2,78.1,0.7734,211.285,83.5
42,17,1095,475456.3,629315.3,1799.9,72.2,0.7618,199.8276,84.1
42,18,1095,468637.25,626187.27,1778.0,111.8,0.7504,196.1713,84.7
42,19,1095,493564.25,634950.9,1751.6,70.7,0.7391,193.3925,83.0
42,20,1095,509080.28,640820.63,1668.6,73.8,0.728,194.5216,82.7
42,21,1095,493064.44,633147.44,1833.4,71.7,0.7171,208.0432,84.1
42,22,1095,493825.38,627749.05,1707.0,91.5,0.7064,199.703,84.1
42,23,1095,491629.4,620004.19,1736.0,132.1,0.6958,197.0022,83.4
42,24,1095,483071.44,622461.44,1773.7,121.4,0.6853,193.9626,85.2
42,25,1095,540904.6,666961.1,1667.2,200.3,0.6751,192.4035,84.9
42,26,1095,513030.84,633729.99,1705.3,149.8,0.6649,209.0666,85.8
42,27,1095,512986.2,623446.46,1781.0,125.6,0.655,203.9636,85.4
42,28,1095,511874.72,632287.1,1769.9,95.7,0.6451,199.7695,82.4
42,29,1095,494650.53,629725.76,1848.2,107.5,0.6355,199.7064,84.9
42,30,1095,509697.1,626143.41,1770.7,112.7,0.6259,198.2387,84.9
42,31,1095,503705.72,631017.55,1760.2,76.2,0.6165,212.9731,82.5
42,32,1095,522599.97,632043.64,1797.0,44.6,0.6073,204.8812,81.8
42,33,1095,564667.0,662897.62,1600.8,180.4,0.5982,203.9946,83.4
