seed,episodio,steps,reward_total,lucro_total,perdas_total,rupturas_total,epsilon,loss_media,pct_promove
42,0,1095,455877.38,638484.91,1799.5,75.2,0.985,424.7911,95.2
42,1,1095,454625.25,634426.45,1909.9,164.1,0.9702,233.2171,92.1
42,2,1095,425259.75,622346.32,1734.3,180.2,0.9557,215.773,90.5
42,3,1095,452287.88,641121.24,1733.6,139.4,0.9413,212.9194,89.0
42,4,1095,446594.47,640558.46,1846.8,179.8,0.9272,211.5936,88.7
42,5,1095,458652.4,630515.4,1728.1,67.5,0.9133,210.2727,86.8
42,6,1095,463816.4,636296.91,1747.3,68.9,0.8996,208.8863,85.8
42,7,1095,449593.2,623785.77,1773.8,107.5,0.8861,191.6028,84.3
42,8,1095,456311.28,626432.66,1858.4,81.4,0.8728,184.6949,85.0
42,9,1095,446698.47,623687.2,1817.7,95.1,0.8597,182.9872,85.2
42,10,1095,468815.8,624604.19,1678.7,149.6,0.8468,179.8964,83.9
42,11,1095,487065.8,654888.32,1646.1,172.3,0.8341,200.5714,85.1
42,12,1095,471748.47,629266.53,1773.7,77.4,0.8216,185.7227,83.1
42,13,1095,464111.62,633106.52,1869.7,88.4,0.8093,182.3809,83.5
42,14,1095,484974.47,627886.08,1804.6,81.5,0.7972,180.6476,83.0
42,15,1095,486458.8,623780.79,1797.3,140.2,0.7852,176.0952,81.2
42,16,1095,478493.2,632291.98,1802.1,79.7,0.7734,195.2866,79.4
42,17,1095,478000.53,630991.93,1795.0,66.9,0.7618,185.638,79.7
42,18,1095,463744.72,627076.18,1781.0,111.9,0.7504,181.5735,82.0
42,19,1095,491453.28,634703.77,1722.1,55.9,0.7391,178.3551,81.3
42,20,1095,506363.44,640489.41,1751.0,78.0,0.728,178.5126,81.0
42,21,1095,490452.72,635159.45,1784.9,59.0,0.7171,190.7379,82.2
42,22,1095,493266.38,627972.92,1717.2,75.1,0.7064,183.5079,81.9
42,23,1095,495253.4,621996.9,1682.5,148.2,0.6958,183.2989,81.5
42,24,1095,479236.9,623262.93,1821.5,129.7,0.6853,180.0466,82.9
42,25,1095,540534.5,667230.44,1627.0,145.7,0.6751,179.4445,83.4
42,26,1095,517806.16,635384.65,1695.8,147.6,0.6649,198.7379,84.7
42,27,1095,514354.03,625304.77,1824.8,156.0,0.655,193.1933,84.2
42,28,1095,522342.62,632865.2,1762.0,75.2,0.6451,188.092,80.7
42,29,1095,505617.38,629925.88,1720.1,155.5,0.6355,188.7275,84.7
42,30,1095,523267.56,625859.92,1795.0,127.4,0.6259,186.1371,84.7
42,31,1095,531592.1,636112.58,1662.7,53.7,0.6165,202.7362,82.3
42,32,1095,525566.2,632563.25,1781.2,56.3,0.6073,192.6519,83.7
42,33,1095,568897.7,663275.45,1623.4,205.8,0.5982,191.3687,84.4
42,34,1095,571324.8,658992.39,1732.6,133.4,0.5892,190.1618,85.1
42,35,1095,550140.44,637796.65,1719.8,81.0,0.5804,189.9267,84.7
42,36,1095,559661.25,651101.89,1679.1,196.0,0.5717,205.2949,84.7
42,37,1095,546817.44,634081.28,1776.1,76.3,0.5631,197.4282,85.0
42,38,1095,541267.9,631072.78,1745.9,89.6,0.5546,194.5812,84.0
42,39,1095,544057.94,623801.93,1825.7,116.0,0.5463,194.8515,85.1
42,40,1095,592246.8,669524.81,1630.7,241.0,0.5381,192.3476,86.5
42,41,1095,545641.9,617570.13,1752.8,112.4,0.5301,210.9074,86.8
42,42,1095,607506.06,664764.74,1643.2,185.1,0.5221,204.3815,87.5
42,43,1095,567282.7,630150.62,1719.6,83.2,0.5143,200.6191,90.0
42,44,1095,581544.75,650029.52,1752.5,149.1,0.5066,200.9524,86.8
42,45,1095,589104.06,632502.16,1715.6,52.0,0.499,201.0998,87.4
42,46,1095,583658.5,636123.98,1776.1,174.5,0.4915,215.8038,89.5
42,47,1095,583138.8,638601.22,1849.4,100.7,0.4841,207.8317,91.9
42,48,1095,557733.3,621095.63,1756.7,138.0,0.4768,206.3922,89.4
42,49,1095,587492.3,639058.22,1810.1,89.8,0.4697,206.2436,90.3
42,50,1095,590947.44,636009.95,1684.0,155.5,0.4626,205.1169,91.6
42,51,1095,625554.2,659267.53,1722.2,169.7,0.4557,218.9616,92.3
42,52,1095,595317.94,631211.56,1827.7,77.7,0.4489,212.0971,90.3
42,53,1095,601809.7,633423.51,1799.2,61.3,0.4421,210.6539,90.8
42,54,1095,589388.2,630649.56,1774.4,85.9,0.4355,208.2893,90.0
42,55,1095,604878.9,636581.66,1832.0,77.5,0.429,205.8985,89.8
42,56,1095,620299.7,649891.73,1799.6,176.3,0.4225,223.0688,89.3
42,57,1095,599279.56,619481.91,1841.5,205.3,0.4162,216.5767,88.9
42,58,1095,593112.25,631940.14,1890.4,83.9,0.41,215.1414,88.9
42,59,1095,624915.3,632721.63,1771.5,72.9,0.4038,212.3794,88.2
42,60,1095,608507.75,626133.96,1803.6,178.8,0.3977,212.2182,87.5
42,61,1095,611494.44,637021.0,1720.1,99.0,0.3918,228.3088,88.4
42,62,1095,615054.5,622678.5,1748.1,147.6,0.3859,220.367,88.3
42,63,1095,616059.6,622781.66,1775.5,94.2,0.3801,218.8864,86.6
42,64,1095,619726.25,626506.43,1811.7,78.3,0.3744,219.095,86.8
42,65,1095,639865.0,636493.07,1789.8,81.7,0.3688,217.1347,87.6
42,66,1095,627820.3,632849.57,1706.1,64.2,0.3633,232.0423,85.8
42,67,1095,638638.4,634384.78,1780.2,88.4,0.3578,221.4456,85.3
42,68,1095,623401.94,631223.03,1831.2,83.6,0.3525,225.6494,87.3
