modelo,data_validacao,reward_medio,lucro_medio,delta_lucro_pct,perdas_medio,delta_perdas_pct,f1_evento_medio,f1_evento_medio_v12_baseline,f1_evento_delta_v12,reward_delta_v12_pct,pct_intensidades_usadas,n_categorias_promovidas
V13.final,2026-05-13,860479.44,649348.34,0.212,1746.7,-0.87,0.208,0.208,0.0,0.0,75.0,6
