produto,dia,turno,mes,fator_combinado,is_fraco,action,promove
refrigerante,1,1,8,0.829,True,0,False
refrigerante,1,2,8,1.008,False,3,True
refrigerante,2,0,8,0.712,True,0,False
refrigerante,2,1,8,0.891,False,0,False
refrigerante,2,2,8,1.084,False,3,True
refrigerante,3,0,8,0.723,True,3,True
refrigerante,3,1,8,0.905,False,3,True
refrigerante,3,2,8,1.101,False,3,True
refrigerante,4,0,8,0.794,True,0,False
refrigerante,4,1,8,0.993,False,0,False
refrigerante,4,2,8,1.209,False,3,True
refrigerante,5,0,8,0.884,False,0,False
refrigerante,5,1,8,1.106,False,0,False
refrigerante,5,2,8,1.345,False,0,False
refrigerante,6,0,8,1.085,False,0,False
refrigerante,6,1,8,1.358,False,0,False
refrigerante,6,2,8,1.652,False,0,False
refrigerante,0,0,9,0.615,True,3,True
refrigerante,0,1,9,0.769,True,3,True
refrigerante,0,2,9,0.936,False,3,True
refrigerante,1,0,9,0.58,True,0,False
refrigerante,1,1,9,0.726,True,0,False
refrigerante,1,2,9,0.883,False,3,True
refrigerante,2,0,9,0.624,True,0,False
refrigerante,2,1,9,0.78,True,0,False
refrigerante,2,2,9,0.949,False,3,True
refrigerante,3,0,9,0.634,True,3,True
refrigerante,3,1,9,0.793,True,0,False
refrigerante,3,2,9,0.965,False,3,True
refrigerante,4,0,9,0.695,True,0,False
refrigerante,4,1,9,0.87,False,0,False
refrigerante,4,2,9,1.059,False,3,True
refrigerante,5,0,9,0.774,True,0,False
refrigerante,5,1,9,0.968,False,0,False
refrigerante,5,2,9,1.178,False,0,False
refrigerante,6,0,9,0.951,False,0,False
refrigerante,6,1,9,1.189,False,0,False
refrigerante,6,2,9,1.447,False,0,False
refrigerante,0,0,10,0.724,True,3,True
refrigerante,0,1,10,0.906,False,3,True
refrigerante,0,2,10,1.103,False,3,True
refrigerante,1,0,10,0.684,True,0,False
refrigerante,1,1,10,0.855,False,0,False
refrigerante,1,2,10,1.041,False,3,True
refrigerante,2,0,10,0.735,True,0,False
refrigerante,2,1,10,0.919,False,0,False
refrigerante,2,2,10,1.119,False,0,False
refrigerante,3,0,10,0.747,True,0,False
refrigerante,3,1,10,0.934,False,0,False
refrigerante,3,2,10,1.137,False,3,True
refrigerante,4,0,10,0.82,True,0,False
refrigerante,4,1,10,1.025,False,0,False
refrigerante,4,2,10,1.248,False,0,False
refrigerante,5,0,10,0.912,False,0,False
refrigerante,5,1,10,1.141,False,0,False
refrigerante,5,2,10,1.389,False,0,False
refrigerante,6,0,10,1.12,False,0,False
refrigerante,6,1,10,1.401,False,0,False
refrigerante,6,2,10,1.705,False,0,False
refrigerante,0,0,11,0.894,False,3,True
refrigerante,0,1,11,1.119,False,3,True
refrigerante,0,2,11,1.361,False,0,False
refrigerante,1,0,11,0.844,False,0,False
refrigerante,1,1,11,1.056,False,0,False
refrigerante,1,2,11,1.285,False,0,False
refrigerante,2,0,11,0.907,False,0,False
refrigerante,2,1,11,1.135,False,0,False
refrigerante,2,2,11,1.381,False,0,False
refrigerante,3,0,11,0.922,False,0,False
refrigerante,3,1,11,1.153,False,0,False
refrigerante,3,2,11,1.404,False,0,False
refrigerante,4,0,11,1.012,False,0,False
refrigerante,4,1,11,1.266,False,0,False
refrigerante,4,2,11,1.54,False,0,False
refrigerante,5,0,11,1.126,False,0,False
refrigerante,5,1,11,1.409,False,0,False
refrigerante,5,2,11,1.715,False,0,False
refrigerante,6,0,11,1.383,False,0,False
refrigerante,6,1,11,1.73,False,0,False
refrigerante,6,2,11,2.106,False,0,False
agua,0,0,0,1.026,False,3,True
agua,0,1,0,0.939,False,3,True
agua,0,2,0,0.957,False,3,True
agua,1,0,0,0.952,False,0,False
agua,1,1,0,0.871,True,0,False
agua,1,2,0,0.887,False,3,True
agua,2,0,0,1.01,False,0,False
agua,2,1,0,0.924,False,0,False
agua,2,2,0,0.941,False,3,True
agua,3,0,0,1.023,False,0,False
agua,3,1,0,0.936,False,0,False
agua,3,2,0,0.953,False,3,True
agua,4,0,0,1.112,False,0,False
agua,4,1,0,1.017,False,0,False
agua,4,2,0,1.036,False,0,False
agua,5,0,0,1.288,False,0,False
agua,5,1,0,1.179,False,0,False
agua,5,2,0,1.201,False,0,False
agua,6,0,0,1.162,False,0,False
agua,6,1,0,1.064,False,0,False
agua,6,2,0,1.083,False,0,False
agua,0,0,1,1.183,False,3,True
agua,0,1,1,1.083,False,3,True
agua,0,2,1,1.103,False,3,True
agua,1,0,1,1.097,False,0,False
agua,1,1,1,1.004,False,0,False
agua,1,2,1,1.022,False,3,True
agua,2,0,1,1.164,False,0,False
agua,2,1,1,1.065,False,0,False
agua,2,2,1,1.085,False,0,False
agua,3,0,1,1.179,False,0,False
agua,3,1,1,1.079,False,0,False
agua,3,2,1,1.099,False,3,True
agua,4,0,1,1.282,False,0,False
agua,4,1,1,1.173,False,0,False
agua,4,2,1,1.195,False,0,False
agua,5,0,1,1.485,False,0,False
agua,5,1,1,1.359,False,0,False
agua,5,2,1,1.384,False,0,False
agua,6,0,1,1.34,False,0,False
agua,6,1,1,1.226,False,0,False
agua,6,2,1,1.249,False,0,False
agua,0,0,2,1.213,False,3,True
agua,0,1,2,1.11,False,3,True
agua,0,2,2,1.131,False,3,True
agua,1,0,2,1.125,False,0,False
agua,1,1,2,1.029,False,0,False
agua,1,2,2,1.048,False,3,True
agua,2,0,2,1.194,False,0,False
agua,2,1,2,1.092,False,0,False
agua,2,2,2,1.112,False,0,False
agua,3,0,2,1.209,False,0,False
agua,3,1,2,1.106,False,0,False
agua,3,2,2,1.127,False,3,True
agua,4,0,2,1.314,False,0,False
agua,4,1,2,1.203,False,0,False
agua,4,2,2,1.225,False,0,False
agua,5,0,2,1.523,False,0,False
agua,5,1,2,1.393,False,0,False
agua,5,2,2,1.419,False,0,False
agua,6,0,2,1.374,False,0,False
agua,6,1,2,1.257,False,0,False
agua,6,2,2,1.281,False,0,False
agua,0,0,3,1.028,False,3,True
agua,0,1,3,0.941,False,3,True
agua,0,2,3,0.958,False,3,True
agua,1,0,3,0.953,False,0,False
agua,1,1,3,0.872,True,0,False
agua,1,2,3,0.888,False,3,True
agua,2,0,3,1.012,False,0,False
agua,2,1,3,0.926,False,0,False
agua,2,2,3,0.943,False,3,True
agua,3,0,3,1.025,False,0,False
agua,3,1,3,0.937,False,0,False
agua,3,2,3,0.955,False,3,True
agua,4,0,3,1.114,False,0,False
agua,4,1,3,1.019,False,0,False
agua,4,2,3,1.038,False,0,False
agua,5,0,3,1.291,False,0,False
agua,5,1,3,1.181,False,0,False
agua,5,2,3,1.203,False,0,False
agua,6,0,3,1.164,False,0,False
agua,6,1,3,1.065,False,0,False
agua,6,2,3,1.085,False,0,False
agua,0,0,4,0.852,True,3,True
agua,0,1,4,0.78,True,3,True
agua,0,2,4,0.794,True,3,True
agua,1,0,4,0.79,True,0,False
agua,1,1,4,0.723,True,0,False
agua,1,2,4,0.736,True,3,True
agua,2,0,4,0.838,True,0,False
agua,2,1,4,0.767,True,0,False
agua,2,2,4,0.781,True,3,True
agua,3,0,4,0.849,True,3,True
agua,3,1,4,0.777,True,3,True
agua,3,2,4,0.791,True,3,True
agua,4,0,4,0.923,False,0,False
agua,4,1,4,0.845,True,0,False
agua,4,2,4,0.861,True,3,True
agua,5,0,4,1.07,False,0,False
agua,5,1,4,0.979,False,0,False
agua,5,2,4,0.997,False,0,False
agua,6,0,4,0.965,False,0,False
agua,6,1,4,0.883,False,0,False
agua,6,2,4,0.9,False,0,False
agua,0,0,5,0.793,True,3,True
agua,0,1,5,0.726,True,3,True
agua,0,2,5,0.739,True,3,True
agua,1,0,5,0.735,True,0,False
agua,1,1,5,0.673,True,0,False
agua,1,2,5,0.685,True,3,True
agua,2,0,5,0.78,True,0,False
agua,2,1,5,0.714,True,0,False
agua,2,2,5,0.727,True,3,True
agua,3,0,5,0.79,True,0,False
agua,3,1,5,0.723,True,0,False
agua,3,2,5,0.737,True,3,True
agua,4,0,5,0.859,True,0,False
agua,4,1,5,0.786,True,0,False
agua,4,2,5,0.801,True,3,True
agua,5,0,5,0.995,False,0,False
agua,5,1,5,0.911,False,0,False
agua,5,2,5,0.928,False,0,False
agua,6,0,5,0.898,False,0,False
agua,6,1,5,0.822,True,0,False
agua,6,2,5,0.837,True,0,False
agua,0,0,6,0.751,True,3,True
agua,0,1,6,0.687,True,3,True
agua,0,2,6,0.7,True,3,True
agua,1,0,6,0.696,True,0,False
agua,1,1,6,0.637,True,0,False
agua,1,2,6,0.649,True,3,True
agua,2,0,6,0.738,True,0,False
agua,2,1,6,0.676,True,0,False
agua,2,2,6,0.688,True,3,True
agua,3,0,6,0.748,True,3,True
agua,3,1,6,0.684,True,3,True
agua,3,2,6,0.697,True,3,True
agua,4,0,6,0.813,True,0,False
agua,4,1,6,0.744,True,0,False
agua,4,2,6,0.758,True,3,True
agua,5,0,6,0.942,False,0,False
agua,5,1,6,0.862,True,0,False
agua,5,2,6,0.878,False,0,False
agua,6,0,6,0.85,True,0,False
agua,6,1,6,0.778,True,0,False
agua,6,2,6,0.792,True,0,False
agua,0,0,7,0.844,True,3,True
agua,0,1,7,0.772,True,3,True
agua,0,2,7,0.787,True,3,True
agua,1,0,7,0.782,True,0,False
agua,1,1,7,0.716,True,0,False
agua,1,2,7,0.729,True,3,True
agua,2,0,7,0.83,True,0,False
agua,2,1,7,0.76,True,0,False
agua,2,2,7,0.774,True,3,True
agua,3,0,7,0.841,True,0,False
agua,3,1,7,0.769,True,0,False
agua,3,2,7,0.784,True,3,True
agua,4,0,7,0.914,False,0,False
agua,4,1,7,0.837,True,0,False
agua,4,2,7,0.852,True,3,True
agua,5,0,7,1.059,False,0,False
agua,5,1,7,0.969,False,0,False
agua,5,2,7,0.987,False,0,False
agua,6,0,7,0.956,False,0,False
agua,6,1,7,0.874,True,0,False
agua,6,2,7,0.891,False,0,False
agua,0,0,8,1.033,False,3,True
agua,0,1,8,0.945,False,3,True
agua,0,2,8,0.963,False,3,True
agua,1,0,8,0.958,False,0,False
agua,1,1,8,0.876,False,0,False
agua,1,2,8,0.893,False,3,True
agua,2,0,8,1.016,False,0,False
agua,2,1,8,0.93,False,0,False
agua,2,2,8,0.947,False,3,True
agua,3,0,8,1.03,False,3,True
agua,3,1,8,0.942,False,3,True
agua,3,2,8,0.96,False,3,True
agua,4,0,8,1.119,False,0,False
agua,4,1,8,1.024,False,0,False
agua,4,2,8,1.043,False,3,True
agua,5,0,8,1.297,False,0,False
agua,5,1,8,1.187,False,0,False
agua,5,2,8,1.209,False,0,False
agua,6,0,8,1.17,False,0,False
agua,6,1,8,1.071,False,0,False
agua,6,2,8,1.091,False,0,False
agua,0,0,9,0.909,False,3,True
agua,0,1,9,0.832,True,3,True
agua,0,2,9,0.847,True,3,True
agua,1,0,9,0.842,True,0,False
agua,1,1,9,0.771,True,0,False
agua,1,2,9,0.785,True,3,True
agua,2,0,9,0.894,False,0,False
agua,2,1,9,0.818,True,0,False
agua,2,2,9,0.833,True,3,True
agua,3,0,9,0.906,False,3,True
agua,3,1,9,0.829,True,0,False
agua,3,2,9,0.844,True,3,True
agua,4,0,9,0.985,False,0,False
agua,4,1,9,0.901,False,0,False
agua,4,2,9,0.918,False,3,True
agua,5,0,9,1.141,False,0,False
agua,5,1,9,1.044,False,0,False
agua,5,2,9,1.063,False,0,False
agua,6,0,9,1.029,False,0,False
agua,6,1,9,0.942,False,0,False
agua,6,2,9,0.959,False,0,False
agua,0,0,10,1.083,False,3,True
agua,0,1,10,0.99,False,3,True
agua,0,2,10,1.009,False,3,True
agua,1,0,10,1.003,False,0,False
agua,1,1,10,0.918,False,0,False
agua,1,2,10,0.935,False,3,True
agua,2,0,10,1.065,False,0,False
agua,2,1,10,0.974,False,0,False
agua,2,2,10,0.992,False,0,False
agua,3,0,10,1.079,False,0,False
agua,3,1,10,0.987,False,0,False
agua,3,2,10,1.005,False,3,True
agua,4,0,10,1.173,False,0,False
agua,4,1,10,1.073,False,0,False
agua,4,2,10,1.093,False,0,False
agua,5,0,10,1.359,False,0,False
agua,5,1,10,1.243,False,0,False
agua,5,2,10,1.266,False,0,False
agua,6,0,10,1.226,False,0,False
agua,6,1,10,1.122,False,0,False
agua,6,2,10,1.143,False,0,False
agua,0,0,11,1.281,False,3,True
agua,0,1,11,1.172,False,3,True
agua,0,2,11,1.194,False,0,False
agua,1,0,11,1.188,False,0,False
agua,1,1,11,1.087,False,0,False
agua,1,2,11,1.107,False,0,False
agua,2,0,11,1.26,False,0,False
agua,2,1,11,1.153,False,0,False
agua,2,2,11,1.175,False,0,False
agua,3,0,11,1.277,False,0,False
agua,3,1,11,1.168,False,0,False
agua,3,2,11,1.19,False,0,False
agua,4,0,11,1.388,False,0,False
agua,4,1,11,1.27,False,0,False
agua,4,2,11,1.294,False,0,False
agua,5,0,11,1.608,False,0,False
agua,5,1,11,1.471,False,0,False
agua,5,2,11,1.499,False,0,False
agua,6,0,11,1.451,False,0,False
agua,6,1,11,1.327,False,0,False
agua,6,2,11,1.352,False,0,False
cerveja,0,0,0,0.447,True,3,True
cerveja,0,1,0,0.56,True,3,True
cerveja,0,2,0,0.934,False,3,True
cerveja,1,0,0,0.45,True,0,False
cerveja,1,1,0,0.564,True,0,False
cerveja,1,2,0,0.94,False,3,True
cerveja,2,0,0,0.496,True,0,False
cerveja,2,1,0,0.621,True,0,False
cerveja,2,2,0,1.035,False,3,True
cerveja,3,0,0,0.525,True,0,False
cerveja,3,1,0,0.658,True,0,False
cerveja,3,2,0,1.096,False,3,True
cerveja,4,0,0,0.723,False,0,False
cerveja,4,1,0,0.907,False,0,False
cerveja,4,2,0,1.511,False,0,False
cerveja,5,0,0,0.886,False,0,False
cerveja,5,1,0,1.111,False,0,False
cerveja,5,2,0,1.851,False,0,False
cerveja,6,0,0,0.928,False,0,False
cerveja,6,1,0,1.164,False,0,False
cerveja,6,2,0,1.939,False,0,False
cerveja,0,0,1,0.471,True,3,True
cerveja,0,1,1,0.59,True,3,True
cerveja,0,2,1,0.983,False,3,True
cerveja,1,0,1,0.474,True,0,False
cerveja,1,1,1,0.594,True,0,False
cerveja,1,2,1,0.99,False,3,True
cerveja,2,0,1,0.522,True,0,False
cerveja,2,1,1,0.654,True,0,False
cerveja,2,2,1,1.09,False,0,False
cerveja,3,0,1,0.553,True,0,False
cerveja,3,1,1,0.693,False,0,False
cerveja,3,2,1,1.154,False,3,True
cerveja,4,0,1,0.762,False,0,False
cerveja,4,1,1,0.955,False,0,False
cerveja,4,2,1,1.591,False,0,False
cerveja,5,0,1,0.933,False,0,False
cerveja,5,1,1,1.17,False,0,False
cerveja,5,2,1,1.949,False,0,False
cerveja,6,0,1,0.977,False,0,False
cerveja,6,1,1,1.225,False,0,False
cerveja,6,2,1,2.042,False,0,False
cerveja,0,0,2,0.491,True,3,True
cerveja,0,1,2,0.616,True,3,True
cerveja,0,2,2,1.026,False,3,True
cerveja,1,0,2,0.495,True,0,False
cerveja,1,1,2,0.62,True,0,False
cerveja,1,2,2,1.033,False,3,True
cerveja,2,0,2,0.545,True,0,False
cerveja,2,1,2,0.683,False,0,False
cerveja,2,2,2,1.138,False,0,False
cerveja,3,0,2,0.577,True,0,False
cerveja,3,1,2,0.723,False,0,False
cerveja,3,2,2,1.205,False,3,True
cerveja,4,0,2,0.795,False,0,False
cerveja,4,1,2,0.997,False,0,False
cerveja,4,2,2,1.661,False,0,False
cerveja,5,0,2,0.974,False,0,False
cerveja,5,1,2,1.221,False,0,False
cerveja,5,2,2,2.034,False,0,False
cerveja,6,0,2,1.02,False,0,False
cerveja,6,1,2,1.279,False,0,False
cerveja,6,2,2,2.131,False,0,False
cerveja,0,0,3,0.475,True,3,True
cerveja,0,1,3,0.596,True,3,True
cerveja,0,2,3,0.993,False,3,True
cerveja,1,0,3,0.478,True,0,False
cerveja,1,1,3,0.6,True,0,False
cerveja,1,2,3,0.999,False,3,True
cerveja,2,0,3,0.527,True,0,False
cerveja,2,1,3,0.661,True,0,False
cerveja,2,2,3,1.101,False,3,True
cerveja,3,0,3,0.558,True,0,False
cerveja,3,1,3,0.7,False,0,False
cerveja,3,2,3,1.166,False,3,True
cerveja,4,0,3,0.769,False,0,False
cerveja,4,1,3,0.964,False,0,False
cerveja,4,2,3,1.607,False,0,False
cerveja,5,0,3,0.942,False,0,False
cerveja,5,1,3,1.181,False,0,False
cerveja,5,2,3,1.968,False,0,False
cerveja,6,0,3,0.987,False,0,False
cerveja,6,1,3,1.238,False,0,False
cerveja,6,2,3,2.062,False,0,False
cerveja,0,0,4,0.44,True,3,True
cerveja,0,1,4,0.552,True,3,True
cerveja,0,2,4,0.92,False,3,True
cerveja,1,0,4,0.443,True,0,False
cerveja,1,1,4,0.556,True,0,False
cerveja,1,2,4,0.926,False,3,True
cerveja,2,0,4,0.488,True,0,False
cerveja,2,1,4,0.612,True,0,False
cerveja,2,2,4,1.02,False,3,True
cerveja,3,0,4,0.517,True,3,True
cerveja,3,1,4,0.648,True,3,True
cerveja,3,2,4,1.08,False,3,True
cerveja,4,0,4,0.713,False,0,False
cerveja,4,1,4,0.894,False,0,False
cerveja,4,2,4,1.489,False,3,True
cerveja,5,0,4,0.873,False,0,False
cerveja,5,1,4,1.094,False,0,False
cerveja,5,2,4,1.823,False,0,False
cerveja,6,0,4,0.914,False,0,False
cerveja,6,1,4,1.147,False,0,False
cerveja,6,2,4,1.91,False,0,False
cerveja,0,0,5,0.403,True,3,True
cerveja,0,1,5,0.506,True,3,True
cerveja,0,2,5,0.843,False,3,True
cerveja,1,0,5,0.406,True,0,False
cerveja,1,1,5,0.509,True,0,False
cerveja,1,2,5,0.849,False,3,True
cerveja,2,0,5,0.447,True,0,False
cerveja,2,1,5,0.561,True,0,False
cerveja,2,2,5,0.935,False,3,True
cerveja,3,0,5,0.474,True,0,False
cerveja,3,1,5,0.594,True,0,False
cerveja,3,2,5,0.99,False,3,True
cerveja,4,0,5,0.653,True,0,False
cerveja,4,1,5,0.819,False,0,False
cerveja,4,2,5,1.364,False,3,True
cerveja,5,0,5,0.8,False,0,False
cerveja,5,1,5,1.003,False,0,False
cerveja,5,2,5,1.671,False,0,False
cerveja,6,0,5,0.838,False,0,False
cerveja,6,1,5,1.051,False,0,False
cerveja,6,2,5,1.75,False,0,False
cerveja,0,0,6,0.438,True,3,True
cerveja,0,1,6,0.549,True,3,True
cerveja,0,2,6,0.915,False,3,True
cerveja,1,0,6,0.441,True,0,False
cerveja,1,1,6,0.553,True,0,False
cerveja,1,2,6,0.921,False,3,True
cerveja,2,0,6,0.486,True,0,False
cerveja,2,1,6,0.609,True,0,False
cerveja,2,2,6,1.014,False,3,True
cerveja,3,0,6,0.514,True,3,True
cerveja,3,1,6,0.645,True,3,True
cerveja,3,2,6,1.074,False,3,True
cerveja,4,0,6,0.709,False,0,False
cerveja,4,1,6,0.889,False,0,False
cerveja,4,2,6,1.481,False,3,True
cerveja,5,0,6,0.868,False,0,False
cerveja,5,1,6,1.088,False,0,False
cerveja,5,2,6,1.813,False,0,False
cerveja,6,0,6,0.909,False,0,False
cerveja,6,1,6,1.14,False,0,False
cerveja,6,2,6,1.9,False,0,False
cerveja,0,0,7,0.436,True,3,True
cerveja,0,1,7,0.547,True,3,True
cerveja,0,2,7,0.911,False,3,True
cerveja,1,0,7,0.439,True,0,False
cerveja,1,1,7,0.551,True,0,False
cerveja,1,2,7,0.917,False,3,True
cerveja,2,0,7,0.484,True,0,False
cerveja,2,1,7,0.607,True,0,False
cerveja,2,2,7,1.01,False,3,True
cerveja,3,0,7,0.512,True,0,False
cerveja,3,1,7,0.642,True,0,False
cerveja,3,2,7,1.07,False,3,True
cerveja,4,0,7,0.706,False,0,False
cerveja,4,1,7,0.885,False,0,False
cerveja,4,2,7,1.475,False,3,True
cerveja,5,0,7,0.865,False,0,False
cerveja,5,1,7,1.084,False,0,False
cerveja,5,2,7,1.806,False,0,False
cerveja,6,0,7,0.906,False,0,False
cerveja,6,1,7,1.136,False,0,False
cerveja,6,2,7,1.892,False,0,False
cerveja,0,0,8,0.55,True,3,True
cerveja,0,1,8,0.689,False,3,True
cerveja,0,2,8,1.148,False,3,True
cerveja,1,0,8,0.553,True,0,False
cerveja,1,1,8,0.694,False,0,False
cerveja,1,2,8,1.156,False,3,True
cerveja,2,0,8,0.609,True,0,False
cerveja,2,1,8,0.764,False,0,False
cerveja,2,2,8,1.273,False,3,True
cerveja,3,0,8,0.645,True,3,True
cerveja,3,1,8,0.809,False,3,True
cerveja,3,2,8,1.348,False,3,True
cerveja,4,0,8,0.889,False,0,False
cerveja,4,1,8,1.115,False,0,False
cerveja,4,2,8,1.858,False,3,True
cerveja,5,0,8,1.089,False,0,False
cerveja,5,1,8,1.366,False,0,False
cerveja,5,2,8,2.276,False,0,False
cerveja,6,0,8,1.141,False,0,False
cerveja,6,1,8,1.431,False,0,False
cerveja,6,2,8,2.384,False,0,False
cerveja,0,0,9,0.507,True,3,True
cerveja,0,1,9,0.636,True,3,True
cerveja,0,2,9,1.06,False,3,True
cerveja,1,0,9,0.511,True,0,False
cerveja,1,1,9,0.64,True,0,False
cerveja,1,2,9,1.067,False,3,True
cerveja,2,0,9,0.562,True,0,False
cerveja,2,1,9,0.705,False,0,False
cerveja,2,2,9,1.175,False,3,True
cerveja,3,0,9,0.596,True,3,True
cerveja,3,1,9,0.747,False,0,False
cerveja,3,2,9,1.244,False,3,True
cerveja,4,0,9,0.821,False,0,False
cerveja,4,1,9,1.029,False,0,False
cerveja,4,2,9,1.715,False,3,True
cerveja,5,0,9,1.005,False,0,False
cerveja,5,1,9,1.261,False,0,False
cerveja,5,2,9,2.1,False,0,False
cerveja,6,0,9,1.053,False,0,False
cerveja,6,1,9,1.321,False,0,False
cerveja,6,2,9,2.201,False,0,False
cerveja,0,0,10,0.563,True,3,True
cerveja,0,1,10,0.706,False,3,True
cerveja,0,2,10,1.176,False,3,True
cerveja,1,0,10,0.567,True,0,False
cerveja,1,1,10,0.711,False,0,False
cerveja,1,2,10,1.184,False,3,True
cerveja,2,0,10,0.624,True,0,False
cerveja,2,1,10,0.783,False,0,False
cerveja,2,2,10,1.304,False,0,False
cerveja,3,0,10,0.661,False,0,False
cerveja,3,1,10,0.829,False,0,False
cerveja,3,2,10,1.381,False,3,True
cerveja,4,0,10,0.911,False,0,False
cerveja,4,1,10,1.142,False,0,False
cerveja,4,2,10,1.903,False,0,False
cerveja,5,0,10,1.116,False,0,False
cerveja,5,1,10,1.399,False,0,False
cerveja,5,2,10,2.331,False,0,False
cerveja,6,0,10,1.169,False,0,False
cerveja,6,1,10,1.466,False,0,False
cerveja,6,2,10,2.442,False,0,False
cerveja,0,0,11,0.6,True,3,True
cerveja,0,1,11,0.752,False,3,True
cerveja,0,2,11,1.253,False,0,False
cerveja,1,0,11,0.604,True,0,False
cerveja,1,1,11,0.758,False,0,False
cerveja,1,2,11,1.262,False,0,False
cerveja,2,0,11,0.665,False,0,False
cerveja,2,1,11,0.834,False,0,False
cerveja,2,2,11,1.39,False,0,False
cerveja,3,0,11,0.705,False,0,False
cerveja,3,1,11,0.883,False,0,False
cerveja,3,2,11,1.472,False,0,False
cerveja,4,0,11,0.971,False,0,False
cerveja,4,1,11,1.218,False,0,False
cerveja,4,2,11,2.029,False,0,False
cerveja,5,0,11,1.189,False,0,False
cerveja,5,1,11,1.492,False,0,False
cerveja,5,2,11,2.485,False,0,False
cerveja,6,0,11,1.246,False,0,False
cerveja,6,1,11,1.563,False,0,False
cerveja,6,2,11,2.603,False,0,False
sorvete,0,0,0,0.852,False,3,True
sorvete,0,1,0,0.984,False,3,True
sorvete,0,2,0,1.15,False,3,True
sorvete,1,0,0,0.876,False,0,False
sorvete,1,1,0,1.011,False,0,False
sorvete,1,2,0,1.182,False,3,True
sorvete,2,0,0,0.932,False,0,False
sorvete,2,1,0,1.075,False,0,False
sorvete,2,2,0,1.257,False,3,True
sorvete,3,0,0,1.021,False,0,False
sorvete,3,1,0,1.178,False,0,False
sorvete,3,2,0,1.377,False,3,True
sorvete,4,0,0,0.937,False,0,False
sorvete,4,1,0,1.081,False,0,False
sorvete,4,2,0,1.264,False,0,False
sorvete,5,0,0,1.18,False,0,False
sorvete,5,1,0,1.361,False,0,False
sorvete,5,2,0,1.592,False,0,False
sorvete,6,0,0,1.723,False,0,False
sorvete,6,1,0,1.988,False,0,False
sorvete,6,2,0,2.324,False,0,False
sorvete,0,0,1,0.847,False,3,True
sorvete,0,1,1,0.977,False,3,True
sorvete,0,2,1,1.142,False,3,True
sorvete,1,0,1,0.87,False,0,False
sorvete,1,1,1,1.004,False,0,False
sorvete,1,2,1,1.173,False,3,True
sorvete,2,0,1,0.925,False,0,False
sorvete,2,1,1,1.068,False,0,False
sorvete,2,2,1,1.249,False,0,False
sorvete,3,0,1,1.014,False,0,False
sorvete,3,1,1,1.17,False,0,False
sorvete,3,2,1,1.368,False,3,True
sorvete,4,0,1,0.93,False,0,False
sorvete,4,1,1,1.073,False,0,False
sorvete,4,2,1,1.255,False,0,False
sorvete,5,0,1,1.171,False,0,False
sorvete,5,1,1,1.352,False,0,False
sorvete,5,2,1,1.581,False,0,False
sorvete,6,0,1,1.711,False,0,False
sorvete,6,1,1,1.974,False,0,False
sorvete,6,2,1,2.308,False,0,False
sorvete,0,0,2,0.767,False,3,True
sorvete,0,1,2,0.885,False,3,True
sorvete,0,2,2,1.035,False,3,True
sorvete,1,0,2,0.788,False,0,False
sorvete,1,1,2,0.909,False,0,False
sorvete,1,2,2,1.063,False,3,True
sorvete,2,0,2,0.839,False,0,False
sorvete,2,1,2,0.968,False,0,False
sorvete,2,2,2,1.131,False,0,False
sorvete,3,0,2,0.919,False,0,False
sorvete,3,1,2,1.06,False,0,False
sorvete,3,2,2,1.239,False,3,True
sorvete,4,0,2,0.843,False,0,False
sorvete,4,1,2,0.973,False,0,False
sorvete,4,2,2,1.137,False,0,False
sorvete,5,0,2,1.062,False,0,False
sorvete,5,1,2,1.225,False,0,False
sorvete,5,2,2,1.432,False,0,False
sorvete,6,0,2,1.55,False,0,False
sorvete,6,1,2,1.789,False,0,False
sorvete,6,2,2,2.092,False,0,False
sorvete,0,0,3,0.587,True,3,True
sorvete,0,1,3,0.678,True,3,True
sorvete,0,2,3,0.792,False,3,True
sorvete,1,0,3,0.603,True,0,False
sorvete,1,1,3,0.696,True,0,False
sorvete,1,2,3,0.814,False,3,True
sorvete,2,0,3,0.642,True,0,False
sorvete,2,1,3,0.741,True,0,False
sorvete,2,2,3,0.866,False,3,True
sorvete,3,0,3,0.703,True,0,False
sorvete,3,1,3,0.812,False,0,False
sorvete,3,2,3,0.949,False,3,True
sorvete,4,0,3,0.645,True,0,False
sorvete,4,1,3,0.745,True,0,False
sorvete,4,2,3,0.871,False,0,False
sorvete,5,0,3,0.813,False,0,False
sorvete,5,1,3,0.938,False,0,False
sorvete,5,2,3,1.096,False,0,False
sorvete,6,0,3,1.187,False,0,False
sorvete,6,1,3,1.37,False,0,False
sorvete,6,2,3,1.601,False,0,False
sorvete,0,0,4,0.504,True,3,True
sorvete,0,1,4,0.581,True,3,True
sorvete,0,2,4,0.68,True,3,True
sorvete,1,0,4,0.517,True,0,False
sorvete,1,1,4,0.597,True,0,False
sorvete,1,2,4,0.698,True,3,True
sorvete,2,0,4,0.551,True,0,False
sorvete,2,1,4,0.635,True,0,False
sorvete,2,2,4,0.743,True,3,True
sorvete,3,0,4,0.603,True,3,True
sorvete,3,1,4,0.696,True,3,True
sorvete,3,2,4,0.814,False,3,True
sorvete,4,0,4,0.553,True,0,False
sorvete,4,1,4,0.639,True,0,False
sorvete,4,2,4,0.747,True,3,True
sorvete,5,0,4,0.697,True,0,False
sorvete,5,1,4,0.804,False,0,False
