categoria,semana_ciclo,pct_desconto,mag_desconto,n_trans
suco,47,51.45,21.3,1468
suco,48,45.05,22.2,1219
suco,49,53.150000000000006,23.6,1431
suco,50,43.05,25.5,1258
suco,51,56.5,34.5,744
suco,52,45.1,24.9,592
vinho,1,0.0,0.0,93
vinho,2,0.0,0.0,100
vinho,3,1.1,7.7,107
vinho,4,0.0,0.0,127
vinho,5,0.0,0.0,117
vinho,6,0.0,0.0,113
vinho,7,0.0,0.0,125
vinho,8,1.65,10.9,124
vinho,9,0.5,3.5,141
vinho,10,0.0,0.0,148
vinho,11,1.05,17.7,169
vinho,12,0.0,0.0,119
vinho,13,1.85,19.5,164
vinho,14,0.65,15.6,148
vinho,15,0.0,0.0,185
vinho,16,2.25,17.4,180
vinho,17,2.1,16.5,170
vinho,18,0.0,0.0,156
vinho,19,1.85,4.55,164
vinho,20,0.0,0.0,176
vinho,21,0.55,8.85,171
vinho,22,1.95,24.25,194
vinho,23,1.2,22.95,167
vinho,24,0.0,0.0,169
vinho,25,0.95,12.45,207
vinho,26,1.25,37.5,158
vinho,27,0.55,3.35,183
vinho,28,0.5,9.25,194
vinho,29,0.6,12.5,165
vinho,30,0.0,0.0,170
vinho,31,0.0,0.0,184
vinho,32,0.5,16.4,201
vinho,33,0.55,8.15,195
vinho,34,1.8,10.8,218
vinho,35,1.1,9.3,220
vinho,36,0.65,19.05,304
vinho,37,0.4,12.5,239
vinho,38,0.85,4.7,233
vinho,39,3.9000000000000004,35.6,229
vinho,40,0.55,32.25,372
vinho,41,0.0,0.0,347
vinho,42,0.0,0.0,174
vinho,43,0.45,16.25,175
vinho,44,0.5,10.65,203
vinho,45,0.4,18.0,210
vinho,46,1.0,10.9,217
vinho,47,0.4,8.1,228
vinho,48,1.55,8.45,238
vinho,49,0.0,0.0,164
vinho,50,0.0,0.0,174
vinho,51,0.0,0.0,102
vinho,52,0.0,0.0,78
