categoria,WEEK_NO,n_observacoes,pct_display,pct_mailer,pct_promo_qualquer,semana_ciclo,mes_aprox
suco,89,4648,45.2,59.4,100.0,37,9
suco,90,11319,18.4,89.9,100.0,38,9
suco,91,4944,40.3,63.1,100.0,39,9
suco,92,8041,21.8,88.9,100.0,40,9
suco,93,8646,22.9,83.2,100.0,41,10
suco,94,16105,18.5,90.7,100.0,42,10
suco,95,10984,26.2,90.9,100.0,43,10
suco,96,9874,36.3,77.0,100.0,44,10
suco,97,9078,37.3,73.5,100.0,45,11
suco,98,8245,30.6,81.2,100.0,46,11
suco,99,12914,27.1,87.5,100.0,47,11
suco,100,9338,32.2,80.7,100.0,48,11
suco,101,5600,41.8,74.6,100.0,49,12
vinho,9,4408,100.0,0.0,100.0,9,2
vinho,10,3984,100.0,0.0,100.0,10,3
vinho,11,4183,100.0,0.0,100.0,11,3
vinho,12,4213,100.0,0.0,100.0,12,3
vinho,13,4071,100.0,0.0,100.0,13,3
vinho,14,4079,100.0,0.0,100.0,14,3
vinho,15,4013,97.2,3.1,100.0,15,4
vinho,16,3426,97.0,3.4,100.0,16,4
vinho,17,3949,100.0,0.0,100.0,17,4
vinho,18,4098,100.0,0.0,100.0,18,4
vinho,19,4125,100.0,0.0,100.0,19,5
vinho,20,3824,100.0,0.0,100.0,20,5
vinho,21,3550,100.0,0.0,100.0,21,5
vinho,22,3926,100.0,0.0,100.0,22,5
vinho,23,3819,100.0,0.0,100.0,23,6
vinho,24,4198,97.9,2.1,100.0,24,6
vinho,25,4073,98.6,1.4,100.0,25,6
vinho,26,3728,100.0,0.0,100.0,26,6
vinho,27,3720,100.0,0.0,100.0,27,6
vinho,28,4057,100.0,0.0,100.0,28,7
vinho,29,3623,100.0,0.0,100.0,29,7
vinho,30,3655,100.0,0.0,100.0,30,7
vinho,31,3650,100.0,0.0,100.0,31,7
vinho,32,3846,98.8,1.8,100.0,32,8
vinho,33,3714,100.0,0.0,100.0,33,8
vinho,34,3856,98.4,1.8,100.0,34,8
vinho,35,4756,90.2,12.4,100.0,35,8
vinho,36,4615,88.9,13.4,100.0,36,9
vinho,37,4179,95.9,4.5,100.0,37,9
vinho,38,4190,100.0,0.0,100.0,38,9
vinho,39,4256,96.2,4.9,100.0,39,9
vinho,40,4583,93.7,7.9,100.0,40,9
vinho,41,4804,95.0,8.0,100.0,41,10
vinho,42,3996,100.0,0.0,100.0,42,10
vinho,43,4190,94.2,6.2,100.0,43,10
vinho,44,4061,97.9,2.2,100.0,44,10
vinho,45,4474,87.1,13.1,100.0,45,11
vinho,46,3571,100.0,0.0,100.0,46,11
vinho,47,3598,95.8,4.9,100.0,47,11
vinho,48,3359,100.0,0.0,100.0,48,11
vinho,49,3585,98.6,2.0,100.0,49,12
vinho,50,3769,94.8,5.9,100.0,50,12
vinho,51,3535,99.5,0.5,100.0,51,12
vinho,52,3496,100.0,0.0,100.0,52,12
vinho,53,3737,98.8,1.6,100.0,1,1
vinho,54,3948,94.5,6.7,100.0,2,1
vinho,55,3817,98.1,2.0,100.0,3,1
vinho,56,3775,98.0,2.8,100.0,4,1
vinho,57,3760,100.0,0.0,100.0,5,1
vinho,58,3718,100.0,0.0,100.0,6,2
vinho,59,3825,100.0,0.0,100.0,7,2
vinho,60,4025,93.7,7.6,100.0,8,2
vinho,61,3982,97.5,2.8,100.0,9,2
vinho,62,3882,99.9,0.1,100.0,10,3
vinho,63,3914,97.5,2.7,100.0,11,3
vinho,64,3782,95.7,5.3,100.0,12,3
vinho,65,3268,96.6,4.2,100.0,13,3
vinho,66,4211,92.3,9.6,100.0,14,3
vinho,67,4031,100.0,0.0,100.0,15,4
vinho,68,3983,93.7,6.4,100.0,16,4
vinho,69,3710,100.0,0.0,100.0,17,4
vinho,70,3976,98.2,2.8,100.0,18,4
vinho,71,3808,96.3,4.9,100.0,19,5
vinho,72,3792,98.8,2.1,100.0,20,5
vinho,73,3690,98.1,2.0,100.0,21,5
vinho,74,3853,97.5,3.0,100.0,22,5
vinho,75,4112,97.0,3.1,100.0,23,6
vinho,76,3922,97.3,3.6,100.0,24,6
vinho,77,3932,92.5,8.2,100.0,25,6
vinho,78,3870,100.0,0.0,100.0,26,6
vinho,79,3993,97.5,2.7,100.0,27,6
vinho,80,3864,98.2,2.6,100.0,28,7
vinho,81,4106,93.5,8.5,100.0,29,7
vinho,82,4368,85.6,16.3,100.0,30,7
vinho,83,4287,93.0,10.2,100.0,31,7
vinho,84,4126,98.4,2.1,100.0,32,8
vinho,85,3797,97.8,2.8,100.0,33,8
vinho,86,4447,98.1,2.8,100.0,34,8
vinho,87,5261,89.6,12.6,100.0,35,8
vinho,88,5088,99.1,1.5,100.0,36,9
vinho,89,5596,91.6,11.0,100.0,37,9
vinho,90,5215,92.8,8.8,100.0,38,9
vinho,91,5483,95.8,5.0,100.0,39,9
vinho,92,5447,94.0,8.0,100.0,40,9
vinho,93,6196,85.7,17.7,100.0,41,10
vinho,94,6115,76.6,28.0,100.0,42,10
vinho,95,4782,95.4,5.5,100.0,43,10
vinho,96,4883,88.6,12.5,100.0,44,10
vinho,97,4647,98.5,2.7,100.0,45,11
vinho,98,4304,92.3,9.1,100.0,46,11
vinho,99,4519,92.5,9.2,100.0,47,11
vinho,100,3968,94.0,7.0,100.0,48,11
vinho,101,3986,94.4,6.0,100.0,49,12
