episodio,seed,reward,loss,eps,avg_reward_30ep,promoveu_pct,combo_pct,combo_invalido_pdv,acao_nada,acao_desc3,acao_desc5,acao_desc7,acao_desc10,acao_combo
0,0,-3103.7599999999998,0.0,0.997,-3103.7599999999998,0.6666666666666666,0.06666666666666667,0,10,4,7,1,6,2
1,0,-3176.2299999999996,0.0,0.994009,-3139.995,0.8,0.16666666666666666,0,6,5,2,8,4,5
2,0,-2700.3200000000006,587.7595734772859,0.991026973,-2993.436666666667,0.8,0.13333333333333333,0,6,4,8,4,4,4
3,0,-764.8100000000001,590.0800282796224,0.988053892081,-2436.28,0.8333333333333334,0.16666666666666666,0,5,2,4,6,8,5
4,0,-1817.4399999999991,544.5965321858724,0.985089730404757,-2312.5119999999997,0.8333333333333334,0.03333333333333333,0,5,9,6,4,5,1
5,0,-1002.13,492.622705078125,0.9821344612135428,-2094.115,0.8666666666666667,0.26666666666666666,0,4,4,5,5,4,8
6,0,-897.9600000000002,457.3297648111979,0.9791880578299021,-1923.2357142857143,0.8333333333333334,0.16666666666666666,0,5,2,6,4,8,5
7,0,-1499.3299999999997,447.77643025716145,0.9762504936564125,-1870.2475,0.8666666666666667,0.26666666666666666,0,4,4,4,2,8,8
8,0,2165.07,442.0480550130208,0.9733217421754432,-1421.878888888889,0.8333333333333334,0.26666666666666666,0,5,1,6,3,7,8
9,0,4320.94,491.5928019205729,0.9704017769489168,-847.5970000000001,0.9333333333333333,0.16666666666666666,0,2,5,5,3,10,5
10,0,494.89999999999964,505.6401062011719,0.9674905716180701,-725.5518181818184,0.9,0.1,0,3,4,10,6,4,3
11,0,2644.7,545.5745880126954,0.9645880999032158,-444.69750000000016,0.8333333333333334,0.2,0,5,7,0,7,5,6
12,0,-2216.1599999999994,519.983349609375,0.9616943356035061,-580.9638461538462,0.8,0.23333333333333334,0,6,2,5,7,3,7
13,0,3621.41,521.47041015625,0.9588092525966956,-280.79428571428576,0.8,0.13333333333333333,0,6,4,9,3,4,4
14,0,500.8300000000003,533.4805765787761,0.9559328248389055,-228.68600000000004,0.8666666666666667,0.3,0,4,3,2,4,8,9
15,0,-604.9000000000002,514.5397481282552,0.9530650263643888,-252.19937499999995,0.8666666666666667,0.06666666666666667,0,4,5,8,2,9,2
16,0,921.7800000000002,539.696602376302,0.9502058312852957,-183.14176470588228,0.7,0.23333333333333334,0,9,7,2,1,4,7
17,0,1878.3199999999997,533.9557250976562,0.9473552137914398,-68.61611111111107,0.8666666666666667,0.23333333333333334,0,4,6,4,5,4,7
18,0,1942.3400000000004,575.5147379557292,0.9445131481500655,37.22368421052638,0.7333333333333333,0.26666666666666666,0,8,6,2,1,5,8
19,0,-2136.8199999999993,635.7894521077474,0.9416796087056153,-71.47849999999991,0.8333333333333334,0.2,0,5,7,4,6,2,6
20,0,-504.0399999999999,558.2277689615886,0.9388545698794984,-92.07666666666657,0.8666666666666667,0.23333333333333334,0,4,3,5,5,6,7
21,0,-49.180000000000035,536.3818227132161,0.93603800616986,-90.1268181818181,0.9,0.3333333333333333,0,3,5,5,2,5,10
22,0,160.5800000000001,548.5444763183593,0.9332298921513504,-79.22652173913035,0.8666666666666667,0.2,0,4,6,5,5,4,6
23,0,825.1200000000002,558.2241678873698,0.9304302024748964,-41.54541666666656,0.8666666666666667,0.26666666666666666,0,4,6,3,5,4,8
24,0,-2530.48,554.3881927490235,0.9276389118674717,-141.1027999999999,0.7666666666666667,0.26666666666666666,0,7,5,3,4,3,8
25,0,2356.3900000000003,531.5351582845052,0.9248559951318693,-45.045384615384506,0.8,0.23333333333333334,0,6,5,5,3,4,7
26,0,-1923.0000000000005,571.3440226236979,0.9220814271464737,-114.59925925925917,0.7666666666666667,0.13333333333333333,0,7,6,2,5,6,4
27,0,-416.4200000000001,524.9092427571615,0.9193151828650342,-125.37857142857135,0.8,0.2,0,6,4,3,5,6,6
28,0,1995.9399999999996,517.7007476806641,0.9165572373164391,-52.22965517241373,0.9333333333333333,0.16666666666666666,0,2,3,2,5,13,5
29,0,1376.3500000000001,529.5366505940755,0.9138075656044898,-4.610333333333263,0.8333333333333334,0.3333333333333333,0,5,4,3,4,4,10
30,0,-2431.9300000000003,553.0434743245443,0.9110661429076764,17.784000000000045,0.8666666666666667,0.4,0,4,5,5,4,0,12
31,0,4856.6900000000005,535.560487874349,0.9083329444789534,285.54800000000006,0.8333333333333334,0.16666666666666666,0,5,4,5,6,5,5
32,0,-2197.0800000000004,572.8826395670573,0.9056079456455165,302.32266666666675,0.7666666666666667,0.06666666666666667,0,7,6,3,6,6,2
33,0,-2571.3599999999997,539.9743347167969,0.90289112180858,242.10433333333347,0.8,0.16666666666666666,0,6,1,6,6,6,5
34,0,163.93999999999986,511.3866678873698,0.9001824484431542,308.15033333333344,0.8666666666666667,0.23333333333333334,0,4,4,6,2,7,7
35,0,1886.81,622.5570821126302,0.8974819010978248,404.4483333333334,0.9666666666666667,0.5,0,1,6,1,4,3,15
36,0,711.3100000000003,576.4127380371094,0.8947894553945313,458.09066666666666,0.8,0.3,0,6,4,2,2,7,9
37,0,-2304.14,560.7463205973307,0.8921050870283477,431.2636666666667,0.9,0.26666666666666666,0,3,8,5,5,1,8
38,0,-1780.46,558.2888427734375,0.8894287717672626,299.74600000000004,0.8,0.2,0,6,5,3,6,4,6
