episodio,seed,reward,loss,eps,avg_reward_30ep,promoveu_pct,combo_pct,combo_invalido_pdv,acao_nada,acao_desc3,acao_desc5,acao_desc7,acao_desc10,acao_combo
0,1,-577.4100000000002,0.0,0.995,-577.4100000000002,0.8333333333333334,0.3,0,5,2,8,2,4,9
1,1,-1387.3499999999997,0.0,0.990025,-982.3799999999999,0.8666666666666667,0.16666666666666666,0,4,6,3,6,6,5
2,1,-1463.47,292.4486558702257,0.985074875,-1142.743333333333,0.7,0.16666666666666666,0,9,5,1,4,6,5
3,1,-1579.1700000000003,284.7387212117513,0.9801495006250001,-1251.85,0.8,0.13333333333333333,0,6,3,5,6,6,4
4,1,-1697.54,250.71957448323568,0.9752487531218751,-1340.9879999999998,0.8,0.16666666666666666,0,6,7,3,5,4,5
5,1,-1551.4799999999998,202.32739868164063,0.9703725093562657,-1376.07,0.8666666666666667,0.2,0,4,6,6,2,6,6
6,1,-466.4899999999997,201.94574025472005,0.9655206468094844,-1246.1299999999999,0.6333333333333333,0.06666666666666667,0,11,1,4,3,9,2
7,1,-697.0,209.11306457519532,0.960693043575437,-1177.48875,0.8666666666666667,0.13333333333333333,0,4,7,5,5,5,4
8,1,-486.36000000000024,212.99333597819012,0.9558895783575597,-1100.6966666666667,0.8,0.23333333333333334,0,6,3,6,4,4,7
9,1,-121.63,200.9246337890625,0.9511101304657719,-1002.79,0.7333333333333333,0.16666666666666666,0,8,5,5,5,2,5
10,1,956.5099999999999,213.11227264404297,0.946354579813443,-824.6718181818181,0.8,0.3,0,6,5,3,4,3,9
11,1,1067.67,241.34031931559244,0.9416228069143757,-666.9766666666666,0.9333333333333333,0.43333333333333335,1,2,3,3,4,5,13
12,1,-1558.4699999999998,236.82969716389974,0.9369146928798039,-735.5530769230768,0.7666666666666667,0.2,1,7,4,5,4,4,6
13,1,-867.8599999999999,250.76482798258465,0.9322301194154049,-745.0035714285714,0.8666666666666667,0.3333333333333333,1,4,8,3,3,2,10
14,1,-1830.6200000000003,245.7129903157552,0.9275689688183278,-817.378,0.8666666666666667,0.23333333333333334,0,4,5,2,6,6,7
15,1,-2304.0899999999997,242.91290384928385,0.9229311239742362,-910.2975,0.8333333333333334,0.26666666666666666,3,5,5,4,6,2,8
16,1,-43.36999999999999,236.3016835530599,0.918316468354365,-859.3017647058824,0.7666666666666667,0.3,0,7,5,4,1,4,9
17,1,-417.58,228.34444325764974,0.9137248860125932,-834.7616666666668,0.7333333333333333,0.16666666666666666,0,8,2,6,2,7,5
18,1,-1876.1999999999998,236.45574086507162,0.9091562615825302,-889.5742105263158,0.9,0.23333333333333334,0,3,5,5,6,4,7
19,1,1192.4999999999998,233.7506088256836,0.9046104802746175,-785.4705,0.8333333333333334,0.26666666666666666,0,5,2,4,3,8,8
20,1,-1745.08,252.10230814615886,0.9000874278732445,-831.1661904761904,0.8333333333333334,0.16666666666666666,0,5,3,9,5,3,5
21,1,-747.18,232.56465861002604,0.8955869907338783,-827.3486363636363,0.8333333333333334,0.26666666666666666,0,5,2,4,5,6,8
22,1,-256.70000000000005,233.1560323079427,0.8911090557802088,-802.5378260869564,0.9333333333333333,0.3,0,2,6,2,3,8,9
23,1,-2642.4800000000005,234.61209309895833,0.8866535105013078,-879.2020833333335,0.9333333333333333,0.3333333333333333,2,2,0,9,5,4,10
24,1,-1145.2399999999998,233.74577738444012,0.8822202429488013,-889.8436000000002,0.9333333333333333,0.3,0,2,4,6,4,5,9
25,1,-1216.1399999999994,214.0787104288737,0.8778091417340573,-902.3934615384617,0.8333333333333334,0.23333333333333334,0,5,2,7,4,5,7
26,1,-2253.7,230.45481567382814,0.8734200960253871,-952.441851851852,0.8666666666666667,0.23333333333333334,1,4,5,4,8,2,7
27,1,-2297.33,210.22366587320963,0.8690529955452602,-1000.4735714285715,0.8666666666666667,0.16666666666666666,0,4,8,6,5,2,5
28,1,-1146.989999999999,234.30440724690754,0.8647077305675338,-1005.5258620689655,0.9,0.16666666666666666,0,3,1,6,8,7,5
29,1,74.80999999999976,227.0950500488281,0.8603841919146962,-969.5146666666666,0.8333333333333334,0.3333333333333333,0,5,6,6,3,0,10
30,1,-1809.63,228.056684366862,0.8560822709551227,-1010.5886666666665,0.8333333333333334,0.23333333333333334,0,5,6,6,5,1,7
31,1,-121.23999999999961,233.0834493001302,0.851801859600347,-968.3849999999999,0.8333333333333334,0.26666666666666666,0,5,5,5,4,3,8
32,1,1339.3900000000003,215.78606414794922,0.8475428503023453,-874.9563333333332,0.9333333333333333,0.3,0,2,5,4,7,3,9
